Rsquare	pvalues	FDR
0.608420243996962	0.00802021784551027	0.0525133937091253
0.416954114275322	0.0697576027481245	0.0724513049416987
0.511441012910764	0.0278458339518626	0.0525133937091253
0.438151738352402	0.0629249487262652	0.0724513049416987
0.511804321543174	0.0277787399708933	0.0525133937091253
0.440504016722618	0.062196921623435	0.0724513049416987
0.46064768450566	0.0562008110463567	0.0724513049416987
0.545019942454575	0.0221243314883719	0.0525133937091253
0.529102436093484	0.0247179256443317	0.0525133937091253
0.452554307505569	0.0585592448045571	0.0724513049416987
0.509512530363942	0.0282039529528909	0.0525133937091253
0.534073054464022	0.0238856410172407	0.0525133937091253
0.456880137872766	0.0572903240221501	0.0724513049416987
0.502666643751416	0.0295023722448012	0.0525133937091253
0.459497340116372	0.0565319359026367	0.0724513049416987
0.499967061045434	0.030026177105244	0.0525133937091253
0.433117223872245	0.0645031224003815	0.0724513049416987
0.545385172865368	0.0220672352897794	0.0525133937091253
0.508242295774026	0.02844165978982	0.0525133937091253
0.436074023448552	0.0635729364103341	0.0724513049416987
0.60929182770964	0.00795458075181918	0.0525133937091253
0.437415202299757	0.0631541247845005	0.0724513049416987
0.510477382596367	0.0280243635505718	0.0525133937091253
0.547525495094503	0.0217347724462356	0.0525133937091253
0.437179925440166	0.0632274549481944	0.0724513049416987
0.608063760595471	0.00804718031713355	0.0525133937091253
0.417214761924839	0.0696705572393623	0.0724513049416987
0.418516597664046	0.0692369459471603	0.0724513049416987
0.531710138356691	0.0242787180963735	0.0525133937091253
0.505448491073852	0.0289696137983357	0.0525133937091253
0.512134065542212	0.0277179464485719	0.0525133937091253
0.437782546048448	0.0630397515132159	0.0724513049416987
0.513810217861448	0.0274104167051903	0.0525133937091253
0.449620116218114	0.0594309739138404	0.0724513049416987
0.512949092607254	0.0275680987054943	0.0525133937091253
0.44769545834855	0.0600076534261068	0.0724513049416987
0.430624449381753	0.065294705968834	0.0724513049416987
0.470877681419529	0.0533148554526179	0.0724513049416987
0.502157615549667	0.0296006255473686	0.0525133937091253
0.414530831299939	0.0705705611131333	0.0725937912279126
0.507364152496007	0.0286068430948822	0.0525133937091253
0.452838805720141	0.0584751977428325	0.0724513049416987
0.515796390620608	0.0270492274813537	0.0525133937091253
0.526363125623638	0.0251854656054296	0.0525133937091253
0.498828080982119	0.0302491995845108	0.0525133937091253
0.452900837188214	0.0584568834085912	0.0724513049416987
0.502812993985787	0.0294741676320975	0.0525133937091253
0.508720206722137	0.0283520548281561	0.0525133937091253
0.511268122182634	0.0278778039089946	0.0525133937091253
0.515977503616496	0.027016464823519	0.0525133937091253
0.447938010905578	0.059934764590327	0.0724513049416987
0.442087229055779	0.0617102456723298	0.0724513049416987
0.540450394766564	0.0228477231040763	0.0525133937091253
0.505082302625675	0.0290393391755365	0.0525133937091253
0.427196894655128	0.0663942284909548	0.0724513049416987
0.46211744795683	0.0557796983050099	0.0724513049416987
0.554779492971777	0.0206347828307948	0.0525133937091253
0.506653586629125	0.0287410150080789	0.0525133937091253
0.461853056316996	0.0558552894999051	0.0724513049416987
0.522955051958349	0.0257760551653027	0.0525133937091253
0.510430499810415	0.0280330706161505	0.0525133937091253
0.512073426760748	0.0277291188950881	0.0525133937091253
0.376014375853159	0.0844160393547011	0.0844160393547011
0.513220926102044	0.0275182517727672	0.0525133937091253
0.59883733515894	0.00876894227375074	0.0525133937091253
0.44830618737025	0.0598242426496898	0.0724513049416987
0.444005848710457	0.0611240360056958	0.0724513049416987
0.529007470901642	0.0247340280762509	0.0525133937091253
0.453460441276588	0.0582918444529623	0.0724513049416987
0.509880193350357	0.0281354207718455	0.0525133937091253
0.520478426767513	0.0262114884011465	0.0525133937091253
0.436899461245015	0.063314946721773	0.0724513049416987
0.421585038735133	0.0682224581084616	0.0724513049416987
0.509275598747496	0.0282481812355726	0.0525133937091253
0.503884871538471	0.0292681947264445	0.0525133937091253
0.451449073611877	0.0588865517464344	0.0724513049416987
0.453636142559822	0.0582400932862421	0.0724513049416987
0.420811656263625	0.0684771588915822	0.0724513049416987
0.501379984702484	0.0297511857020008	0.0525133937091253
0.429356298541383	0.065700012734221	0.0724513049416987
0.443174578229154	0.0613775408459964	0.0724513049416987
0.459691502783757	0.0564759519766093	0.0724513049416987
0.507150796554351	0.0286470817670008	0.0525133937091253
0.442408092030143	0.0616119381334783	0.0724513049416987
0.595883847274093	0.00900991928083422	0.0525133937091253
0.452323046642732	0.0586276261771938	0.0724513049416987
0.500283478411224	0.0299644335209234	0.0525133937091253
0.541647922346408	0.0226565207834371	0.0525133937091253
0.507776997135774	0.0285290980666089	0.0525133937091253
0.505341655771566	0.0289899435174624	0.0525133937091253
0.52886059505358	0.0247589475088245	0.0525133937091253
0.530299817999898	0.0245155464027366	0.0525133937091253
0.505669988294295	0.0289274981485598	0.0525133937091253
0.502601291429758	0.029514973301031	0.0525133937091253
0.42019169593911	0.0686818161345701	0.0724513049416987
0.409255257804993	0.0723635473699858	0.0734149722599823
0.415481410003629	0.0702508690542715	0.0724678547418595
0.601292808920354	0.00857230544998972	0.0525133937091253
0.44600759221874	0.0605165799388325	0.0724513049416987
0.421887713020907	0.0681229593688267	0.0724513049416987
0.457875951899148	0.0570009408959455	0.0724513049416987
0.451828139683167	0.0587741512556926	0.0724513049416987
0.497612680984286	0.0304885179620958	0.0525133937091253
0.504969916112474	0.0290607630367603	0.0525133937091253
0.42382632521875	0.0674880981146986	0.0724513049416987
0.553849709093116	0.0207734844125747	0.0525133937091253
0.505272834684308	0.0290030450085673	0.0525133937091253
0.513909711885125	0.0273922405712965	0.0525133937091253
0.429854751764267	0.0655404948012888	0.0724513049416987
0.504738310796096	0.0291049495227228	0.0525133937091253
0.537935281685305	0.0232530851464551	0.0525133937091253
0.50619497324621	0.028827855402557	0.0525133937091253
0.594565669924728	0.00911905871770398	0.0525133937091253
0.429804592866698	0.0655565346294237	0.0724513049416987
0.523643726689769	0.0256559128088929	0.0525133937091253
0.446744718204319	0.0602939530131738	0.0724513049416987
0.435919937233246	0.0636211772408607	0.0724513049416987
0.525978854890239	0.0252515606966988	0.0525133937091253
0.514360875929082	0.0273099293304968	0.0525133937091253
0.507624568918252	0.0285577847057481	0.0525133937091253
0.438035196727853	0.062961172309585	0.0724513049416987
0.450045851850127	0.0593039348326447	0.0724513049416987
0.504467153402223	0.0291567441323485	0.0525133937091253
0.505823821721204	0.0288982744227975	0.0525133937091253
0.436758727964138	0.0633588808536935	0.0724513049416987
0.458209884926223	0.0569041273800683	0.0724513049416987
0.50697441424344	0.0286803783879228	0.0525133937091253
0.450648133811245	0.0591245372349487	0.0724513049416987
0.458384799909179	0.0568534617109321	0.0724513049416987
0.507568696426749	0.0285683050417122	0.0525133937091253
0.529969750211904	0.0245712136243157	0.0525133937091253
0.514831436040016	0.02722427120735	0.0525133937091253
0.457397512576329	0.0571398483787549	0.0724513049416987
0.510995325779357	0.0279283021683535	0.0525133937091253
0.51089658734232	0.0279465963723472	0.0525133937091253
0.534581619726511	0.0238016456352638	0.0525133937091253
0.500738953067569	0.0298757180750736	0.0525133937091253
0.412055663113159	0.0714078195750027	0.0730888634339843
0.605845114366217	0.00821651523880265	0.0525133937091253
0.523362847247054	0.0257048643168286	0.0525133937091253
0.420898782093665	0.0684484319858395	0.0724513049416987
0.443505619915917	0.0612764984428961	0.0724513049416987
0.535982409505211	0.0235713932450323	0.0525133937091253
0.505222143811112	0.0290126978060262	0.0525133937091253
0.5104550037869	0.0280285194948376	0.0525133937091253
0.505556305658833	0.0289491082711308	0.0525133937091253
0.516966895805541	0.0268379963672039	0.0525133937091253
0.419854580281659	0.068793283403827	0.0724513049416987
0.505165368377334	0.0290235120354139	0.0525133937091253
0.432464181283194	0.0647098425945134	0.0724513049416987
0.54327493795325	0.0223985978736728	0.0525133937091253
0.504418872030799	0.029165973551235	0.0525133937091253
0.419182335232233	0.0690159420405606	0.0724513049416987
0.510912989041095	0.0279435568705426	0.0525133937091253
0.532198134605296	0.0241971581514083	0.0525133937091253
0.522803069015186	0.0258026241266922	0.0525133937091253
0.50834580014711	0.0284222359679118	0.0525133937091253
0.509796065335464	0.0281510914775738	0.0525133937091253
0.511187757889468	0.0278926735022255	0.0525133937091253
0.551894022341906	0.0210674129717761	0.0525133937091253
0.423227329369786	0.0676838118540107	0.0724513049416987
0.513027253515614	0.0275537593803896	0.0525133937091253
0.543319379946993	0.0223915825590523	0.0525133937091253
0.507412149123707	0.028597796666965	0.0525133937091253
0.511443305312694	0.027845410233442	0.0525133937091253
0.418427991003522	0.0692663981802403	0.0724513049416987
0.432670060098211	0.0646446217418991	0.0724513049416987
0.446197538203553	0.0604591577439567	0.0724513049416987
0.435254489944681	0.0638298077339437	0.0724513049416987
0.503451774158373	0.0293512922259961	0.0525133937091253
0.53816280782668	0.0232162026438378	0.0525133937091253
0.428133122491095	0.0660926158505565	0.0724513049416987
0.531152583507055	0.0243721467790226	0.0525133937091253
0.623620169911665	0.00693204347586995	0.0525133937091253
0.500416766439401	0.0299384523548767	0.0525133937091253
0.510274336832004	0.0280620873926709	0.0525133937091253
0.457801591807697	0.0570225148244407	0.0724513049416987
0.512104351767185	0.0277234206802597	0.0525133937091253
0.456663534756483	0.0573534033753456	0.0724513049416987
0.513648581961359	0.0274399639686542	0.0525133937091253
0.445636074807884	0.0606290024587127	0.0724513049416987
0.529703075411959	0.0246162561530001	0.0525133937091253
0.411750860330284	0.0715114070104723	0.0731200480679676
0.506831709985657	0.0287073380577982	0.0525133937091253
0.41917990760553	0.0690167470305994	0.0724513049416987
0.443556820075638	0.0612608812102876	0.0724513049416987
0.507926448275287	0.028500992096449	0.0525133937091253
0.53145197026441	0.0243219466822849	0.0525133937091253
0.388355577826514	0.0797859002889194	0.0798657660549744
0.526960158627079	0.0250830239279171	0.0525133937091253
0.449936350288539	0.0593365919277448	0.0724513049416987
0.539153577163574	0.0230560890547679	0.0525133937091253
0.530992739828463	0.0243989794731351	0.0525133937091253
0.526134555615887	0.0252247648309919	0.0525133937091253
0.500750591421729	0.0298734537212466	0.0525133937091253
0.514152498471159	0.0273479237310233	0.0525133937091253
0.510183214938865	0.0280790289283191	0.0525133937091253
0.508421449252788	0.0284080456306177	0.0525133937091253
0.53981856862121	0.0229490710821909	0.0525133937091253
0.53989071310007	0.0229374823783289	0.0525133937091253
0.406728270342241	0.0732337155392295	0.0738243100193845
0.423174992777087	0.0677009310850171	0.0724513049416987
0.513796231147832	0.0274129725805825	0.0525133937091253
