NA	NA	16992	NA	4894	0	15148926	6721	0	0	0	0	0	0	0	0
NA	NA	12276	NA	9661	0	15143771	11876	0	0	0	0	0	0	0	0
NA	NA	20448	NA	1315	0	15152561	3086	0	0	0	0	0	0	0	0
NA	NA	14847	NA	4374	0	15146321	9326	0	0	0	0	0	0	0	0
NA	NA	20117	NA	1478	0	15151819	3828	0	0	0	0	0	0	0	0
NA	NA	15306	NA	7966	0	15145044	10603	0	0	0	0	0	0	0	0
NA	NA	17734	NA	5362	0	15149883	5764	0	0	0	0	0	0	0	0
NA	NA	19337	NA	5767	0	15151554	4093	0	0	0	0	0	0	0	0
NA	NA	19274	NA	1576	0	15150440	5207	0	0	0	0	0	0	0	0
NA	NA	17520	NA	9163	0	15150115	5532	0	0	0	0	0	0	0	0
NA	NA	14205	NA	4914	0	15145330	10317	0	0	0	0	0	0	0	0
NA	NA	18958	NA	3372	0	15149119	6528	0	0	0	0	0	0	0	0
NA	NA	19764	NA	1761	0	15152118	3529	0	0	0	0	0	0	0	0
NA	NA	16328	NA	4409	0	15147102	8545	0	0	0	0	0	0	0	0
NA	NA	18613	NA	5532	0	15149182	6465	0	0	0	0	0	0	0	0
NA	NA	11314	NA	8634	0	15141835	13812	0	0	0	0	0	0	0	0
NA	NA	17943	NA	4751	0	15147721	7926	0	0	0	0	0	0	0	0
NA	NA	18749	NA	4289	0	15149858	5789	0	0	0	0	0	0	0	0
NA	NA	21485	NA	1048	0	15154086	1561	0	0	0	0	0	0	0	0
NA	NA	18071	NA	3000	0	15147491	8156	0	0	0	0	0	0	0	0
NA	NA	17212	NA	5405	0	15149002	6645	0	0	0	0	0	0	0	0
NA	NA	21330	NA	848	0	15151236	4411	0	0	0	0	0	0	0	0
NA	NA	16702	NA	2970	0	15148621	7026	0	0	0	0	0	0	0	0
NA	NA	20582	NA	1951	0	15151260	4387	0	0	0	0	0	0	0	0
NA	NA	21036	NA	3468	0	15151735	3912	0	0	0	0	0	0	0	0
NA	NA	13745	NA	7379	0	15143637	12010	0	0	0	0	0	0	0	0
NA	NA	15620	NA	8451	0	15147388	8259	0	0	0	0	0	0	0	0
NA	NA	17800	NA	1831	0	15149442	6205	0	0	0	0	0	0	0	0
NA	NA	9845	NA	10207	0	15140350	15297	0	0	0	0	0	0	0	0
NA	NA	16264	NA	5126	0	15148324	7323	0	0	0	0	0	0	0	0
NA	NA	21217	NA	1526	0	15150152	5495	0	0	0	0	0	0	0	0
NA	NA	22958	NA	118	0	15153502	2145	0	0	0	0	0	0	0	0
NA	NA	24247	NA	729	0	15154153	1494	0	0	0	0	0	0	0	0
NA	NA	15751	NA	3147	0	15147819	7828	0	0	0	0	0	0	0	0
NA	NA	12936	NA	8616	0	15143298	12349	0	0	0	0	0	0	0	0
NA	NA	16317	NA	3611	0	15146807	8840	0	0	0	0	0	0	0	0
NA	NA	17263	NA	2983	0	15149514	6133	0	0	0	0	0	0	0	0
NA	NA	23392	NA	1790	0	15155146	501	0	0	0	0	0	0	0	0
NA	NA	14769	NA	5613	0	15146610	9037	0	0	0	0	0	0	0	0
NA	NA	16527	NA	11497	0	15147522	8125	0	0	0	0	0	0	0	0
NA	NA	11658	NA	7648	0	15142098	13549	0	0	0	0	0	0	0	0
NA	NA	15639	NA	5603	0	15147636	8011	0	0	0	0	0	0	0	0
NA	NA	16886	NA	5560	0	15146737	8910	0	0	0	0	0	0	0	0
NA	NA	17107	NA	6981	0	15147911	7736	0	0	0	0	0	0	0	0
NA	NA	20855	NA	2259	0	15153117	2530	0	0	0	0	0	0	0	0
NA	NA	21629	NA	825	0	15154538	1109	0	0	0	0	0	0	0	0
NA	NA	18861	NA	1723	0	15151294	4353	0	0	0	0	0	0	0	0
NA	NA	19682	NA	3175	0	15150072	5575	0	0	0	0	0	0	0	0
NA	NA	19222	NA	5438	0	15149241	6406	0	0	0	0	0	0	0	0
NA	NA	15797	NA	7846	0	15145449	10198	0	0	0	0	0	0	0	0
NA	NA	16806	NA	3880	0	15146832	8815	0	0	0	0	0	0	0	0
NA	NA	17972	NA	4241	0	15150082	5565	0	0	0	0	0	0	0	0
NA	NA	16166	NA	2625	0	15145586	10061	0	0	0	0	0	0	0	0
NA	NA	15384	NA	5205	0	15145889	9758	0	0	0	0	0	0	0	0
NA	NA	16160	NA	6318	0	15146558	9089	0	0	0	0	0	0	0	0
NA	NA	13316	NA	8979	0	15144881	10766	0	0	0	0	0	0	0	0
NA	NA	14234	NA	5008	0	15147453	8194	0	0	0	0	0	0	0	0
NA	NA	14214	NA	10666	0	15147292	8355	0	0	0	0	0	0	0	0
NA	NA	24321	NA	2240	0	15154707	940	0	0	0	0	0	0	0	0
NA	NA	14533	NA	3899	0	15146385	9262	0	0	0	0	0	0	0	0
NA	NA	13730	NA	3466	0	15144930	10717	0	0	0	0	0	0	0	0
NA	NA	15458	NA	5545	0	15146910	8737	0	0	0	0	0	0	0	0
NA	NA	20565	NA	3008	0	15151168	4479	0	0	0	0	0	0	0	0
NA	NA	14767	NA	8330	0	15146232	9415	0	0	0	0	0	0	0	0
NA	NA	18344	NA	2503	0	15149330	6317	0	0	0	0	0	0	0	0
NA	NA	18484	NA	6544	0	15150925	4722	0	0	0	0	0	0	0	0
NA	NA	15164	NA	6244	0	15146362	9285	0	0	0	0	0	0	0	0
NA	NA	22455	NA	451	0	15151243	4404	0	0	0	0	0	0	0	0
NA	NA	15973	NA	7137	0	15147737	7910	0	0	0	0	0	0	0	0
NA	NA	19745	NA	3853	0	15151850	3797	0	0	0	0	0	0	0	0
NA	NA	20176	NA	5079	0	15151856	3791	0	0	0	0	0	0	0	0
NA	NA	17035	NA	2683	0	15148316	7331	0	0	0	0	0	0	0	0
NA	NA	16505	NA	7205	0	15148379	7268	0	0	0	0	0	0	0	0
NA	NA	20007	NA	3030	0	15149622	6025	0	0	0	0	0	0	0	0
NA	NA	17239	NA	4062	0	15150340	5307	0	0	0	0	0	0	0	0
NA	NA	12369	NA	11314	0	15144399	11248	0	0	0	0	0	0	0	0
NA	NA	16886	NA	4811	0	15147678	7969	0	0	0	0	0	0	0	0
NA	NA	19446	NA	2336	0	15150096	5551	0	0	0	0	0	0	0	0
NA	NA	17073	NA	5547	0	15147049	8598	0	0	0	0	0	0	0	0
NA	NA	21166	NA	890	0	15150952	4695	0	0	0	0	0	0	0	0
NA	NA	12357	NA	13312	0	15145624	10023	0	0	0	0	0	0	0	0
NA	NA	16125	NA	16692	0	15145028	10619	0	0	0	0	0	0	0	0
NA	NA	16522	NA	4215	0	15147983	7664	0	0	0	0	0	0	0	0
NA	NA	16007	NA	6718	0	15147280	8367	0	0	0	0	0	0	0	0
NA	NA	15146	NA	5152	0	15146640	9007	0	0	0	0	0	0	0	0
NA	NA	10421	NA	7424	0	15142921	12726	0	0	0	0	0	0	0	0
NA	NA	17657	NA	3421	0	15150378	5269	0	0	0	0	0	0	0	0
NA	NA	14537	NA	9055	0	15145384	10263	0	0	0	0	0	0	0	0
NA	NA	16692	NA	4928	0	15149490	6157	0	0	0	0	0	0	0	0
NA	NA	14456	NA	5356	0	15147337	8310	0	0	0	0	0	0	0	0
NA	NA	17688	NA	2865	0	15147646	8001	0	0	0	0	0	0	0	0
NA	NA	18466	NA	4507	0	15150801	4846	0	0	0	0	0	0	0	0
NA	NA	19808	NA	4805	0	15150311	5336	0	0	0	0	0	0	0	0
NA	NA	21340	NA	1056	0	15153545	2102	0	0	0	0	0	0	0	0
NA	NA	13087	NA	9535	0	15144663	10984	0	0	0	0	0	0	0	0
NA	NA	17606	NA	3281	0	15147979	7668	0	0	0	0	0	0	0	0
NA	NA	18095	NA	2630	0	15149504	6143	0	0	0	0	0	0	0	0
NA	NA	17678	NA	3171	0	15150018	5629	0	0	0	0	0	0	0	0
NA	NA	14609	NA	3977	0	15145010	10637	0	0	0	0	0	0	0	0
NA	NA	15284	NA	8713	0	15146943	8704	0	0	0	0	0	0	0	0
NA	NA	19573	NA	1592	0	15151747	3900	0	0	0	0	0	0	0	0
NA	NA	12140	NA	8923	0	15143619	12028	0	0	0	0	0	0	0	0
NA	NA	17711	NA	4563	0	15149306	6341	0	0	0	0	0	0	0	0
NA	NA	17678	NA	3885	0	15149259	6388	0	0	0	0	0	0	0	0
NA	NA	16784	NA	6820	0	15147800	7847	0	0	0	0	0	0	0	0
NA	NA	16586	NA	2475	0	15148268	7379	0	0	0	0	0	0	0	0
NA	NA	20868	NA	2059	0	15151571	4076	0	0	0	0	0	0	0	0
NA	NA	17385	NA	2493	0	15148710	6937	0	0	0	0	0	0	0	0
NA	NA	16331	NA	7612	0	15149131	6516	0	0	0	0	0	0	0	0
NA	NA	16196	NA	2465	0	15147281	8366	0	0	0	0	0	0	0	0
NA	NA	15506	NA	7083	0	15148171	7476	0	0	0	0	0	0	0	0
NA	NA	17064	NA	4163	0	15148600	7047	0	0	0	0	0	0	0	0
NA	NA	18469	NA	5051	0	15150830	4817	0	0	0	0	0	0	0	0
NA	NA	19862	NA	2000	0	15150470	5177	0	0	0	0	0	0	0	0
NA	NA	17199	NA	8796	0	15148215	7432	0	0	0	0	0	0	0	0
NA	NA	12957	NA	7345	0	15144965	10682	0	0	0	0	0	0	0	0
NA	NA	11268	NA	11017	0	15143385	12262	0	0	0	0	0	0	0	0
NA	NA	22366	NA	2688	0	15153295	2352	0	0	0	0	0	0	0	0
NA	NA	19221	NA	3726	0	15152661	2986	0	0	0	0	0	0	0	0
NA	NA	15410	NA	10358	0	15147567	8080	0	0	0	0	0	0	0	0
NA	NA	18056	NA	5111	0	15147451	8196	0	0	0	0	0	0	0	0
NA	NA	10991	NA	11301	0	15142078	13569	0	0	0	0	0	0	0	0
NA	NA	14356	NA	4876	0	15146030	9617	0	0	0	0	0	0	0	0
NA	NA	17431	NA	11783	0	15149233	6414	0	0	0	0	0	0	0	0
NA	NA	18568	NA	4144	0	15149485	6162	0	0	0	0	0	0	0	0
NA	NA	16954	NA	9068	0	15150039	5608	0	0	0	0	0	0	0	0
NA	NA	18664	NA	4108	0	15149959	5688	0	0	0	0	0	0	0	0
NA	NA	20965	NA	9933	0	15151039	4608	0	0	0	0	0	0	0	0
NA	NA	15934	NA	5101	0	15147201	8446	0	0	0	0	0	0	0	0
NA	NA	18480	NA	2989	0	15150835	4812	0	0	0	0	0	0	0	0
NA	NA	22170	NA	514	0	15154087	1560	0	0	0	0	0	0	0	0
NA	NA	15264	NA	10451	0	15145657	9990	0	0	0	0	0	0	0	0
NA	NA	17455	NA	5435	0	15150694	4953	0	0	0	0	0	0	0	0
NA	NA	15675	NA	4121	0	15147607	8040	0	0	0	0	0	0	0	0
NA	NA	15876	NA	4045	0	15147851	7796	0	0	0	0	0	0	0	0
NA	NA	19531	NA	2138	0	15149237	6410	0	0	0	0	0	0	0	0
