tf1	tf2	peak.zt	trough.zt	pvalues	fdr	enrichment	genes
PRR5	FHY1	ZT0	ZT8	2.69393042705784e-07	1.07757217082314e-05	3.03134898265007	AT1G23030,AT1G68440,AT1G68670,AT1G72750,AT2G18090,AT2G23460,AT2G24100,AT2G33700,AT2G45960,AT2G46735,AT2G46800,AT2G47440,AT2G47490,AT3G11700,AT3G19970,AT3G26810,AT3G60080,AT3G63010,AT4G19200,AT4G30210,AT4G34150,AT4G37790,AT5G05140,AT5G11690,AT5G13100,AT5G13760
PRR5	LUX	ZT0	ZT16	8.57701589659931e-06	0.000265071838553048	5.17890978202537	AT1G26790,AT1G44446,AT1G77930,AT2G46830,AT3G12320,AT3G26520,AT3G54500,AT5G06980,AT5G39660,AT5G57660,AT5G62430
PRR5	LUX	ZT4	ZT16	5.88819883056508e-09	3.26115627538989e-07	4.17024891832993	AT1G03130,AT1G06040,AT1G15820,AT1G18330,AT1G73480,AT1G73870,AT2G30570,AT2G46680,AT3G08940,AT3G22840,AT3G47470,AT3G47500,AT3G59060,AT4G22200,AT4G34740,AT4G36040,AT5G04200,AT5G13630,AT5G28030,AT5G54270,AT5G54470,AT5G57180,AT5G64170
PRR5	LUX	ZT8	ZT16	0.000149555656519654	0.00345128438122279	6.03361097682116	AT1G22770,AT1G61520,AT1G78380,AT3G46630,AT3G54890,AT4G10340,AT4G25480
PRR5	PIF4	ZT0	ZT8	5.07579328603925e-35	3.04547597162355e-32	2.05007318142694	AT1G01540,AT1G01720,AT1G02110,AT1G02816,AT1G03457,AT1G03590,AT1G04310,AT1G05000,AT1G06390,AT1G08180,AT1G08570,AT1G09070,AT1G10170,AT1G10360,AT1G10740,AT1G12080,AT1G12240,AT1G12580,AT1G12820,AT1G15750,AT1G17210,AT1G19000,AT1G21000,AT1G21050,AT1G22190,AT1G23040,AT1G23860,AT1G30110,AT1G31350,AT1G33250,AT1G35510,AT1G37130,AT1G45688,AT1G47530,AT1G49200,AT1G50020,AT1G51950,AT1G53090,AT1G54740,AT1G55810,AT1G56590,AT1G58100,AT1G60010,AT1G61740,AT1G63420,AT1G65930,AT1G68140,AT1G68400,AT1G68440,AT1G68570,AT1G68670,AT1G69170,AT1G69295,AT1G69800,AT1G70410,AT1G70480,AT1G70590,AT1G70710,AT1G70940,AT1G71040,AT1G71960,AT1G72360,AT1G72750,AT1G75170,AT1G75500,AT1G76990,AT1G77450,AT1G77690,AT1G78510,AT1G79630,AT2G01140,AT2G01480,AT2G15580,AT2G18090,AT2G19650,AT2G19800,AT2G23460,AT2G23810,AT2G24100,AT2G24580,AT2G26980,AT2G30040,AT2G30490,AT2G30590,AT2G31820,AT2G32800,AT2G33700,AT2G34070,AT2G35680,AT2G36950,AT2G38120,AT2G38310,AT2G39570,AT2G39940,AT2G41010,AT2G41070,AT2G41310,AT2G41630,AT2G44500,AT2G45880,AT2G45960,AT2G46260,AT2G46450,AT2G46735,AT2G46800,AT2G47440,AT2G47490,AT2G47700,AT3G01820,AT3G02140,AT3G05490,AT3G06080,AT3G06750,AT3G06760,AT3G06780,AT3G10930,AT3G11700,AT3G13040,AT3G13510,AT3G14770,AT3G15510,AT3G16830,AT3G17510,AT3G18780,AT3G19970,AT3G21670,AT3G21690,AT3G21780,AT3G22440,AT3G23000,AT3G23030,AT3G23050,AT3G23230,AT3G23920,AT3G24550,AT3G25585,AT3G26510,AT3G26810,AT3G29240,AT3G44380,AT3G44610,AT3G44720,AT3G49810,AT3G51730,AT3G51950,AT3G52450,AT3G52480,AT3G54430,AT3G55980,AT3G56200,AT3G56290,AT3G56360,AT3G57530,AT3G57880,AT3G60910,AT3G61630,AT3G61890,AT3G62980,AT3G63010,AT3G63500,AT4G00150,AT4G00710,AT4G00730,AT4G01250,AT4G01720,AT4G02380,AT4G02940,AT4G08950,AT4G08980,AT4G09890,AT4G14900,AT4G15550,AT4G17080,AT4G17530,AT4G18140,AT4G20070,AT4G20300,AT4G22190,AT4G22920,AT4G23650,AT4G25620,AT4G25700,AT4G27260,AT4G27657,AT4G27780,AT4G27940,AT4G28290,AT4G30200,AT4G30210,AT4G30470,AT4G33240,AT4G34150,AT4G34760,AT4G35780,AT4G37330,AT4G37460,AT4G37540,AT4G37590,AT4G38060,AT4G39100,AT5G01340,AT5G01350,AT5G01810,AT5G02840,AT5G03140,AT5G03490,AT5G04760,AT5G05140,AT5G05440,AT5G07220,AT5G09760,AT5G10450,AT5G11650,AT5G12010,AT5G13100,AT5G13760,AT5G13770,AT5G14730,AT5G14740,AT5G15860,AT5G16200,AT5G16830,AT5G18200,AT5G18650,AT5G19200,AT5G19855,AT5G22000,AT5G22940,AT5G23340,AT5G23730,AT5G24430,AT5G24870,AT5G42100,AT5G46410,AT5G47560,AT5G48540,AT5G49100,AT5G49480,AT5G49720,AT5G51460,AT5G52070,AT5G56860,AT5G56980,AT5G58380,AT5G59480,AT5G59960,AT5G62130,AT5G64410,AT5G65380,AT5G65430,AT5G65520,AT5G66730,AT5G66770,AT5G67190,AT5G67350,AT5G67370
PRR5	PIF4	ZT0	ZT16	5.8101616435008e-08	2.61457273957536e-06	2.16689720463326	AT1G06570,AT1G14700,AT1G16730,AT1G20330,AT1G21010,AT1G22640,AT1G27050,AT1G44446,AT1G48260,AT1G67340,AT1G73670,AT1G76600,AT2G02710,AT2G21960,AT2G24540,AT2G25900,AT2G38820,AT2G38840,AT2G39010,AT2G42620,AT2G46310,AT2G46830,AT3G05820,AT3G17860,AT3G26520,AT3G47420,AT3G50740,AT3G51920,AT3G53420,AT3G54500,AT4G11330,AT4G13180,AT4G25470,AT4G25570,AT4G34000,AT5G01820,AT5G06980,AT5G07300,AT5G12840,AT5G45410,AT5G52570,AT5G54300,AT5G57660,AT5G61670,AT5G62430,AT5G64840
PRR5	PIF5	ZT0	ZT8	7.35835991029616e-23	2.40819051609692e-20	2.30800251427473	AT1G01540,AT1G01550,AT1G01720,AT1G02816,AT1G05000,AT1G06390,AT1G08570,AT1G09070,AT1G12080,AT1G12240,AT1G12580,AT1G15750,AT1G19000,AT1G21000,AT1G21050,AT1G22190,AT1G30110,AT1G35510,AT1G37130,AT1G45688,AT1G53170,AT1G54740,AT1G55810,AT1G56590,AT1G61740,AT1G63420,AT1G68140,AT1G68440,AT1G68670,AT1G69800,AT1G70940,AT1G72750,AT1G75170,AT1G76990,AT1G77450,AT1G78510,AT2G01140,AT2G18090,AT2G23460,AT2G23810,AT2G24100,AT2G30040,AT2G30490,AT2G36950,AT2G38310,AT2G41070,AT2G41310,AT2G44500,AT2G45880,AT2G45960,AT2G46735,AT2G46800,AT2G47440,AT3G01820,AT3G02140,AT3G06080,AT3G06780,AT3G11700,AT3G13040,AT3G14770,AT3G16830,AT3G17510,AT3G18780,AT3G19030,AT3G19580,AT3G22440,AT3G23030,AT3G23050,AT3G23230,AT3G23920,AT3G24550,AT3G26510,AT3G26810,AT3G44610,AT3G49810,AT3G51950,AT3G52450,AT3G55960,AT3G55980,AT3G56200,AT3G57530,AT3G61630,AT3G62980,AT3G63010,AT3G63500,AT4G00710,AT4G00730,AT4G01250,AT4G01950,AT4G02940,AT4G08950,AT4G14900,AT4G17530,AT4G19200,AT4G22920,AT4G25620,AT4G25700,AT4G27657,AT4G27780,AT4G27940,AT4G28290,AT4G30210,AT4G34150,AT4G35780,AT4G37330,AT4G37460,AT4G37540,AT4G37610,AT4G38060,AT4G39100,AT5G01350,AT5G01810,AT5G03140,AT5G04760,AT5G05140,AT5G05440,AT5G09760,AT5G10450,AT5G11090,AT5G11650,AT5G13100,AT5G13760,AT5G13770,AT5G14740,AT5G16830,AT5G17230,AT5G18650,AT5G19200,AT5G22940,AT5G23340,AT5G24870,AT5G42100,AT5G48540,AT5G49100,AT5G49480,AT5G51460,AT5G56980,AT5G57490,AT5G64410,AT5G65380,AT5G65430,AT5G67370
PRR5	PIF5	ZT0	ZT12	6.47258406683177e-18	1.22638434950497e-15	2.13738733207482	AT1G01060,AT1G01430,AT1G01490,AT1G01620,AT1G02640,AT1G03610,AT1G03870,AT1G04240,AT1G06410,AT1G09390,AT1G09570,AT1G13080,AT1G13260,AT1G15670,AT1G19110,AT1G19770,AT1G22330,AT1G23050,AT1G27290,AT1G33240,AT1G35670,AT1G49500,AT1G49730,AT1G53560,AT1G57680,AT1G65590,AT1G66150,AT1G66160,AT1G66180,AT1G66760,AT1G67590,AT1G68020,AT1G68840,AT1G69570,AT1G72820,AT1G73540,AT1G73830,AT1G74840,AT1G75180,AT1G76490,AT1G77760,AT1G79750,AT1G80440,AT2G01590,AT2G01850,AT2G02180,AT2G06850,AT2G18300,AT2G18700,AT2G20670,AT2G24790,AT2G26710,AT2G27500,AT2G27830,AT2G34340,AT2G40000,AT2G40610,AT2G40970,AT2G42870,AT2G44920,AT2G46330,AT2G46780,AT2G47940,AT2G48020,AT3G01560,AT3G02540,AT3G07350,AT3G11760,AT3G12920,AT3G14595,AT3G15450,AT3G15770,AT3G16800,AT3G16850,AT3G17100,AT3G29370,AT3G45730,AT3G47620,AT3G49790,AT3G49940,AT3G50060,AT3G50750,AT3G55430,AT3G57040,AT3G58120,AT3G58620,AT3G61060,AT3G61580,AT3G62720,AT4G00720,AT4G00830,AT4G16780,AT4G18700,AT4G18710,AT4G19420,AT4G25390,AT4G28240,AT4G32030,AT4G33666,AT4G35090,AT4G35470,AT4G36030,AT4G36860,AT4G38470,AT4G38670,AT4G38700,AT4G38840,AT4G39400,AT4G39640,AT5G12050,AT5G18630,AT5G19120,AT5G19150,AT5G20110,AT5G24930,AT5G25460,AT5G27350,AT5G40890,AT5G41080,AT5G49360,AT5G49710,AT5G57560,AT5G58430,AT5G58650,AT5G58720,AT5G59730,AT5G60680,AT5G65660,AT5G66590,AT5G67420
PRR5	PIF5	ZT0	ZT16	7.96200700063704e-08	3.45340062678233e-06	2.8682715587507	AT1G06570,AT1G21010,AT1G22640,AT1G27050,AT1G48260,AT1G58290,AT1G67340,AT1G73670,AT1G76600,AT2G25900,AT2G38820,AT2G46310,AT2G46830,AT3G05820,AT3G17860,AT3G26520,AT3G50740,AT3G53420,AT3G54500,AT4G11330,AT4G13180,AT4G25470,AT4G25570,AT4G34000,AT5G06980,AT5G45410,AT5G52570,AT5G54300,AT5G61670,AT5G64840
PRR5	ELF4	ZT0	ZT16	3.3613961929809e-10	2.63065789015897e-08	11.7437995057164	AT1G26790,AT1G44446,AT1G55960,AT2G39010,AT2G46830,AT3G12320,AT3G26520,AT3G54500,AT5G06980,AT5G39660,AT5G57660,AT5G62430
PRR5	ELF4	ZT4	ZT16	7.07632473146373e-16	1.15794404696679e-13	8.66849494259592	AT1G03130,AT1G06040,AT1G15820,AT1G18330,AT1G72500,AT1G73480,AT1G73870,AT2G27420,AT2G30570,AT2G46680,AT3G08940,AT3G22840,AT3G27690,AT3G47470,AT3G47500,AT3G59060,AT4G32020,AT4G36040,AT5G04200,AT5G13630,AT5G54270,AT5G54470,AT5G64170
PRR5	ELF4	ZT8	ZT16	1.85873552585808e-05	0.000531067293102309	10.7500933936942	AT1G22770,AT1G61520,AT3G54890,AT4G02770,AT4G10340,AT4G12800
PRR7	PRR9	ZT0	ZT12	7.31002383628679e-10	5.26321716212649e-08	116.30817275266	AT1G01060,AT1G69570,AT2G30520,AT3G09600,AT5G60850
PRR7	PRR9	ZT0	ZT16	1.04850024668136e-13	1.34807174573317e-11	676.346685250764	AT2G46830,AT3G12320,AT3G54500,AT4G25470,AT5G06980
PRR7	PRR9	ZT4	ZT16	0.000173362369804698	0.00390065332060571	104.188033067755	AT1G18330,AT5G54470
PRR7	PHYA	ZT0	ZT16	8.14004465631314e-06	0.000254818789241107	31.1963310399218	AT2G46830,AT4G25470,AT5G06980,AT5G59400
PRR7	PHYA	ZT4	ZT16	0.000330647632756727	0.00692053184839661	12.0141210153744	AT1G18330,AT1G20070,AT3G59060,AT5G54470
PRR7	PHYB	ZT0	ZT16	2.14834935468917e-06	7.58240948713824e-05	43.7741621223306	AT2G46830,AT3G12320,AT3G54500,AT5G06980
PRR7	LUX	ZT0	ZT16	7.96245948815547e-09	4.27833644139697e-07	178.409287785066	AT2G46830,AT3G12320,AT3G54500,AT5G06980
PRR7	LUX	ZT4	ZT16	2.81845758902536e-05	0.000774537963396283	51.5308379767546	AT1G18330,AT3G59060,AT5G54470
PRR7	PIF3	ZT12	ZT16	0.00027799370246917	0.00592175934253854	3596.77698771816	AT3G29575
PRR7	PIF4	ZT0	ZT16	7.12926654710608e-05	0.00179478038948125	17.8505777394469	AT2G46830,AT3G54500,AT4G25470,AT5G06980
PRR7	PIF5	ZT0	ZT16	4.5252753385717e-06	0.000149458635035396	36.2302066303373	AT2G46830,AT3G54500,AT4G25470,AT5G06980
PRR7	PIF5	ZT4	ZT16	0.00018754257768259	0.00419349863141196	13.9527332977674	AT1G18330,AT3G11900,AT3G59060,AT5G54470
PRR7	ELF4	ZT0	ZT16	4.14840445706774e-10	3.17750128626465e-08	370.850766744239	AT2G46830,AT3G12320,AT3G54500,AT5G06980
PRR7	ELF4	ZT4	ZT16	3.1465763392362e-06	0.00010891995020433	107.114663210108	AT1G18330,AT3G59060,AT5G54470
PRR9	PHYA	ZT0	ZT16	3.3032563095072e-09	1.88757503400411e-07	30.4292081454975	AT1G26790,AT1G32900,AT2G46830,AT4G25470,AT5G06980,AT5G39660,AT5G64840
PRR9	PHYB	ZT0	ZT16	2.28632179221207e-05	0.000648091216690036	24.3987133140859	AT2G46830,AT3G12320,AT3G54500,AT5G06980
PRR9	LUX	ZT0	ZT16	3.61505218458208e-12	3.61629587931617e-10	149.161863558006	AT1G26790,AT2G46830,AT3G12320,AT3G54500,AT5G06980,AT5G39660
PRR9	LUX	ZT4	ZT16	7.46051045001003e-08	3.27534605122391e-06	47.8701773554551	AT1G18330,AT1G73480,AT3G22840,AT5G54470,AT5G64170
PRR9	PIF4	ZT0	ZT16	5.05228641120388e-05	0.00130822638191465	12.4368779332212	AT2G46830,AT3G54500,AT4G25470,AT5G06980,AT5G64840
PRR9	PIF5	ZT0	ZT8	0.000158691638245302	0.00361575884609549	6.00768098468626	AT1G68440,AT1G78510,AT2G24100,AT3G16830,AT3G18780,AT4G38060,AT5G49480
PRR9	PIF5	ZT0	ZT16	1.69420504665484e-06	6.09913816795741e-05	25.2423570785137	AT2G46830,AT3G54500,AT4G25470,AT5G06980,AT5G64840
PRR9	PIF5	ZT4	ZT16	0.000165733255982493	0.0037524510788489	9.72116664188715	AT1G18330,AT1G60190,AT1G73480,AT5G54470,AT5G67030
PRR9	ELF4	ZT0	ZT16	4.15828766999729e-14	5.54438355999639e-12	310.055559081249	AT1G26790,AT2G46830,AT3G12320,AT3G54500,AT5G06980,AT5G39660
PRR9	ELF4	ZT4	ZT16	1.88630752297046e-09	1.21945023002081e-07	99.5054248399909	AT1G18330,AT1G73480,AT3G22840,AT5G54470,AT5G64170
PHYA	PHYB	ZT0	ZT8	3.70012287804096e-07	1.41842133008336e-05	2.39144288343167	AT1G01550,AT1G01720,AT1G21980,AT1G30110,AT1G35510,AT1G49200,AT1G60010,AT1G65930,AT1G68440,AT2G01140,AT2G18090,AT2G23460,AT2G33310,AT2G34710,AT2G41630,AT2G45880,AT3G02140,AT3G16830,AT3G23030,AT3G24670,AT3G26810,AT3G27020,AT3G29240,AT3G44720,AT3G52450,AT3G55980,AT3G57880,AT3G62980,AT4G01720,AT4G03110,AT4G34610,AT5G05440,AT5G10450,AT5G11090,AT5G16830,AT5G24870,AT5G25140,AT5G28840,AT5G51460,AT5G58950
PHYA	PHYB	ZT0	ZT12	3.61629587931617e-12	3.61629587931617e-10	3.02386202746057	AT1G01060,AT1G01490,AT1G06410,AT1G12500,AT1G13260,AT1G18620,AT1G19110,AT1G24530,AT1G32740,AT1G35140,AT1G49500,AT1G49730,AT1G57680,AT1G66160,AT1G69570,AT1G70290,AT1G72820,AT2G01850,AT2G03730,AT2G05790,AT2G22990,AT2G24550,AT2G27500,AT2G40000,AT2G40970,AT2G41290,AT2G42870,AT2G44920,AT2G47940,AT3G01560,AT3G04730,AT3G16240,AT3G16850,AT3G30775,AT3G55430,AT3G55560,AT3G57410,AT3G62720,AT4G18710,AT4G28240,AT4G38470,AT5G18630,AT5G24930,AT5G28770,AT5G41080,AT5G49170,AT5G53160,AT5G58430,AT5G58650,AT5G64850
PHYA	CRY2	ZT0	ZT8	1.55362299752674e-19	3.2900251712331e-17	6.25179028248944	AT1G01550,AT1G22190,AT1G31420,AT1G37130,AT1G68670,AT1G76990,AT2G18090,AT2G30040,AT2G30490,AT2G36950,AT3G01820,AT3G11700,AT3G23030,AT3G26810,AT3G47430,AT3G49220,AT3G54140,AT3G55980,AT3G56360,AT3G62980,AT3G63010,AT4G00730,AT4G01250,AT4G01720,AT4G08950,AT4G27657,AT4G27940,AT4G34150,AT5G03140,AT5G05440,AT5G11090,AT5G13100,AT5G13760,AT5G22940,AT5G24870,AT5G51460,AT5G56980,AT5G65430
PHYA	CRY2	ZT0	ZT12	8.08947463432258e-19	1.61789492686452e-16	6.15764254321861	AT1G01060,AT1G03090,AT1G06410,AT1G10020,AT1G13260,AT1G21910,AT1G35140,AT1G49500,AT1G57680,AT1G66160,AT1G66180,AT1G68840,AT1G72820,AT2G01850,AT2G22470,AT2G24790,AT2G27500,AT2G40000,AT3G01560,AT3G04730,AT3G16500,AT3G19680,AT3G30775,AT3G55430,AT3G61580,AT4G28240,AT4G30270,AT4G32030,AT5G18630,AT5G19120,AT5G41080,AT5G57560,AT5G58650,AT5G59730,AT5G60680,AT5G60850,AT5G67420
PHYA	FHY1	ZT0	ZT4	8.44699071303319e-05	0.0020828196278712	6.7675364419304	AT1G23710,AT1G32460,AT1G70090,AT2G24765,AT3G54920,AT5G25280,AT5G40250
PHYA	FHY1	ZT0	ZT8	6.37281803782096e-12	6.20057971247445e-10	7.09900761459638	AT1G68440,AT1G68670,AT1G72750,AT2G18090,AT2G23460,AT2G24100,AT2G33700,AT2G46735,AT2G46800,AT2G47440,AT2G47490,AT3G11700,AT3G19970,AT3G26810,AT3G63010,AT4G34150,AT5G05140,AT5G11690,AT5G13100,AT5G13760
PHYA	FHY1	ZT0	ZT12	2.74996480372683e-09	1.6499788822361e-07	6.10391550677001	AT1G09570,AT1G13260,AT1G35140,AT1G66150,AT2G44080,AT2G46780,AT3G01560,AT3G08600,AT3G19680,AT3G58620,AT3G62720,AT4G00960,AT4G19140,AT5G15120,AT5G19120,AT5G53160,AT5G67420
PHYA	FHY1	ZT16	ZT8	0.000229309004777068	0.00500310555877238	9.13475244525269	AT1G05710,AT2G40100,AT2G41110,AT3G24890,AT5G47200
PHYA	LUX	ZT0	ZT16	6.77141435112135e-06	0.000217652604143186	10.0334145777046	AT1G26790,AT1G44446,AT2G46830,AT3G26520,AT5G06980,AT5G39660,AT5G57660
PHYA	LUX	ZT4	ZT16	2.30359684983018e-06	8.05140646542587e-05	6.07200170236491	AT1G06040,AT1G15820,AT1G18330,AT2G46680,AT3G08940,AT3G47470,AT3G59060,AT4G34740,AT4G36040,AT5G13630,AT5G54470
PHYA	PIF4	ZT0	ZT8	1.78660734447563e-35	1.28635728802246e-32	3.24254563596937	AT1G01720,AT1G02816,AT1G03457,AT1G05000,AT1G08570,AT1G10740,AT1G15750,AT1G19000,AT1G21980,AT1G22190,AT1G23860,AT1G30110,AT1G31350,AT1G33250,AT1G35510,AT1G37130,AT1G49200,AT1G50020,AT1G53090,AT1G54740,AT1G55810,AT1G58180,AT1G60010,AT1G65930,AT1G68440,AT1G68670,AT1G70410,AT1G70710,AT1G70940,AT1G71960,AT1G72750,AT1G75170,AT1G75500,AT1G76990,AT1G77690,AT2G01140,AT2G18090,AT2G23460,AT2G24100,AT2G27490,AT2G30040,AT2G30490,AT2G30590,AT2G31160,AT2G33310,AT2G33700,AT2G34070,AT2G36950,AT2G41310,AT2G41630,AT2G44500,AT2G45880,AT2G46735,AT2G46800,AT2G47440,AT2G47490,AT3G01820,AT3G02140,AT3G02880,AT3G05490,AT3G06760,AT3G11700,AT3G13510,AT3G16830,AT3G19970,AT3G22440,AT3G23030,AT3G23880,AT3G23920,AT3G24670,AT3G26810,AT3G27350,AT3G29240,AT3G44610,AT3G44720,AT3G49810,AT3G51950,AT3G52450,AT3G54430,AT3G55980,AT3G56360,AT3G57530,AT3G57880,AT3G62980,AT3G63010,AT4G00730,AT4G01250,AT4G01720,AT4G08950,AT4G15550,AT4G20300,AT4G25620,AT4G27657,AT4G27940,AT4G28290,AT4G30200,AT4G31080,AT4G34150,AT4G34760,AT4G35780,AT4G37460,AT4G39100,AT5G03140,AT5G04760,AT5G05140,AT5G05440,AT5G09760,AT5G10450,AT5G12010,AT5G13100,AT5G13760,AT5G13770,AT5G14740,AT5G15860,AT5G16830,AT5G18650,AT5G19200,AT5G22940,AT5G23730,AT5G24870,AT5G46410,AT5G47560,AT5G47620,AT5G49100,AT5G49720,AT5G51460,AT5G52070,AT5G56980,AT5G59480,AT5G59960,AT5G65430,AT5G66730,AT5G67370
PHYA	PIF4	ZT0	ZT12	2.55296693116901e-37	2.99278203242415e-34	3.32935549783895	AT1G01060,AT1G01430,AT1G01490,AT1G03090,AT1G03610,AT1G03870,AT1G04240,AT1G06410,AT1G09570,AT1G10020,AT1G12500,AT1G13260,AT1G17120,AT1G18620,AT1G19110,AT1G21060,AT1G21830,AT1G21910,AT1G22330,AT1G25520,AT1G27290,AT1G30825,AT1G33240,AT1G49500,AT1G49730,AT1G57680,AT1G60940,AT1G61100,AT1G66150,AT1G66160,AT1G66180,AT1G68020,AT1G68840,AT1G69570,AT1G71970,AT1G72820,AT1G73540,AT1G73660,AT1G73830,AT1G74670,AT1G75180,AT1G75240,AT1G79700,AT2G01850,AT2G01860,AT2G01930,AT2G02180,AT2G03730,AT2G05790,AT2G23290,AT2G24550,AT2G24790,AT2G26710,AT2G27050,AT2G27500,AT2G30520,AT2G40000,AT2G40810,AT2G40970,AT2G41290,AT2G42870,AT2G44080,AT2G44920,AT2G46330,AT2G46780,AT2G47160,AT2G47940,AT2G48020,AT3G01490,AT3G01560,AT3G06070,AT3G07340,AT3G07350,AT3G08600,AT3G11760,AT3G12920,AT3G16240,AT3G16850,AT3G19680,AT3G27090,AT3G27170,AT3G29370,AT3G30775,AT3G47620,AT3G50060,AT3G55430,AT3G55560,AT3G57040,AT3G57410,AT3G58120,AT3G58620,AT3G60250,AT3G61580,AT3G62720,AT4G00720,AT4G01330,AT4G04955,AT4G12690,AT4G17640,AT4G18710,AT4G19140,AT4G27450,AT4G28240,AT4G30270,AT4G32030,AT4G35090,AT4G36730,AT4G38470,AT4G38840,AT5G12440,AT5G15600,AT5G18630,AT5G19120,AT5G20110,AT5G23460,AT5G24930,AT5G25190,AT5G25460,AT5G28770,AT5G40890,AT5G41080,AT5G44020,AT5G49170,AT5G49360,AT5G51550,AT5G51910,AT5G53160,AT5G54510,AT5G57560,AT5G58430,AT5G58650,AT5G59730,AT5G60680,AT5G60850,AT5G67420
PHYA	PIF4	ZT0	ZT16	1.78862290474993e-05	0.000515123396567981	2.86824027949524	AT1G06570,AT1G20330,AT1G22640,AT1G27050,AT1G44446,AT1G73670,AT2G39010,AT2G46830,AT3G17860,AT3G26520,AT3G53420,AT4G25470,AT4G34000,AT5G01820,AT5G06980,AT5G12840,AT5G52570,AT5G54300,AT5G57660,AT5G64840
PHYA	PIF4	ZT8	ZT4	7.61097412382381e-07	2.85411529643393e-05	3.97428088042389	AT2G16365,AT2G21660,AT2G36410,AT2G38465,AT2G42790,AT3G05220,AT3G05880,AT4G04330,AT4G33980,AT4G39090,AT5G14920,AT5G24610,AT5G42900,AT5G48250,AT5G58600,AT5G61530,AT5G63810
PHYA	PIF4	ZT12	ZT8	0.000206532032903228	0.00458739616138954	3.54200615647101	AT1G04010,AT1G15100,AT2G01670,AT2G18730,AT3G16050,AT3G50910,AT3G52470,AT4G00490,AT4G36710,AT4G38620,AT5G02500
PHYA	PIF4	ZT16	ZT8	0.000360982008468051	0.00736044004878125	2.38422473233042	AT1G05710,AT1G75020,AT1G78100,AT2G01420,AT2G28950,AT2G40100,AT2G41100,AT2G41110,AT3G10985,AT3G12560,AT3G18290,AT3G26690,AT3G57330,AT4G16370,AT4G30340,AT4G30440,AT4G31390,AT4G34040,AT5G62670
PHYA	PIF5	ZT0	ZT8	3.09353804357024e-29	1.59096242240755e-26	4.1565429875145	AT1G01550,AT1G01720,AT1G02816,AT1G05000,AT1G08570,AT1G15750,AT1G19000,AT1G22190,AT1G30110,AT1G35510,AT1G37130,AT1G54740,AT1G55810,AT1G68440,AT1G68670,AT1G70940,AT1G72750,AT1G75170,AT1G76990,AT2G01140,AT2G18090,AT2G23460,AT2G24100,AT2G27490,AT2G30040,AT2G30490,AT2G36950,AT2G41310,AT2G44500,AT2G45880,AT2G46735,AT2G46800,AT2G47440,AT3G01820,AT3G02140,AT3G11700,AT3G16830,AT3G19030,AT3G22440,AT3G23030,AT3G23920,AT3G26810,AT3G44610,AT3G49810,AT3G51950,AT3G52450,AT3G55980,AT3G57530,AT3G62980,AT3G63010,AT4G00730,AT4G01250,AT4G08950,AT4G25620,AT4G27657,AT4G27940,AT4G28290,AT4G31080,AT4G34150,AT4G35780,AT4G37460,AT4G39100,AT5G03140,AT5G04760,AT5G05140,AT5G05440,AT5G09760,AT5G10450,AT5G11090,AT5G13100,AT5G13760,AT5G13770,AT5G14740,AT5G16830,AT5G17230,AT5G18650,AT5G19200,AT5G22940,AT5G24870,AT5G49100,AT5G51460,AT5G56980,AT5G65430,AT5G67370
PHYA	PIF5	ZT0	ZT12	1.88465972275431e-27	7.53863889101724e-25	4.05443138232989	AT1G01060,AT1G01430,AT1G01490,AT1G03610,AT1G03870,AT1G04240,AT1G06410,AT1G09570,AT1G13260,AT1G19110,AT1G22330,AT1G27290,AT1G33240,AT1G49500,AT1G49730,AT1G57680,AT1G66150,AT1G66160,AT1G66180,AT1G68020,AT1G68840,AT1G69570,AT1G72820,AT1G73540,AT1G73830,AT1G75180,AT2G01850,AT2G02180,AT2G24790,AT2G26710,AT2G27500,AT2G40000,AT2G40810,AT2G40970,AT2G42870,AT2G44920,AT2G46330,AT2G46780,AT2G47160,AT2G47940,AT2G48020,AT3G01560,AT3G07350,AT3G11760,AT3G12920,AT3G16850,AT3G29370,AT3G47620,AT3G49940,AT3G50060,AT3G55430,AT3G57040,AT3G58120,AT3G58620,AT3G61580,AT3G62720,AT4G00720,AT4G18710,AT4G28240,AT4G30270,AT4G32030,AT4G35090,AT4G38470,AT4G38840,AT5G18630,AT5G19120,AT5G20110,AT5G23460,AT5G24930,AT5G25460,AT5G40890,AT5G41080,AT5G49360,AT5G49710,AT5G57560,AT5G58430,AT5G58650,AT5G59730,AT5G60680,AT5G66590,AT5G67420
PHYA	PIF5	ZT0	ZT16	1.7492602875622e-06	6.23498716358805e-05	4.36611658352363	AT1G06570,AT1G22640,AT1G27050,AT1G58290,AT1G73670,AT2G46830,AT3G17860,AT3G26520,AT3G53420,AT4G25470,AT4G34000,AT5G06980,AT5G52570,AT5G54300,AT5G64840
PHYA	PIF5	ZT8	ZT4	1.49179917741979e-07	6.1729621134612e-06	6.1683857120649	AT2G16365,AT2G21660,AT2G36410,AT2G38465,AT2G42790,AT3G05220,AT3G05880,AT4G04330,AT4G33980,AT4G39090,AT5G14920,AT5G48250,AT5G58600
