names	x.pos	y.pos	peak.zt	trough.zt	CCA1	LHY	TOC1	PRR5	PRR7	PRR9	PHYA	PHYB	CRY2	FHY1	LUX	PIF3	PIF4	PIF5	ELF4	ELF3	indegree	outdegree	transitivity	closeness	betweeness	eccentricity
AT4G09810	-4621.0341796875	4235.20934336901	peak8	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G09650	-2626.2568359375	3431.13097422838	peak4	trough16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G09640	-3742.22705078125	2058.41027110338	peak20	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G09620	-4031.78271484375	1736.52953379869	peak20	trough8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT4G09570	-3696.37158203125	3808.72472422838	peak12	trough0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G09510	-3181.32885742188	4159.11803477526	peak4	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G09460	-3557.83447265625	1774.15209239244	peak20	trough4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0.00017307026652821	0	3
AT4G09500	-3174.42724609375	3940.36315196276	peak12	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G09890	-3127.86328125	1466.61742442369	peak0	trough8	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT4G10090	-2621.18676757812	4136.52233165026	peak4	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G10100	-3611.17724609375	1705.34838145494	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G10120	-3904.14208984375	1430.45507090807	peak20	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G10030	-3101.47802734375	1523.72557872057	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G10040	-2644.86059570312	1932.71471446276	peak0	trough16	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT4G10060	-2608.71923828125	1015.68163340807	peak20	trough12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0.666666666666667	0.00017307026652821	0	4
AT4G09970	-3941.18725585938	2164.65294688463	peak20	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G09830	-3456.15063476562	1709.35863536119	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G09760	-2828.54809570312	3965.09069102526	peak8	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G10620	-3140.47021484375	4077.65514415026	peak4	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G10340	-2346.58764648438	3108.21862071276	peak8	trough16	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0.833333333333333	0.00017307026652821	0	3
AT4G11080	-3455.61108398438	4482.16198008776	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G11010	-3480.20092773438	3849.60021250963	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G10925	-3298.078125	1792.67113536119	peak0	trough12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G11000	-4162.3984375	3753.53063243151	peak12	trough20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.00017307026652821	0	4
AT4G10770	-2344.35180664062	2941.44200938463	peak4	trough12	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT4G11330	-2557.91918945312	2481.23156016588	peak0	trough16	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT4G11240	-3431.31518554688	1709.81481211901	peak0	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G11370	-3973.765625	4011.93297618151	peak8	trough4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3
AT4G11260	-3928.49975585938	3243.62633555651	peak16	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G11290	-2084.5380859375	2621.54503672838	peak8	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G11880	-4370.6552734375	2392.89513438463	peak16	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G11840	-3530.7861328125	3733.16100352526	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G11600	-3746.08642578125	4022.20299571276	peak8	trough0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT4G11570	-2489.7001953125	2268.59948008776	peak4	trough16	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	4	0	1	0.00017307026652821	0	3
AT4G11560	-3905.31005859375	3793.71691172838	peak12	trough0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G11900	-4015.666015625	2874.93883555651	peak12	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G11890	-3948.53491210938	3433.60704844713	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G12030	-3027.86572265625	3990.87389415026	peak4	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G12060	-4001.390625	3384.05553477526	peak16	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G12070	-3550.88598632812	4028.21862071276	peak8	trough0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0.833333333333333	0.00017307026652821	0	3
AT4G12130	-4156.78076171875	3037.47252696276	peak12	trough4	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3
AT4G12000	-3077.38427734375	1265.47838633776	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G11850	-3773.64990234375	3490.23375743151	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G11830	-3892.2236328125	1722.34801524401	peak16	trough4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G11820	-2839.9404296875	4078.33239024401	peak4	trough0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	5	0	0.9	0.00017307026652821	0	3
AT4G11860	-3121.60522460938	1748.98497813463	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G12400	-2540.21630859375	3863.56993907213	peak12	trough16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G12600	-3199.91186523438	4013.78112071276	peak8	trough20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.00017307026652821	0	4
AT4G12650	-3013.6640625	4069.99938243151	peak4	trough20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G12570	-3329.76611328125	1798.16820567369	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G12420	-3390.17651367188	1700.35863536119	peak0	trough12	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT4G12390	-3529.07397460938	1528.49449961901	peak0	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G13010	-2502.4609375	2562.11486094713	peak4	trough16	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT4G13100	-4039.92309570312	2954.25353282213	peak12	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G13090	-2272.435546875	2226.58947032213	peak4	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G13000	-2472.82104492188	3589.92394297838	peak4	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G12910	-4185.35546875	3700.65221446276	peak8	trough4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G12800	-2602.0546875	3697.17394297838	peak8	trough16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0.00017307026652821	0	3
AT4G12790	-2861.2763671875	1664.00914805651	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G12690	-3077.623046875	1811.88988536119	peak0	trough12	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT4G12720	-4247.35302734375	2469.81627696276	peak16	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0.666666666666667	0.00017307026652821	0	3
AT4G12830	-3746.7431640625	3329.26451915026	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G12750	-3730.55712890625	4055.81090586901	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G13360	-3836.36962890625	3559.43395274401	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G13340	-3530.51806640625	1561.19127696276	peak16	trough12	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	8	0	0.892857142857143	0.00017307026652821	0	3
AT4G13250	-3874.7783203125	3741.04698985338	peak12	trough0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	0	1	0.00017307026652821	0	3
AT4G13180	-2997.54296875	1849.85717051744	peak0	trough16	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0.00017307026652821	0	3
AT4G13220	-2655.71411132812	1796.64183848619	peak0	trough12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G13160	-3320.88012695312	1668.17845957994	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G12980	-2469.29296875	2324.23082774401	peak4	trough12	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3
AT4G13345	-3613.72631835938	3525.72008555651	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G13430	-3212.74780273438	4038.51207774401	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G13840	-3268.1572265625	4159.13903086901	peak4	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G13810	-3888.03540039062	3485.42565196276	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G13730	-2611.00854492188	1878.70616954088	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G13670	-3882.30541992188	3062.86388438463	peak12	trough4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G13510	-3859.86938476562	3321.80236094713	peak12	trough4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G17870	-3404.3486328125	1591.86742442369	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G18030	-2857.4833984375	4457.20006602526	peak4	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G17970	-2532.16796875	2267.99279063463	peak0	trough16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G17880	-3172.00390625	1329.67504161119	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G17840	-2788.99267578125	1657.78075450182	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	NA	0.00017307026652821	0	4
AT4G17830	-3367.06274414062	4071.36949961901	peak12	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G13830	-2216.58276367188	2240.90197032213	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0.00017307026652821	0	3
AT4G13850	-3709.98974609375	3772.66393321276	peak12	trough20	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G13640	-4210.744140625	3632.57091563463	peak8	trough4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G18140	-3233.98510742188	1562.93090098619	peak0	trough8	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT4G18390	-3090.7041015625	4153.06530040026	peak8	trough0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
AT4G18350	-2416.22241210938	2343.15514415026	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G18280	-3156.06640625	4025.38658946276	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G18340	-3145.58081054688	1711.87133067369	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G18270	-3326.65869140625	4217.84020274401	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G18240	-3994.2568359375	3807.01793711901	peak8	trough0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.00017307026652821	0	4
AT4G18040	-3033.29467773438	3977.01647227526	peak4	trough20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G18160	-3011.57006835938	1514.37633555651	peak0	trough8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G18570	-2820.22680664062	4090.48229258776	peak4	trough20	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G18530	-3416.90673828125	4192.86559336901	peak8	trough0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3
AT4G18810	-3813.04150390625	1670.75389903307	peak20	trough8	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0.00017307026652821	0	3
AT4G18800	-3962.04321289062	2760.11461680651	peak12	trough4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0.00017307026652821	0	3
AT4G18740	-3186.02465820312	1664.71117442369	peak0	trough12	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT4G18700	-3099.23901367188	1798.15453379869	peak0	trough12	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	5	0	0.7	0.00017307026652821	0	3
AT4G18425	-2837.20336914062	3800.50084727526	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G18710	-3497.029296875	1622.89061778307	peak0	trough12	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	8	0	0.821428571428571	0.00017307026652821	0	3
AT4G18970	-2614.90502929688	3395.04235118151	peak4	trough16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G18950	-3521.97680664062	3838.95714610338	peak12	trough0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	5	0	0.9	0.00017307026652821	0	3
AT4G18975	-3504.45458984375	3804.86290782213	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G18930	-3453.30151367188	4074.16588633776	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G18880	-3767.99194335938	3770.68663829088	peak12	trough0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3
AT4G19510	-3176.06640625	1457.60948985338	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G19500	-3513.54174804688	1647.96947520494	peak20	trough12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G19390	-3973.58764648438	2829.85948985338	peak16	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G19410	-3636.69140625	1976.65612071276	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G19350	-3753.97338867188	2007.00109141588	peak16	trough4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0.00017307026652821	0	3
AT4G19460	-2713.69921875	1707.86229747057	peak0	trough12	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	4	0	0.666666666666667	0.00017307026652821	0	4
AT4G19420	-3073.64990234375	1578.40514415026	peak0	trough12	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0.833333333333333	0.00017307026652821	0	3
AT4G19380	-3189.79248046875	1619.47618907213	peak0	trough12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G19130	-3544.40380859375	3625.92565196276	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G19170	-2434.93676757812	2618.11803477526	peak4	trough12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G19120	-3711.142578125	4126.25231211901	peak8	trough0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G19160	-3339.89013671875	794.005913193225	peak16	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G19200	-3608.0830078125	1779.02318614244	peak0	trough8	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	7	0	0.714285714285714	0.00017307026652821	0	3
AT4G19140	-3078.6708984375	1718.63951915026	peak0	trough12	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	5	0	0.8	0.00017307026652821	0	3
AT4G19880	-4047.5048828125	2326.50817149401	peak16	trough4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G19860	-3647.404296875	1667.52111094713	peak20	trough12	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G19830	-2695.15356445312	1910.83849375963	peak0	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G19820	-2981.38012695312	1818.86376231432	peak0	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G19710	-2599.86279296875	3222.19957774401	peak4	trough16	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	6	0	0.866666666666667	0.00017307026652821	0	3
AT4G19650	-3585.77905273438	4117.61949961901	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G20270	-4110.38134765625	3003.44957774401	peak16	trough4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G20170	-3276.0771484375	1256.22301524401	peak0	trough8	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT4G20010	-3516.7431640625	3868.36974375963	peak12	trough0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G20070	-3134.01391601562	1597.18529551744	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G20020	-3227.43432617188	4018.62731211901	peak8	trough0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G20300	-2917.19482421875	1315.85472911119	peak0	trough8	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT4G20780	-3992.12646484375	2294.01354258776	peak16	trough4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4
AT4G20360	-4027.66967773438	1548.01207774401	peak16	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	NA	0.00017307026652821	0	4
AT4G20390	-1812.64404296875	3853.42687266588	peak4	trough20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G20430	-3882.24047851562	4004.19811290026	peak8	trough0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G21210	-4018.36547851562	3268.90172618151	peak16	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G21180	-2601.64331054688	3468.51110118151	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G21150	-3492.44091796875	3507.13243907213	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G20870	-3325.75659179688	1683.76635020494	peak0	trough8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G20890	-4030.27294921875	3516.59166758776	peak12	trough4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3
AT4G20930	-3433.48754882812	3875.47374766588	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G20820	-3147.1650390625	1736.00939219713	peak0	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G21450	-3674.15942382812	1915.19030040026	peak0	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G21510	-3276.20361328125	1831.12694590807	peak0	trough12	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3
AT4G21560	-3410.2841796875	1948.06774180651	peak0	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G21380	-3375.525390625	4048.77379649401	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4
AT4G21410	-3447.63891601562	1959.77745860338	peak0	trough4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G21110	-3428.57006835938	1611.97582286119	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G21280	-3016.57983398438	1027.93151133776	peak20	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G21860	-2514.13208007812	1737.27684825182	peak4	trough12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0.00017307026652821	0	4
AT4G21850	-4233.2490234375	2112.55406993151	peak16	trough4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3
AT4G21790	-3288.45849609375	1630.57921641588	peak0	trough8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	4
AT4G21760	-2807.55078125	3735.82726329088	peak4	trough16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G22010	-2589.54833984375	1527.62975352526	peak4	trough12	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3
AT4G22190	-2664.1865234375	1792.85717051744	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3
AT4G22380	-2840.04956054688	4021.46471446276	peak4	trough20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G22280	-4155.5947265625	3143.71910899401	peak16	trough4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0.333333333333333	0.00017307026652821	0	3
AT4G22250	-3495.75708007812	4069.22106211901	peak8	trough20	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3
AT4G22150	-3707.42895507812	3860.27745860338	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4
AT4G21990	-3897.19091796875	1324.70214122057	peak16	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G22260	-4085.26220703125	2161.19274180651	peak16	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4
AT4G22570	-3217.24829101562	1484.09667247057	peak0	trough8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	4
