names	x.pos	y.pos	cluster.classification
AT1G48430	-3756.77294921875	2082.9637379002565	peak0
AT1G35780	-3227.39013671875	4003.0999683690065	peak8
AT1G35720	-3755.9189453125	3755.6624683690065	peak12
AT1G20230	-3868.70166015625	3750.8524097752565	peak12
AT1G26665	-3729.647705078125	2370.7674488377565	peak20
AT1G26770	-4399.9189453125	2618.8575367283815	peak12
AT1G26800	-2094.28271484375	3132.1558765721315	peak8
AT1G26790	-3025.499267578125	1950.9124683690065	peak0
AT1G26660	-3989.746826171875	3414.0301441502565	peak12
AT1G05900	-2848.843505859375	1538.919182236194	peak20
AT1G05840	-3314.94775390625	1658.618889267444	peak0
AT1G05810	-3443.76904296875	1683.350090439319	peak0
AT1G05890	-3398.850341796875	1813.268059189319	peak0
AT1G20030	-3534.06396484375	4420.599968369006	peak8
AT1G20070	-2731.699951171875	3755.0023121190065	peak4
AT1G20110	-3646.0615234375	4034.0076832127565	peak8
AT1G20090	-3202.70068359375	1784.293449814319	peak0
AT1G20200	-3316.22509765625	3828.7005543065065	peak12
AT1G20160	-2655.002197265625	3765.9515308690065	peak4
AT1G19960	-3458.48974609375	3924.7254566502565	peak12
AT1G20020	-3993.319091796875	3626.9810718846315	peak12
AT1G12780	-3659.228515625	1801.101555283069	peak16
AT1G12810	-3562.953857421875	1780.434318954944	peak0
AT1G12845	-3445.802001953125	4133.194694931506	peak8
AT1G12910	-3321.44482421875	1740.056389267444	peak0
AT1G12900	-2492.813720703125	1685.070061142444	peak4
AT1G12860	-2293.150390625	2640.4195484471315	peak4
AT1G12820	-2902.3427734375	1340.3187183690065	peak0
AT1G32920	-3792.267333984375	1753.9735035252565	peak16
AT1G32900	-2760.1982421875	1879.1439136815065	peak0
AT1G32860	-3631.38037109375	4272.399284775256	peak8
AT1G34550	-3393.527099609375	4018.7708668065065	peak8
AT1G04760	-3493.579833984375	4462.464714462756	peak8
AT1G04770	-4280.5478515625	1439.118645126819	peak16
AT1G04830	-3089.0107421875	1639.901115829944	peak0
AT1G04840	-2657.022216796875	4108.306511337756	peak8
AT1G04910	-3607.15576171875	4383.252800400256	peak8
AT1G04980	-3682.754150390625	3262.3519214940065	peak12
AT1G34420	-3762.59814453125	3243.5469898533815	peak12
AT1G04850	-4312.025390625	2732.8162769627565	peak16
AT1G19650	-2556.3828125	3060.1048511815065	peak4
AT1G19640	-2806.992431640625	1442.028801376819	peak4
AT1G19730	-3225.097900390625	1700.050285751819	peak0
AT1G19770	-3179.662841796875	1760.6627125096315	peak0
AT1G19630	-3317.721923828125	3628.6009449315065	peak12
AT1G19800	-3104.392822265625	3928.3817066502565	peak4
AT1G04870	-2918.36376953125	3973.7225269627565	peak4
AT1G04950	-3259.0810546875	1709.197258408069	peak0
AT1G04990	-4048.470458984375	3559.8597339940065	peak12
AT1G04900	-3718.149169921875	3804.7549976658815	peak12
AT1G75410	-2343.96240234375	2675.8421558690065	peak4
AT1G75370	-3151.44921875	4267.674187119006	peak8
AT1G62960	-3081.1318359375	1433.998772079944	peak0
AT1G63010	-3383.474853515625	4122.086784775256	peak8
AT1G07570	-3123.1982421875	1595.580070908069	peak0
AT1G07590	-3545.49365234375	3842.4254078221315	peak12
AT1G17460	-3800.82177734375	3876.0225757908815	peak12
AT1G17480	-3828.726806640625	3815.7635425877565	peak12
AT1G07440	-4018.485595703125	3126.2535328221315	peak12
AT1G07370	-3056.621826171875	4043.1375660252565	peak4
AT1G07430	-3355.479736328125	3911.8270191502565	peak12
AT1G07420	-3676.69921875	4088.0867847752565	peak8
AT1G07280	-3619.28515625	3895.7669605565065	peak12
AT1G07450	-2734.5732421875	1886.4166187596315	peak0
AT1G07520	-3586.63916015625	1665.2032398533815	peak20
AT1G01250	-2850.526123046875	3695.8050464940065	peak12
AT1G01360	-3377.09716796875	1593.2152027440065	peak0
AT1G01300	-3801.158447265625	3630.1736988377565	peak12
AT1G01430	-2969.7724609375	1702.062981064319	peak0
AT1G01390	-3407.94384765625	1267.7967457127565	peak0
AT1G01310	-3836.0380859375	1656.726311142444	peak20
AT1G17455	-4176.69921875	3517.0347828221315	peak8
AT1G17420	-3191.14306640625	3744.9569019627565	peak12
AT1G17430	-3762.695068359375	3677.3843921971315	peak12
AT1G17360	-3020.635498046875	1208.8611988377565	peak20
AT1G17410	-3400.641357421875	1848.576897079944	peak0
AT1G01340	-4026.5751953125	2155.4913257908815	peak16
AT1G01240	-2180.62060546875	2191.1888355565065	peak8
AT1G12200	-4132.7548828125	2157.2435230565065	peak16
AT1G26550	-3853.719970703125	3639.9691089940065	peak12
AT1G26570	-4037.848876953125	2769.4783863377565	peak12
AT1G26560	-2698.48828125	1512.289543564319	peak4
AT1G26460	-3345.852783203125	4155.218132431506	peak8
AT1G12210	-3592.8994140625	3548.2933277440065	peak12
AT1G12120	-3829.99560546875	1351.7803882908815	peak20
AT1G53450	-4158.48681640625	3387.6404957127565	peak16
AT1G53570	-3574.706298828125	1627.979240829944	peak0
AT1G53580	-2950.01171875	4018.2332691502565	peak4
AT1G53645	-3479.79638671875	3915.5101246190065	peak12
AT1G53560	-2939.892578125	1787.018059189319	peak0
AT1G53440	-4187.4443359375	3979.5921558690065	peak8
AT1G12240	-2978.393310546875	1513.332512314319	peak0
AT1G12250	-3450.511962890625	1712.6382984471315	peak0
AT1G12220	-3728.966796875	2011.6539234471315	peak16
AT1G05960	-3696.068115234375	2340.3177418065065	peak20
AT1G06050	-2478.502197265625	2429.3580250096315	peak0
AT1G06040	-2398.056396484375	3200.8050464940065	peak4
AT1G06130	-3144.9189453125	1429.9437183690065	peak0
AT1G06010	-3693.190673828125	2075.9090504002565	peak0
AT1G45145	-3633.3876953125	3679.3572925877565	peak12
AT1G45180	-3454.663818359375	1569.1512379002565	peak0
AT1G45170	-3418.0087890625	1776.871574814319	peak0
AT1G45160	-3869.853759765625	3967.3211597752565	peak8
AT1G21590	-3242.56689453125	4006.8069996190065	peak4
AT1G02640	-3315.790771484375	1732.831047470569	peak0
AT1G02500	-3380.936279296875	1461.6780933690065	peak20
AT1G02560	-4202.18408203125	2664.5421070408815	peak16
AT1G02690	-3382.8291015625	4306.600944931506	peak8
AT1G02450	-3560.584228515625	3793.3231129002565	peak12
AT1G02460	-3060.464111328125	4113.315300400256	peak8
AT1G21440	-3154.408203125	3920.2205738377565	peak12
AT1G29250	-3222.275146484375	4034.6541675877565	peak12
AT1G29240	-3934.129150390625	3289.4451832127565	peak12
AT1G29270	-3663.11865234375	3723.4857105565065	peak12
AT1G21380	-3376.977294921875	4007.3724293065065	peak8
AT1G21500	-2443.63232421875	3141.8970875096315	peak4
AT1G21880	-3824.050537109375	3855.2130054783815	peak8
AT1G21910	-3369.396728515625	1640.1736988377565	peak0
AT1G21920	-2783.864501953125	1738.4771656346315	peak0
AT1G29150	-3254.387451171875	3814.2130054783815	peak12
AT1G29050	-3591.22216796875	1668.9996265721315	peak0
AT1G43670	-3337.83251953125	3901.7484058690065	peak12
AT1G06700	-3436.857421875	1735.311516220569	peak0
AT1G06770	-3220.4306640625	1526.497307236194	peak0
AT1G06840	-3569.909912109375	1645.8885425877565	peak0
AT1G06890	-3829.7685546875	2357.1209644627565	peak16
AT1G06950	-3736.429443359375	3797.9976734471315	peak12
AT1G43710	-3033.575439453125	4093.7064136815065	peak4
AT1G43650	-3281.494140625	1680.124260361194	peak0
AT1G78260	-3652.638916015625	1782.977531845569	peak16
AT1G78320	-2391.60791015625	2779.4041675877565	peak4
AT1G78430	-3586.284912109375	4211.598015244006	peak8
AT1G78270	-3327.258056640625	1622.691154892444	peak20
AT1G06210	-3183.42724609375	3959.8109058690065	peak4
AT1G06190	-3352.948486328125	4120.983269150256	peak8
AT1G06180	-4673.97265625	2501.7891773533815	peak12
AT1G14610	-2786.62060546875	4068.6629566502565	peak4
AT1G14580	-2910.302490234375	3997.2103199315065	peak4
AT1G78290	-3254.504638671875	1456.118156845569	peak0
AT1G78440	-2939.47998046875	4063.6204761815065	peak8
AT1G49200	-3389.585693359375	1694.946037704944	peak0
AT1G49010	-4065.0390625	1684.218254501819	peak20
AT1G48960	-3472.431884765625	1486.645744736194	peak0
AT1G49240	-3422.75341796875	1718.4964527440065	peak0
AT1G48950	-3214.82958984375	1697.380363876819	peak0
AT1G49170	-3679.374267578125	1805.269524033069	peak16
AT1G49230	-4039.768310546875	3798.6561207127565	peak8
AT1G78380	-3433.648193359375	4291.957878525256	peak8
AT1G78370	-3246.238037109375	4059.3026050877565	peak8
AT1G15020	-3107.9658203125	1593.1173023533815	peak0
AT1G17600	-3984.76416015625	2797.1617359471315	peak12
AT1G17500	-3569.50390625	4088.4769214940065	peak8
AT1G48210	-3992.1416015625	2967.4188160252565	peak12
AT1G48100	-2476.00732421875	2775.6551441502565	peak4
AT1G48110	-3005.462158203125	4010.5408863377565	peak4
AT1G48120	-2916.611328125	3931.9861988377565	peak4
AT1G17580	-2913.45263671875	1682.525871689319	peak0
AT1G32400	-3079.232421875	1598.897697861194	peak0
AT1G32470	-4052.948974609375	1824.113274033069	peak20
AT1G32330	-4088.4736328125	2560.9217457127565	peak12
AT1G32530	-3418.39208984375	1509.531975204944	peak20
AT1G32520	-3109.6875	1460.715324814319	peak0
AT1G32450	-2543.755615234375	2376.8502125096315	peak4
AT1G17665	-4024.1494140625	3635.5394214940065	peak8
AT1G17560	-3653.5419921875	3990.9056324315065	peak8
AT1G07970	-2728.941162109375	1940.7344898533815	peak0
AT1G07910	-3526.246826171875	4020.2049488377565	peak8
AT1G19450	-2658.76708984375	1848.620354111194	peak0
AT1G19370	-4015.003173828125	3843.5760425877565	peak8
AT1G19330	-3339.40380859375	4181.357780869006	peak4
AT1G19310	-3522.433349609375	4061.1234058690065	peak8
AT1G19380	-4018.675537109375	1603.467277939319	peak16
AT1G32460	-3401.41064453125	1766.254875595569	peak0
AT1G53290	-4051.7724609375	1927.6329273533815	peak20
AT1G62380	-2107.5927734375	2195.6375660252565	peak4
AT1G62430	-3564.9443359375	4146.262566025256	peak8
AT1G62422	-3547.599609375	1748.180168564319	peak0
AT1G08040	-3656.077392578125	3995.4559254002565	peak8
AT1G08070	-3778.435302734375	3679.4842457127565	peak12
AT1G53230	-3964.6103515625	3375.9966968846315	peak12
AT1G53345	-3177.9091796875	4380.868034775256	peak8
AT1G53280	-3987.04541015625	1851.038567001819	peak20
AT2G43680	-3365.082275390625	1656.625969345569	peak0
AT1G55840	-4160.228515625	2632.7808765721315	peak12
AT1G55960	-2738.5478515625	1968.1285328221315	peak0
AT1G55920	-2576.932373046875	2240.2071461033815	peak4
AT1G55850	-3891.331298828125	2214.3470386815065	peak16
AT1G53310	-3501.494384765625	3822.9700855565065	peak12
AT1G53400	-3561.0947265625	1936.5797046971315	peak0
AT2G43650	-2901.595703125	4029.0130543065065	peak4
AT2G47390	-4071.166015625	3453.4559254002565	peak12
AT2G43790	-3423.2041015625	1731.334465439319	peak0
AT2G43820	-2942.910400390625	1891.3209156346315	peak0
AT2G43750	-3151.75634765625	1532.4949879002565	peak0
AT2G43800	-2432.022216796875	2452.1478199315065	peak4
AT2G43850	-4132.29345703125	3253.3760914158815	peak16
AT2G43590	-4001.30517578125	3326.1561207127565	peak12
AT2G43535	-3504.1513671875	4065.8314136815065	peak8
AT2G43550	-3605.58251953125	3849.9583668065065	peak12
AT2G43350	-3818.15234375	2153.9656910252565	peak16
AT2G43540	-3809.289794921875	2000.6754078221315	peak20
AT2G43330	-3140.68017578125	1653.210197861194	peak0
AT2G43530	-3739.75244140625	3760.1297535252565	peak12
AT2G43400	-3358.000244140625	1767.0196461033815	peak0
AT2G47250	-3297.23486328125	4121.908562119006	peak8
AT2G41740	-3722.95263671875	1900.2945484471315	peak0
AT1G51590	-3971.873291015625	2740.2965015721315	peak16
AT1G47240	-3955.345703125	3229.8668140721315	peak12
AT1G47250	-3539.7431640625	3877.3609546971315	peak12
AT1G47270	-3511.08740234375	1766.0662769627565	peak0
AT2G41710	-3535.84228515625	1859.040764267444	peak0
AT1G51440	-2468.125732421875	3207.5081714940065	peak4
AT1G51610	-3585.69873046875	4109.644401962756	peak8
AT1G51510	-3416.30615234375	4039.6307300877565	peak8
AT1G51550	-3055.578125	1849.409904892444	peak0
AT1G11070	-2621.365234375	3413.0989918065065	peak4
AT1G10900	-2532.8310546875	3200.6009449315065	peak4
AT1G72500	-2615.6669921875	3558.1155933690065	peak4
AT1G72360	-3527.3818359375	1572.225822861194	peak0
AT1G72410	-3303.481201171875	1672.6639332127565	peak0
AT1G72420	-3935.423583984375	2534.5909351658815	peak16
AT1G68300	-3931.879150390625	2385.5445484471315	peak16
AT1G68220	-4137.158203125	3071.6898121190065	peak16
AT1G68140	-3457.050048828125	1674.220451767444	peak0
AT1G68190	-2741.58642578125	1656.660393173694	peak0
AT1G72450	-2501.33056640625	1829.794426376819	peak4
AT1G72430	-3343.406494140625	1550.518059189319	peak0
AT1G72440	-2990.91064453125	4064.6463550877565	peak4
AT1G72470	-4198.56640625	2358.4500660252565	peak12
AT1G69640	-3442.071044921875	3982.6805347752565	peak12
AT1G69610	-2531.334228515625	2323.9964527440065	peak4
AT1G69730	-3694.191162109375	1263.5867847752565	peak0
AT1G69770	-3315.310302734375	3905.0662769627565	peak12
AT1G69850	-3276.393798828125	1280.687981064319	peak20
AT1G69800	-3574.70556640625	1435.831535751819	peak0
AT1G69830	-3422.199462890625	3995.6771168065065	peak8
AT1G69890	-3983.916015625	2402.0987476658815	peak20
AT1G69870	-4037.933349609375	3324.0433277440065	peak16
AT1G69840	-4285.09423828125	2256.4080738377565	peak16
AT1G72520	-3600.011962890625	3514.5699390721315	peak12
AT1G73920	-2843.302490234375	1656.0635914158815	peak0
AT1G74020	-4082.35009765625	2247.0372242283815	peak12
AT1G74090	-3113.954345703125	3964.3963550877565	peak12
AT1G73870	-2556.471923828125	2263.8868336033815	peak4
AT1G73970	-3538.596923828125	903.3519214940065	peak20
AT1G73980	-3739.520263671875	4251.251823837756	peak8
AT1G70560	-2779.0888671875	4184.992058212756	peak4
AT1G70550	-2505.447998046875	2965.6893238377565	peak4
AT1G69295	-3687.277099609375	1454.1070484471315	peak0
AT1G69380	-3673.70556640625	3775.2415699315065	peak12
AT1G69350	-3723.1396484375	3785.0084156346315	peak12
AT1G69270	-3820.6025390625	1904.2325367283815	peak0
AT1G69170	-3263.777099609375	1592.1353687596315	peak0
AT1G70500	-3083.84814453125	1413.8655933690065	peak0
AT1G63940	-4011.16552734375	1673.760002548694	peak20
AT1G63780	-2929.54150390625	4127.701530869006	peak4
AT1G63900	-3263.320068359375	1370.563957626819	peak0
AT1G63930	-2500.532958984375	2192.6776050877565	peak0
AT1G63800	-3132.301025390625	1644.081535751819	peak0
AT1G63810	-3153.353759765625	4098.342155869006	peak8
AT1G63830	-3605.71484375	3958.6946949315065	peak8
AT1G63880	-4197.98974609375	1677.570305283069	peak20
AT1G70590	-3519.35205078125	1723.0125660252565	peak0
AT1G70580	-2243.328125	2809.8577808690065	peak4
AT1G70610	-2588.38330078125	2110.3465504002565	peak4
AT1G70480	-3584.037841796875	1535.720940048694	peak0
AT1G80290	-4035.72412109375	3027.1849293065065	peak12
AT1G80280	-3916.639404296875	2084.7069019627565	peak16
AT1G63750	-3634.412109375	1466.291008408069	peak20
AT1G63680	-3541.5341796875	4152.266472275256	peak8
AT1G80350	-3146.753173828125	1801.823723251819	peak0
AT1G80440	-2865.510009765625	1755.610100204944	peak0
AT1G80380	-3436.6083984375	1558.285393173694	peak20
AT1G80480	-4041.275634765625	3469.3272632908815	peak12
AT1G80550	-3462.813232421875	1668.417717392444	peak0
AT1G80570	-3451.346435546875	1013.5357593846315	peak16
AT1G63690	-3190.664794921875	1658.7361988377565	peak0
AT1G68530	-3285.014892578125	1644.5020679783815	peak0
AT1G68520	-3564.01806640625	1871.366447861194	peak20
AT1G68500	-4164.408203125	3363.1964039158815	peak8
AT1G74300	-3702.84814453125	3419.7747730565065	peak12
AT1G74240	-3433.473876953125	3770.8690113377565	peak12
AT1G74430	-3060.2333984375	4077.0906910252565	peak8
AT1G74470	-2446.126953125	1976.2745289158815	peak0
AT1G74560	-3368.884033203125	3885.1385425877565	peak12
AT1G74640	-3098.1171875	4099.739616806506	peak4
AT1G74450	-3110.707763671875	1621.522453720569	peak0
AT1G74390	-3399.637451171875	4344.991569931506	peak8
AT1G74670	-2709.694091796875	1596.526359970569	peak0
AT1G74530	-2899.18701171875	1326.4112476658815	peak4
AT1G74440	-3926.033203125	3308.5225757908815	peak12
AT1G52890	-3116.84326171875	4171.716667587756	peak8
AT1G67590	-2693.255615234375	1676.643547470569	peak0
AT1G67530	-3138.153564453125	1309.610588486194	peak20
AT1G67580	-3173.03271484375	1760.3870777440065	peak0
AT1G67550	-3923.74853515625	3422.7518238377565	peak12
AT1G70710	-3555.095947265625	1511.285393173694	peak0
AT1G70650	-3878.09521484375	3883.5445484471315	peak8
AT1G72000	-2364.0986328125	2610.6097339940065	peak4
AT1G71970	-2675.461181640625	1920.9073414158815	peak0
AT1G79870	-3468.10595703125	3900.7879566502565	peak12
AT1G79890	-2974.98876953125	4457.395866806506	peak4
AT1G52870	-3056.507080078125	1361.949699814319	peak20
AT1G52740	-3490.313720703125	1707.557365829944	peak0
AT1G52760	-3977.21240234375	1772.889397079944	peak16
AT1G52810	-2512.7958984375	2959.3182300877565	peak4
AT1G52770	-3810.52490234375	3603.0399097752565	peak12
AT1G71960	-3605.4189453125	1507.1805347752565	peak0
AT1G66410	-3715.19775390625	3888.0535816502565	peak8
AT1G66330	-2785.25146484375	1709.6202320408815	peak0
AT1G66340	-3523.240966796875	1074.9053882908815	peak20
AT1G36390	-3396.278076171875	4003.7073902440065	peak12
AT1G35420	-3169.251220703125	1840.284660751819	peak0
AT1G73250	-3661.49072265625	2202.18994140625	peak0
AT1G73170	-2673.40087890625	3717.5438160252565	peak4
AT1G63240	-3254.51318359375	4319.589226181506	peak8
AT1G73630	-2834.22607421875	3912.7928394627565	peak4
AT1G73700	-2354.05712890625	3417.3599781346315	peak4
AT1G73660	-2972.06103515625	1644.1990894627565	peak0
AT1G73830	-2635.4111328125	1558.5784839940065	peak0
AT1G73760	-3500.916748046875	4134.656608994006	peak8
AT1G73720	-3528.291259765625	1546.8611988377565	peak16
AT1G78100	-3972.020263671875	1671.6370777440065	peak16
AT1G78150	-3487.45556640625	1703.538811142444	peak0
AT1G78120	-2260.091552734375	3074.6680836033815	peak4
AT1G78210	-3297.064453125	4129.159538681506	peak8
AT1G29940	-3155.602294921875	4038.5579761815065	peak8
AT1G73750	-2530.744384765625	3708.6839527440065	peak4
AT1G73740	-2490.31298828125	2810.1517261815065	peak4
AT1G73805	-3983.32177734375	3225.3148121190065	peak16
AT1G73670	-2608.47900390625	2117.9427418065065	peak0
AT1G73655	-3996.93798828125	2708.6068043065065	peak16
AT1G68820	-3467.037841796875	4243.284538681506	peak8
AT1G68780	-3167.45556640625	1615.989250595569	peak0
AT1G68840	-2997.20947265625	1686.183098251819	peak0
AT1G68830	-2700.68994140625	1983.3336109471315	peak0
AT1G68810	-4293.5458984375	1931.0826343846315	peak12
AT1G29980	-4077.6708984375	3084.7965015721315	peak16
AT1G29970	-3435.301025390625	1702.544670517444	peak0
AT1G68010	-3646.57568359375	1221.171135361194	peak20
AT1G68110	-3510.8173828125	1807.262443954944	peak0
AT1G68020	-3084.63671875	1711.3773121190065	peak0
AT1G68080	-3793.481689453125	1936.3045582127565	peak20
AT1G67910	-3715.60107421875	1872.8970875096315	peak16
AT1G68130	-3985.718994140625	1971.8753589940065	peak16
AT1G68050	-3992.4091796875	3936.1004566502565	peak8
AT1G76620	-3679.187255859375	3534.1817554783815	peak12
AT1G76460	-3325.95947265625	1709.4595875096315	peak0
AT1G76490	-3278.090087890625	1697.906731064319	peak0
AT1G76450	-4069.85546875	1853.426506454944	peak20
AT1G76520	-3246.4765625	926.508049423694	peak16
AT1G76600	-2901.849609375	2009.5858082127565	peak0
AT1G76540	-3555.7177734375	4178.773308212756	peak8
AT1G76590	-3732.52001953125	4140.875847275256	peak8
AT1G76580	-3696.183349609375	4134.048698837756	peak8
AT1G76570	-2786.10400390625	1496.668693954944	peak0
AT1G53670	-2563.431640625	3010.1827320408815	peak4
AT1G53690	-2181.669189453125	2290.2903980565065	peak8
AT1G53700	-2377.8408203125	2911.6297535252565	peak4
AT1G53710	-4038.0361328125	3157.5152515721315	peak12
AT1G53730	-2987.35888671875	1569.5482105565065	peak0
AT1G71410	-3449.47412109375	1760.3299488377565	peak0
AT1G71460	-4005.345458984375	3490.4012379002565	peak12
AT1G71480	-2800.24609375	1687.700920517444	peak0
AT1G71340	-3085.33447265625	1668.0821461033815	peak0
AT1G34350	-3302.537353515625	4021.1238941502565	peak8
AT1G34380	-3869.6806640625	3649.0819019627565	peak12
AT1G75100	-2790.64794921875	1698.937492783069	peak0
AT1G75090	-3875.098388671875	3873.9644703221315	peak8
AT1G72770	-3292.842529296875	1403.6146168065065	peak0
AT1G72670	-3013.849609375	4302.309929306506	peak8
AT1G72700	-3575.89208984375	3889.1024097752565	peak12
AT1G60870	-3754.906005859375	1830.051018173694	peak0
AT1G60850	-3166.843017578125	4006.0057300877565	peak8
AT1G74170	-4177.2646484375	2043.8973316502565	peak16
AT1G71210	-3326.8095703125	4048.5960621190065	peak8
AT1G71440	-3299.5576171875	4171.533562119006	peak8
AT1G72610	-3705.208984375	1829.100578720569	peak16
AT1G72730	-2891.696533203125	3896.3812183690065	peak4
AT1G72750	-2922.29443359375	1715.9439625096315	peak0
AT1G76360	-3007.15673828125	4037.8333668065065	peak4
AT1G76390	-3332.41650390625	3744.9417652440065	peak12
AT1G76730	-3857.66015625	3229.9178394627565	peak12
AT1G76790	-3718.687255859375	3979.7659839940065	peak8
AT1G76700	-4038.103515625	2574.7769703221315	peak16
AT1G76800	-2411.231689453125	2450.8719410252565	peak4
AT1G72800	-2284.739990234375	3613.9393238377565	peak12
AT1G72630	-2390.17529296875	3327.1175464940065	peak8
AT1G72650	-3409.0390625	1672.799553329944	peak20
AT1G80620	-3003.69482421875	3929.2938160252565	peak4
AT1G68410	-3302.414306640625	1426.870109970569	peak0
AT1G68400	-3267.051513671875	1655.6634449315065	peak0
AT1G68430	-3763.9267578125	3328.8104175877565	peak12
AT1G68440	-3255.10888671875	1583.2864918065065	peak0
AT1G72300	-3166.81396484375	1364.6465992283815	peak0
AT1G72280	-3943.71142578125	3115.4085621190065	peak12
AT1G72180	-2977.910888671875	4163.023796494006	peak8
AT1G52230	-2424.245361328125	3032.0252613377565	peak4
AT1G52190	-3369.692626953125	1964.1046070408815	peak0
AT1G52160	-3239.948974609375	3974.2337574315065	peak12
AT1G69570	-2875.060546875	1889.3013843846315	peak0
AT1G69580	-3953.599609375	1865.845207626819	peak20
AT1G29340	-3819.42724609375	2076.0406421971315	peak0
AT1G66230	-3175.785888671875	1616.041984970569	peak0
AT1G49890	-3272.0712890625	1503.546135361194	peak0
AT1G49840	-2282.357177734375	2480.0379566502565	peak4
AT1G47890	-2752.222900390625	4553.824089462756	peak8
AT1G72160	-3289.183349609375	4345.191765244006	peak8
AT1G72230	-2516.64599609375	3225.0047535252565	peak4
AT1G64330	-4129.7138671875	2364.6966480565065	peak16
AT1G64380	-4019.838623046875	1366.396721298694	peak20
AT1G29395	-3513.898193359375	4008.8328785252565	peak8
AT1G29670	-3659.489501953125	3910.9993824315065	peak8
AT1G29460	-2770.3828125	1818.265861923694	peak0
AT1G29660	-3094.461669921875	1522.3738941502565	peak0
AT1G29490	-2534.506103515625	1766.7986988377565	peak0
AT1G29450	-3016.248291015625	1774.011955673694	peak0
AT1G29510	-2989.30908203125	1793.167229111194	peak0
AT1G29570	-2398.891845703125	2302.1097339940065	peak4
AT1G29520	-2691.50927734375	1928.3724293065065	peak0
AT1G29500	-2954.343017578125	1756.799797470569	peak0
AT1G29390	-3759.464111328125	3772.4710621190065	peak12
AT1G64280	-3782.781494140625	3610.8985523533815	peak12
AT1G77550	-3204.27001953125	4043.9163746190065	peak4
AT1G77510	-3425.51025390625	3770.4822925877565	peak12
AT1G71090	-3681.880126953125	3859.5093921971315	peak12
AT1G71050	-4111.55029296875	2210.0184254002565	peak20
AT1G71040	-2883.40185546875	1541.740471298694	peak0
AT1G71030	-2469.827392578125	3288.1822437596315	peak4
AT1G71060	-3947.19482421875	3476.5015796971315	peak12
AT1G71190	-3518.44482421875	1814.657219345569	peak0
AT1G71020	-2439.44384765625	1947.3546070408815	peak0
AT1G64400	-2167.880859375	1880.1754078221315	peak4
AT1G64390	-3196.562255859375	4005.6385425877565	peak12
AT1G77660	-3177.521484375	1449.0518726658815	peak20
AT1G77640	-3526.489013671875	1708.009514267444	peak0
AT1G60940	-2795.480712890625	1609.2244800877565	peak0
AT1G60890	-3872.404296875	3403.7220386815065	peak12
AT1G77670	-4434.353515625	1810.920891220569	peak16
AT1G77450	-3591.3701171875	1352.3135914158815	peak0
AT1G77770	-4046.3447265625	2262.8048023533815	peak12
AT1G63170	-2548.97998046875	2048.2986988377565	peak0
AT1G63180	-3501.676025390625	1822.888908798694	peak0
AT1G63120	-2866.23095703125	1386.9996265721315	peak0
AT1G63110	-3411.68017578125	1765.518303329944	peak0
AT1G63090	-2903.9443359375	1579.9630054783815	peak0
AT1G63050	-2988.341552734375	3960.7879566502565	peak4
AT1G77760	-3277.66845703125	1447.5850757908815	peak0
AT1G77690	-3425.583251953125	1639.2159351658815	peak0
AT1G77750	-3655.55224609375	3730.1212086033815	peak12
AT1G52310	-3349.093017578125	3458.1246265721315	peak12
AT1G52340	-2783.064208984375	1901.6519703221315	peak0
AT1G55265	-3292.38427734375	3774.2391285252565	peak12
AT1G55260	-3215.9140625	4135.490105087756	peak4
AT1G55210	-3608.000732421875	3363.8665699315065	peak12
AT1G55240	-2227.773193359375	2933.1341480565065	peak4
AT1G69030	-3324.882080078125	4201.200554306506	peak8
AT1G56510	-3957.829833984375	1730.327629501819	peak16
AT1G42970	-3775.70751953125	1543.952141220569	peak20
AT1G47960	-3911.977783203125	2228.4942554783815	peak16
AT1G52320	-3658.890625	1982.7325367283815	peak20
AT1G52410	-3833.883056640625	3742.0289234471315	peak12
AT1G27960	-3723.74853515625	1858.974602158069	peak16
AT1G27910	-2973.844970703125	4094.9930347752565	peak8
AT1G56450	-3618.529541015625	3758.2679371190065	peak12
AT1G56500	-3434.11083984375	1273.3082203221315	peak0
AT1G35220	-4006.473876953125	2376.4774097752565	peak20
AT1G28110	-3746.68408203125	2011.4500660252565	peak20
AT1G27980	-3676.525146484375	1770.020012314319	peak16
AT1G28130	-2884.7294921875	1837.612541611194	peak0
AT1G28050	-3991.17578125	3743.5284351658815	peak8
AT1G27930	-3206.2177734375	4142.626335556506	peak8
AT1G28070	-3951.423828125	4094.8328785252565	peak8
AT1G28060	-3516.560791015625	4388.927605087756	peak8
AT1G28010	-3125.346435546875	1540.996818954944	peak0
AT1G20410	-3640.529052734375	3950.2010425877565	peak8
AT1G20440	-3527.835693359375	4260.488151962756	peak8
AT1G20530	-4061.81787109375	2721.4324879002565	peak16
AT1G20540	-3253.1748046875	1681.012443954944	peak0
AT1G21250	-3554.166748046875	3774.0884937596315	peak12
AT1G21270	-3557.610595703125	3851.7935718846315	peak12
AT1G20620	-3445.40966796875	4021.1590504002565	peak8
AT1G20650	-2462.057373046875	2237.8624195408815	peak4
AT1G20640	-2668.191650390625	3538.4119800877565	peak4
AT1G12370	-2737.807861328125	1815.494377548694	peak0
AT1G12280	-3671.399169921875	1672.733147079944	peak20
AT1G12500	-3108.47998046875	1686.339836533069	peak0
AT1G12320	-3643.27685546875	1701.077873642444	peak20
AT1G12270	-3237.095947265625	4152.609245712756	peak8
AT1G20510	-3287.8349609375	4004.7410816502565	peak12
