names	x.pos	y.pos	cluster.classification
AT5G35490	-2609.32080078125	2072.2703785252565	peak0
AT5G35700	-2985.217529296875	3948.0340504002565	peak4
AT5G35735	-3758.68017578125	3978.0945972752565	peak8
AT5G35630	-3901.250244140625	1651.0860523533815	peak20
AT5G35560	-3173.5615234375	4347.743523056506	peak8
AT5G35460	-2507.615966796875	2690.2779468846315	peak4
AT5G35530	-2769.093505859375	3932.4564136815065	peak4
AT5G35790	-2653.009033203125	1554.950676376819	peak20
AT5G36160	-2950.81884765625	3733.5972828221315	peak4
AT5G35980	-3133.835693359375	1683.708488876819	peak0
AT5G35970	-2511.5234375	2361.7918629002565	peak4
AT5G35830	-2342.41552734375	2990.1075367283815	peak0
AT5G36910	-2723.344970703125	3746.2169117283815	peak4
AT5G36930	-3999.32568359375	3089.3387379002565	peak12
AT5G36880	-3718.68603515625	3793.0987476658815	peak12
AT5G36890	-3999.04345703125	3664.2459644627565	peak12
AT5G37590	-3892.20458984375	3681.6763843846315	peak12
AT5G37570	-3794.19677734375	3861.6256031346315	peak12
AT5G37360	-3041.9365234375	4087.4715504002565	peak8
AT5G37310	-4207.2177734375	2919.1434254002565	peak12
AT5G37260	-3857.29150390625	1917.8372730565065	peak20
AT5G37850	-3773.65380859375	1664.9757007908815	peak0
AT5G37780	-3881.252197265625	3774.7867359471315	peak12
AT5G37600	-3767.1240234375	3942.2381519627565	peak8
AT5G37740	-4186.998046875	2119.3944019627565	peak16
AT5G37730	-2386.166259765625	3105.7239918065065	peak4
AT5G37710	-3283.367431640625	1590.1536793065065	peak0
AT5G37670	-3773.65625	3259.6690601658815	peak12
AT5G37660	-3569.970947265625	1310.9359058690065	peak20
AT5G37630	-2983.8603515625	3938.0828785252565	peak4
AT5G38220	-3150.098388671875	4441.884636337756	peak8
AT5G38720	-3289.499267578125	4064.7361988377565	peak8
AT5G38560	-3745.22314453125	1520.658684189319	peak0
AT5G38690	-3385.25537109375	3955.2405933690065	peak12
AT5G38530	-3496.217041015625	3708.6263355565065	peak12
AT5G38480	-2699.794677734375	3697.0794605565065	peak4
AT5G38510	-3547.78759765625	3982.1619800877565	peak8
AT5G39220	-3432.2646484375	4065.4246754002565	peak8
AT5G39050	-1643.29736328125	3133.0950855565065	peak8
AT5G39080	-3092.97607421875	1520.7737964940065	peak0
AT5G39090	-2730.72509765625	1685.710442001819	peak4
AT5G39030	-4267.4599609375	3870.7496265721315	peak16
AT5G39020	-3904.7724609375	3911.9866871190065	peak8
AT5G38895	-3817.515869140625	1926.4205250096315	peak20
AT5G38980	-4015.968017578125	2672.3648609471315	peak12
AT5G39340	-3716.90869140625	1766.908195908069	peak0
AT5G39210	-4013.924560546875	3398.0296558690065	peak12
AT5G39350	-3840.06640625	3740.3504566502565	peak12
AT5G39320	-3371.53857421875	3885.4676441502565	peak12
AT5G39740	-2995.093505859375	4021.0174488377565	peak4
AT5G39680	-3624.9619140625	4327.101433212756	peak8
AT5G39580	-3963.052978515625	1844.380363876819	peak16
AT5G39410	-3977.16357421875	3694.5731129002565	peak8
AT5G39520	-2818.340087890625	3939.3592457127565	peak4
AT5G39510	-3718.370361328125	4305.810417587756	peak8
AT5G40010	-3548.390869140625	698.2538379979128	peak16
AT5G39990	-3168.72900390625	4037.6219410252565	peak8
AT5G39960	-3289.39208984375	4025.6248707127565	peak8
AT5G39940	-3274.715576171875	3861.5289234471315	peak12
AT5G39840	-3342.218505859375	3908.9207691502565	peak12
AT5G39760	-3622.332763671875	4012.3436207127565	peak8
AT5G39570	-3480.215087890625	4027.4593433690065	peak8
AT5G39660	-2995.27587890625	1742.9957203221315	peak0
AT5G40390	-2744.2294921875	3789.5745777440065	peak4
AT5G40380	-2349.0625	1622.087639267444	peak4
AT5G40160	-4033.32958984375	3049.3480152440065	peak16
AT5G40300	-3610.6328125	3993.3582691502565	peak8
AT5G40250	-3612.0712890625	1750.122551376819	peak0
AT5G40170	-4085.69677734375	4163.871452744006	peak8
AT5G40150	-3422.270263671875	3967.0486988377565	peak12
AT5G40140	-2608.854248046875	3849.3004078221315	peak4
AT5G39860	-2441.14453125	3067.1585621190065	peak4
AT5G40450	-3518.213623046875	1628.146233017444	peak20
AT5G40690	-4152.685546875	2188.2029957127565	peak12
AT5G40760	-3725.3994140625	3950.8431324315065	peak16
AT5G40640	-3048.406494140625	4098.235222275256	peak8
AT5G40630	-2795.525634765625	3793.0084156346315	peak4
AT5G40550	-3811.045166015625	4025.9827808690065	peak8
AT5G40540	-4023.80126953125	1508.718254501819	peak0
AT5G40470	-3382.5185546875	1662.302483017444	peak0
AT5G40500	-2976.325927734375	4081.3597339940065	peak4
AT5G40480	-3440.494873046875	4076.1551441502565	peak8
AT5G40780	-3814.47216796875	3700.7781910252565	peak12
AT5G40740	-3232.612548828125	1842.733635361194	peak0
AT5G40660	-3883.947509765625	3404.4730152440065	peak12
AT5G41100	-3907.358642578125	2275.2327808690065	peak20
AT5G41080	-3209.895751953125	1865.857902939319	peak0
AT5G40950	-2565.458740234375	2442.1426929783815	peak4
AT5G40890	-3399.033935546875	1626.688957626819	peak0
AT5G40850	-3689.80859375	1696.205070908069	peak20
AT5G40910	-4047.799072265625	2041.8148121190065	peak20
AT5G41190	-2912.7080078125	3945.8123707127565	peak4
AT5G41410	-3630.89794921875	3913.5154957127565	peak12
AT5G41350	-3762.90576171875	1767.3091968846315	peak20
AT5G41460	-3363.42822265625	3690.8948902440065	peak12
AT5G41060	-3668.270263671875	1603.759758408069	peak0
AT5G41050	-3450.212158203125	1620.763420517444	peak0
AT5G41810	-3822.649658203125	3818.4547046971315	peak8
AT5G41800	-3625.72900390625	1133.0237964940065	peak16
AT5G41760	-3515.21240234375	1847.497063095569	peak0
AT5G41940	-3419.750732421875	1733.824211533069	peak20
AT5G41920	-4146.55615234375	3628.2694019627565	peak16
AT5G41880	-3013.385498046875	3945.4036793065065	peak4
AT5G41600	-3044.09228515625	4108.908562119006	peak8
AT5G41700	-2267.22509765625	2441.5269703221315	peak0
AT5G41650	-3938.729248046875	3339.4681324315065	peak12
AT5G42000	-3835.405517578125	1838.015129501819	peak0
AT5G42290	-3287.865478515625	4494.707878525256	peak8
AT5G42250	-2762.12060546875	4058.8065113377565	peak8
AT5G42050	-3617.43408203125	3630.1678394627565	peak12
AT5G42100	-3335.736328125	1468.5213550877565	peak0
AT5G42150	-3422.095947265625	3945.3196949315065	peak12
AT5G42070	-2807.597900390625	1787.218010361194	peak0
AT5G42450	-3899.849853515625	3641.3868336033815	peak12
AT5G42420	-3849.72021484375	3969.1824879002565	peak8
AT5G42720	-2610.24658203125	2217.1409839940065	peak4
AT5G42650	-3221.68701171875	3927.6649097752565	peak12
AT5G42370	-3366.770751953125	3510.1881031346315	peak12
AT5G42760	-2978.9482421875	1534.270012314319	peak0
AT5G42750	-3797.24072265625	1920.1251148533815	peak16
AT5G42780	-3077.412109375	1193.528557236194	peak0
AT5G43060	-3917.928466796875	2528.1014332127565	peak20
AT5G42890	-3842.00341796875	3685.2867359471315	peak12
AT5G42970	-3770.5927734375	3452.2462086033815	peak12
AT5G42900	-4039.076171875	3658.4066089940065	peak8
AT5G42940	-3409.44677734375	1597.8172535252565	peak0
AT5G42810	-2806.089599609375	1568.7342457127565	peak0
AT5G42820	-3430.1494140625	1952.0736011815065	peak0
AT5G43430	-3541.95947265625	3760.3135914158815	peak12
AT5G43280	-3579.1875	3799.3404468846315	peak12
AT5G43270	-3651.025634765625	1575.6658863377565	peak16
AT5G43190	-3361.23291015625	1697.508049423694	peak0
AT5G43180	-2509.359619140625	2096.1800464940065	peak4
AT5G43150	-2596.926513671875	2307.9627613377565	peak4
AT5G43100	-3810.929931640625	2136.1612476658815	peak16
AT5G43080	-3298.9306640625	3992.5877613377565	peak12
AT5G43440	-3361.585693359375	4180.564323837756	peak8
AT5G43380	-4005.010498046875	1905.5992359471315	peak16
AT5G43450	-2438.24755859375	3006.7396168065065	peak4
AT5G43830	-4034.591552734375	2814.3279957127565	peak16
AT5G43750	-3214.8505859375	1065.578606064319	peak20
AT5G43690	-2499.111083984375	2412.8526539158815	peak4
AT5G43910	-3953.348388671875	2243.9634937596315	peak16
AT5G43745	-2969.3720703125	3991.9124683690065	peak4
AT5G43930	-3470.46484375	1830.794670517444	peak0
AT5G44070	-3777.536865234375	3607.2327808690065	peak12
AT5G43940	-3720.7763671875	3626.4329761815065	peak12
AT5G44020	-3341.54052734375	1685.610344345569	peak0
AT5G44050	-2443.46533203125	3260.8804859471315	peak4
AT5G44010	-3898.312744140625	3990.5838550877565	peak8
AT5G44560	-3768.2890625	3627.8460621190065	peak12
AT5G44530	-2558.7744140625	2192.1448902440065	peak4
AT5G44510	-3318.642578125	1567.3082203221315	peak20
AT5G44340	-3858.9873046875	2169.2728199315065	peak16
AT5G44410	-3779.672607421875	3281.9110035252565	peak12
AT5G44400	-3317.866455078125	3926.8358082127565	peak12
AT5G44320	-3174.09130859375	3889.2689136815065	peak12
AT5G44310	-2231.65576171875	2764.9417652440065	peak4
AT5G44190	-2721.366455078125	1682.059318954944	peak0
AT5G44910	-2848.043212890625	1866.536125595569	peak0
AT5G44870	-3504.925537109375	1752.2305836033815	peak20
AT5G44820	-3513.652099609375	3707.9832691502565	peak12
AT5G44730	-4027.3095703125	3770.8013843846315	peak8
AT5G44670	-2922.285888671875	1427.801750595569	peak0
AT5G44680	-3606.279541015625	1612.656242783069	peak20
AT5G44660	-3925.798828125	1818.096184189319	peak20
AT5G45300	-3142.10693359375	4095.0477222752565	peak8
AT5G45250	-3686.106689453125	1899.6934742283815	peak16
AT5G45130	-3854.564697265625	2024.8951343846315	peak16
AT5G45040	-3419.276611328125	1998.8192066502565	peak0
AT5G45060	-3416.8642578125	1687.997063095569	peak0
AT5G45050	-3427.848388671875	1686.917961533069	peak0
AT5G45010	-4144.74169921875	3116.9847339940065	peak16
AT5G45350	-3206.379638671875	1548.2503589940065	peak0
AT5G45360	-3384.85986328125	1764.330559189319	peak0
AT5G45680	-3548.3310546875	1849.074699814319	peak0
AT5G45410	-2461.59716796875	2225.0147632908815	peak0
AT5G45960	-2642.681884765625	3595.0018238377565	peak4
AT5G45950	-2573.991943359375	3412.3153004002565	peak4
AT5G45840	-2645.033447265625	3776.2921070408815	peak4
AT5G45750	-3573.8427734375	4097.119987900256	peak8
AT5G45830	-2493.15380859375	3452.8082203221315	peak4
AT5G45820	-2532.751708984375	3193.9769214940065	peak4
AT5G45800	-3173.393310546875	3983.5643238377565	peak8
AT5G46410	-3540.7490234375	1720.483147079944	peak0
AT5G46280	-3148.886474609375	4111.813835556506	peak4
AT5G46110	-2530.0419921875	2392.4720386815065	peak4
AT5G46020	-3426.4921875	1793.704582626819	peak0
AT5G46470	-2603.798095703125	3882.9776539158815	peak4
AT5G46460	-3451.506103515625	4362.256218369006	peak8
AT5G46450	-3680.558837890625	1676.810539658069	peak20
AT5G46710	-3599.423095703125	4272.402214462756	peak8
AT5G46840	-3285.10986328125	1685.855949814319	peak0
AT5G46780	-3459.439453125	1603.327873642444	peak0
AT5G46830	-2878.465576171875	3901.7064136815065	peak4
AT5G46700	-3551.73388671875	3767.5367359471315	peak12
AT5G46580	-3518.36572265625	3949.6326832127565	peak12
AT5G46570	-3317.47998046875	4085.4984058690065	peak8
AT5G46560	-3051.61767578125	3945.0765308690065	peak4
AT5G46520	-3997.138427734375	3824.3912281346315	peak12
AT5G46500	-3444.72021484375	1458.781486923694	peak0
AT5G46740	-3202.810546875	3997.6800464940065	peak12
AT5G46690	-3210.29150390625	4128.009148056506	peak8
AT5G47250	-3948.359130859375	3014.3338550877565	peak12
AT5G47120	-3243.0341796875	3928.8421558690065	peak12
AT5G47110	-3304.49853515625	1670.7730640721315	peak0
AT5G47100	-3466.934326171875	4012.3973316502565	peak8
AT5G47080	-3607.593505859375	1762.1668629002565	peak0
AT5G47070	-4002.1650390625	2791.9310230565065	peak16
AT5G47060	-3458.61328125	4022.4178394627565	peak8
AT5G47050	-2924.087646484375	1097.416252548694	peak0
AT5G47040	-2497.892333984375	2020.8985523533815	peak4
AT5G46920	-3237.930908203125	4060.9344410252565	peak8
AT5G46860	-4118.16845703125	3243.1028980565065	peak12
AT5G47330	-3396.435791015625	4205.252312119006	peak8
AT5G47510	-3981.71533203125	3707.7303394627565	peak12
AT5G47500	-3849.404052734375	3606.7015308690065	peak12
AT5G47435	-3333.447021484375	1762.792717392444	peak0
AT5G47230	-3339.586181640625	4419.341179306506	peak8
AT5G47210	-3214.728759765625	3932.7528004002565	peak12
AT5G47180	-3689.49462890625	1863.665275986194	peak0
AT5G47390	-2711.028076171875	1862.490715439319	peak0
AT5G47240	-3212.679443359375	4158.420280869006	peak8
AT5G47200	-4006.27587890625	1637.462639267444	peak16
AT5G47440	-3130.703369140625	1491.935295517444	peak0
AT5G47420	-3443.403564453125	3413.5452808690065	peak12
AT5G47360	-2401.52392578125	2847.9302906346315	peak4
AT5G47720	-3470.498291015625	1558.3026050877565	peak0
AT5G47920	-2672.031005859375	3953.6600269627565	peak8
AT5G47650	-2859.7255859375	1413.3851246190065	peak4
AT5G47640	-4337.06103515625	2768.9073414158815	peak12
AT5G47550	-3259.401123046875	1480.791740829944	peak0
AT5G47610	-3238.90966796875	1492.4627613377565	peak0
AT5G47620	-3715.6328125	1695.541496689319	peak0
AT5G47560	-3021.510498046875	1572.4976734471315	peak0
AT5G47540	-3329.162109375	1582.0960621190065	peak0
AT5G47840	-3064.2099609375	1726.7088550877565	peak0
AT5G47930	-3380.7666015625	4045.3572925877565	peak8
AT5G48250	-4078.466796875	3646.4520191502565	peak8
AT5G48020	-3578.8046875	3696.3140796971315	peak12
AT5G47970	-3094.849365234375	1450.307365829944	peak0
AT5G47910	-4247.962890625	2210.9979175877565	peak16
AT5G48180	-4465.26708984375	1574.617180283069	peak16
AT5G48280	-5115.671875	1038.4005054783815	peak16
AT5G48470	-3817.07763671875	3622.4915699315065	peak12
AT5G48520	-2385.61572265625	2757.9888843846315	peak4
AT5G48430	-2744.817138671875	1687.732414658069	peak0
AT5G48380	-4037.068603515625	3288.2979664158815	peak12
AT5G48360	-2550.761474609375	1578.1380543065065	peak0
AT5G48310	-3654.073974609375	4009.5809254002565	peak8
AT5G48230	-3922.766845703125	2406.5120777440065	peak16
AT5G48150	-2585.434814453125	2072.1605152440065	peak4
AT5G48540	-2779.507080078125	1644.624504501819	peak0
AT5G48485	-3318.3681640625	1512.824943954944	peak0
AT5G48490	-2749.298828125	1769.051018173694	peak0
AT5G48840	-3464.574951171875	3823.3594898533815	peak12
AT5G48850	-4287.31298828125	1897.4966968846315	peak16
AT5G48590	-2514.96630859375	2988.8572925877565	peak4
AT5G48570	-3264.21435546875	3845.5106129002565	peak12
AT5G49100	-3306.796142578125	1591.9183277440065	peak0
AT5G49150	-2935.7861328125	4144.262566025256	peak8
AT5G48930	-2673.458251953125	1730.758537704944	peak4
AT5G49010	-3120.093505859375	3909.9481129002565	peak12
AT5G48960	-3997.5771484375	3537.2166675877565	peak12
AT5G48880	-3198.150390625	4050.3118824315065	peak4
AT5G48790	-2881.7392578125	1549.0757984471315	peak20
AT5G49170	-3118.490234375	1762.148674423694	peak0
AT5G49360	-3018.595458984375	1709.7986988377565	peak0
AT5G49630	-2849.78466796875	3975.8861011815065	peak4
AT5G49570	-3561.4794921875	3740.7530445408815	peak12
AT5G49480	-2882.0400390625	1480.437981064319	peak0
AT5G49410	-3986.49853515625	3519.4361500096315	peak12
AT5G49160	-3375.4384765625	3886.8167652440065	peak12
AT5G49330	-4100.8876953125	2409.0015796971315	peak12
AT5G49230	-3210.01953125	1492.3052906346315	peak0
AT5G49650	-3840.26904296875	3963.4564136815065	peak8
AT5G49510	-3653.397216796875	3805.7847828221315	peak8
AT5G49640	-3467.843017578125	1890.6549000096315	peak0
AT5G49910	-3322.517333984375	3785.4085621190065	peak12
AT5G49900	-3982.46533203125	3601.8060230565065	peak12
AT5G49720	-3425.776611328125	1554.288567001819	peak0
AT5G49760	-3429.590087890625	4187.688835556506	peak8
AT5G49710	-3417.273193359375	1732.016106064319	peak0
AT5G49680	-4187.623046875	3409.9891285252565	peak16
AT5G49990	-3534.751953125	1774.239006454944	peak0
AT5G49980	-3802.67919921875	2038.4830250096315	peak20
AT5G50350	-3730.2138671875	3718.4656910252565	peak12
AT5G50210	-3709.77783203125	1578.190666611194	peak20
AT5G50180	-4252.5205078125	2803.8338550877565	peak16
AT5G50160	-3613.091064453125	4038.9500660252565	peak8
AT5G50100	-2606.250244140625	2027.1404957127565	peak4
AT5G49950	-3227.60107421875	3823.2278980565065	peak12
AT5G50740	-3067.2587890625	4205.378288681506	peak4
AT5G50375	-3302.372802734375	3909.4988941502565	peak12
AT5G50360	-2945.021240234375	4112.418327744006	peak4
AT5G50450	-3891.554443359375	3979.1278004002565	peak8
AT5G51100	-3916.68408203125	3351.8524097752565	peak12
AT5G51040	-3986.927734375	1692.563713486194	peak20
AT5G51070	-3707.029296875	1779.161613876819	peak16
AT5G51050	-3497.677734375	3682.5623707127565	peak12
AT5G51030	-2630.760986328125	1811.672844345569	peak4
AT5G50840	-3300.2890625	4215.904655869006	peak8
AT5G50800	-2676.70166015625	3741.6644214940065	peak4
AT5G51020	-3293.495361328125	1428.476067001819	peak20
AT5G51350	-4064.5673828125	3060.5845875096315	peak12
AT5G51180	-3529.800754248689	2051.6005859375	peak0
AT5G51140	-3662.2431640625	1812.446770126819	peak20
AT5G51260	-2482.03369140625	2898.1175464940065	peak4
AT5G51770	-4091.927734375	2594.3746265721315	peak12
AT5G51670	-2783.944091796875	1857.542717392444	peak0
AT5G51550	-3435.75537109375	1816.037834579944	peak0
AT5G51570	-4092.96484375	3402.8240894627565	peak12
AT5G51460	-3266.5361328125	1499.372795517444	peak0
AT5G52110	-3620.572265625	1683.064934189319	peak16
AT5G51970	-3773.885009765625	1821.480217392444	peak20
AT5G52070	-3235.9873046875	1541.0801929783815	peak0
AT5G52060	-2396.598388671875	2731.7645191502565	peak4
AT5G52050	-3549.748291015625	1330.544914658069	peak16
AT5G51980	-3725.487548828125	1313.1492847752565	peak0
AT5G51910	-3133.5810546875	1662.627678329944	peak0
AT5G51890	-2956.95654296875	1664.6944507908815	peak0
AT5G51830	-3590.0166015625	4154.869011337756	peak8
AT5G51820	-3838.645263671875	3515.9647144627565	peak12
AT5G51840	-3376.079345703125	4068.8514332127565	peak8
AT5G51720	-2653.225341796875	2222.6661304783815	peak0
AT5G52500	-2433.860107421875	1951.9927906346315	peak4
AT5G52430	-3769.015625	1750.885734970569	peak20
AT5G52320	-3383.558837890625	3870.4263843846315	peak12
AT5G52300	-2980.153564453125	4171.372429306506	peak4
AT5G52240	-3845.81787109375	2116.4588550877565	peak16
AT5G52190	-3979.224365234375	2539.9722828221315	peak12
AT5G52250	-3124.299072265625	1624.943352158069	peak0
AT5G52310	-3419.900146484375	4126.216667587756	peak8
AT5G52420	-3514.3017578125	1337.2552418065065	peak0
AT5G52450	-3994.168212890625	2297.9310230565065	peak20
AT5G52640	-3417.175048828125	3457.0653004002565	peak12
AT5G52780	-3994.78076171875	2295.0628589940065	peak16
AT5G52750	-3603.769775390625	3622.7435230565065	peak12
AT5G52760	-3909.47265625	3132.1722339940065	peak12
AT5G52670	-2704.40478515625	3577.8995289158815	peak4
AT5G52580	-2427.83056640625	2276.5418629002565	peak0
AT5G52570	-2738.983642578125	1916.0206226658815	peak0
AT5G52540	-4041.951171875	2512.5569996190065	peak16
AT5G52850	-3902.144775390625	3553.4403004002565	peak12
AT5G52560	-2929.7744140625	4026.7674488377565	peak4
AT5G53170	-3864.8115234375	1601.5421070408815	peak16
AT5G53160	-3470.1962890625	1731.6946949315065	peak0
AT5G53090	-3523.04833984375	3965.9569019627565	peak8
AT5G53030	-3011.358642578125	1846.317619736194	peak0
AT5G53020	-4320.662109375	3339.0098804783815	peak16
AT5G52840	-3995.81982421875	3424.2674488377565	peak12
AT5G52900	-3116.138671875	1630.2877125096315	peak0
AT5G52950	-3274.590087890625	3907.7069019627565	peak12
AT5G53550	-3628.639404296875	1706.687981064319	peak0
AT5G53420	-3727.0498046875	3604.0804371190065	peak12
AT5G53450	-4318.4228515625	2686.2186207127565	peak16
AT5G53460	-3408.185546875	1482.481926376819	peak20
AT5G53310	-3622.33349609375	1333.6468433690065	peak16
AT5G53370	-3596.647216796875	1449.0164722752565	peak0
AT5G53350	-4660.1181640625	3334.7252125096315	peak16
AT5G53250	-2576.0244140625	1588.184074814319	peak0
AT5G53120	-2977.859130859375	3850.2481617283815	peak4
AT5G53200	-2745.72021484375	1514.5814136815065	peak0
AT5G53580	-3230.172607421875	1516.4783863377565	peak20
AT5G53920	-3932.548583984375	3231.4439625096315	peak12
AT5G53900	-3338.922119140625	1380.4197925877565	peak0
AT5G53760	-3133.06201171875	3690.5023121190065	peak12
AT5G53830	-4092.37939453125	2245.0860523533815	peak16
AT5G53570	-3840.55126953125	1933.2896656346315	peak0
AT5G53970	-3012.938232421875	1542.6224293065065	peak0
AT5G54300	-2709.646484375	1789.850334579944	peak0
AT5G54280	-3583.291259765625	1589.777580673694	peak20
AT5G54160	-2535.496337890625	3535.3485035252565	peak4
AT5G54170	-3735.2294921875	1925.2381519627565	peak0
AT5G54190	-3188.6953125	4513.913444931506	peak8
AT5G54110	-2958.175048828125	1687.221916611194	peak0
AT5G54080	-3295.96875	1725.1656421971315	peak0
AT5G54130	-2931.72509765625	1646.838371689319	peak0
AT5G53880	-3805.258056640625	1913.3748707127565	peak20
AT5G54290	-3990.28173828125	2176.5201343846315	peak20
AT5G54310	-3433.8984375	1745.8802418065065	peak0
AT5G54380	-3606.339599609375	1707.359611923694	peak0
AT5G54630	-2915.951171875	1701.723625595569	peak0
AT5G54650	-3956.02734375	3530.6612476658815	peak16
AT5G54610	-3192.140625	3550.8045582127565	peak12
AT5G54520	-3259.827392578125	1577.7967457127565	peak0
AT5G54510	-2858.60791015625	1721.0513843846315	peak0
AT5G54500	-3920.3984375	3763.6885914158815	peak8
AT5G54470	-2483.968017578125	2799.3450855565065	peak4
AT5G54250	-3906.254150390625	3039.6629566502565	peak12
AT5G54260	-1991.443115234375	2932.5789722752565	peak0
AT5G54270	-2353.157958984375	3210.5467457127565	peak4
AT5G54930	-4072.22705078125	3294.9173511815065	peak12
AT5G54900	-3500.02392578125	3846.9722828221315	peak12
AT5G54970	-3339.466796875	3978.0311207127565	peak12
AT5G54960	-3890.360595703125	3938.9754566502565	peak8
AT5G54910	-3146.47802734375	4077.5267261815065	peak8
AT5G54860	-3434.3916015625	3780.6304859471315	peak12
AT5G54770	-3980.366455078125	3414.4556812596315	peak16
AT5G54540	-1387.3800048828125	2453.6072925877565	peak8
AT5G55050	-3263.26513671875	3474.4925464940065	peak12
AT5G55000	-3484.3671875	1690.273186142444	peak0
AT5G54870	-4295.6552734375	2526.1749195408815	peak16
AT5G55280	-3573.9296875	3883.6768726658815	peak12
AT5G55180	-3608.972412109375	4032.0618824315065	peak8
AT5G55400	-3072.85693359375	4028.8270191502565	peak4
AT5G55590	-2379.71484375	2214.6072925877565	peak4
AT5G55530	-3676.47802734375	1898.5772632908815	peak20
AT5G55830	-4093.25927734375	3424.8221363377565	peak12
AT5G56100	-2760.871826171875	1861.067863876819	peak0
AT5G56090	-3112.3388671875	4246.679558212756	peak4
AT5G56040	-3803.81201171875	1954.9207691502565	peak16
AT5G56030	-3284.198486328125	3791.3016285252565	peak12
AT5G56020	-3254.949951171875	1801.036369736194	peak0
AT5G55960	-3300.072998046875	4008.1258472752565	peak12
AT5G55940	-3753.58154296875	1853.738029892444	peak0
AT5G55950	-2972.315185546875	4133.033073837756	peak4
AT5G55930	-3795.302001953125	1641.3494800877565	peak16
AT5G55920	-3015.322509765625	4011.6619800877565	peak4
AT5G55900	-3258.321044921875	1258.5006031346315	peak0
AT5G55910	-3139.72509765625	1545.778801376819	peak0
AT5G55700	-3450.271728515625	1842.652580673694	peak0
AT5G55620	-2536.7421875	1974.2261890721315	peak4
AT5G55630	-2550.827392578125	2022.9434742283815	peak0
AT5G55850	-3802.437744140625	1916.5882496190065	peak16
AT5G56500	-3261.181884765625	4060.3704761815065	peak8
AT5G56460	-3599.028076171875	1558.356682236194	peak20
AT5G56290	-3308.695556640625	1553.9781421971315	peak0
AT5G56270	-4091.07666015625	2618.5777515721315	peak16
AT5G56260	-3767.67138671875	3231.3470386815065	peak12
AT5G55990	-4130.8037109375	3505.3394703221315	peak8
AT5G56190	-3300.28662109375	4331.629753525256	peak8
AT5G56180	-2647.861083984375	3684.3077320408815	peak4
AT5G56170	-3786.066650390625	1439.337150986194	peak16
AT5G56160	-2839.75048828125	3898.9173511815065	peak4
AT5G56350	-3406.257568359375	3998.4241871190065	peak8
AT5G56900	-3311.76171875	1573.5411304783815	peak0
AT5G56790	-3857.539794921875	1700.118156845569	peak20
AT5G56630	-3654.339599609375	4107.322624619006	peak8
AT5G56860	-3377.529296875	1377.8724293065065	peak0
AT5G56750	-3401.09033203125	1692.297600204944	peak0
AT5G56850	-3417.6220703125	1209.4735035252565	peak20
AT5G56740	-2734.38671875	3613.3170093846315	peak4
AT5G56610	-3956.579345703125	3513.4222339940065	peak12
AT5G57080	-3961.99267578125	2999.6802906346315	peak12
AT5G57050	-3014.77490234375	3869.1607593846315	peak12
AT5G56950	-3325.27392578125	4126.484733994006	peak8
AT5G56870	-3522.053466796875	1934.9893726658815	peak16
AT5G57230	-3919.722900390625	3514.7945484471315	peak12
AT5G57220	-3703.3310546875	1604.338615829944	peak16
AT5G57130	-3469.584228515625	1524.915520126819	peak0
AT5G57180	-2537.537109375	3358.2972339940065	peak4
AT5G57100	-3543.423828125	1822.305412704944	peak0
AT5G57170	-3883.027099609375	1762.9549488377565	peak20
AT5G57110	-4156.80029296875	3502.6573414158815	peak8
AT5G56980	-3103.26611328125	1873.9300464940065	peak0
AT5G57040	-2386.17919921875	3138.9539722752565	peak4
AT5G57280	-2927.655517578125	4059.5125660252565	peak8
AT5G57560	-2956.607421875	1267.2003101658815	peak0
AT5G57490	-3447.693603515625	1634.186027939319	peak0
AT5G57500	-4457.2841796875	3799.2034839940065	peak16
AT5G57660	-2437.050537109375	2693.3846363377565	peak0
AT5G57610	-2438.43359375	3695.9324879002565	peak4
AT5G57590	-2949.359619140625	3942.3011402440065	peak4
AT5G57410	-3728.43212890625	4142.670769150256	peak8
AT5G57440	-3684.6474609375	1924.5916675877565	peak0
AT5G57340	-2381.380126953125	2563.2391285252565	peak4
AT5G57345	-2474.385009765625	2760.8106617283815	peak4
AT5G57360	-3128.557373046875	1765.6556324315065	peak0
AT5G57970	-3433.321044921875	3929.7650074315065	peak12
AT5G57960	-3120.88623046875	1371.488029892444	peak0
AT5G57940	-3458.883544921875	1698.234856064319	peak0
AT5G57850	-3856.102294921875	2047.0262379002565	peak16
AT5G57830	-4466.28369140625	1855.268791611194	peak16
AT5G57785	-3281.19970703125	1496.024162704944	peak0
AT5G57700	-3481.032470703125	3929.3646168065065	peak12
AT5G57780	-2454.70703125	2217.5784839940065	peak4
AT5G57580	-4017.819091796875	2682.2730640721315	peak12
AT5G57630	-3742.677490234375	4232.296257431506	peak8
AT5G58250	-3582.24072265625	4028.6981129002565	peak8
AT5G58240	-3549.58056640625	1705.808586533069	peak0
AT5G58070	-2440.83447265625	3665.2542652440065	peak8
AT5G58150	-3519.865966796875	1460.655022079944	peak0
AT5G58120	-3565.849365234375	1573.477043564319	peak0
AT5G58110	-3444.057861328125	1407.976311142444	peak0
AT5G58090	-3378.489501953125	1738.990959579944	peak0
AT5G58575	-3600.1474609375	1804.533195908069	peak0
AT5G58550	-3153.948974609375	1738.8006519627565	peak0
AT5G58520	-2397.481201171875	1664.1758961033815	peak4
