"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	0.000549058433296178	0.0275749346499858	3.07749667110519
"BZR1_1"	0.000926418696610955	0.0348951042390126	5.642578125
"ABI5"	0.000278063122514126	0.0270015236615094	4.1653964984552
"ABF2"	0.000853309934894767	0.0348951042390126	4.36075471698113
"BEE2"	0.000623555426461136	0.0281847052760433	3.02513089005236
"BIM1"	0.000299037187056171	0.0270015236615094	2.75142857142857
"BIM2"	0.000540971915934835	0.0275749346499858	3.08365577051368
"BIM3"	0.000429087825163311	0.0275749346499858	3.181280110117
"HY5"	0.000358427305241276	0.0270015236615094	10.5054545454545
"PIF1"	0.000351483466240419	0.0270015236615094	6.94471153846154
"PIF4"	0.000313335737612989	0.0270015236615094	4.08958543983822
"MYC3"	0.00035776750688321	0.0270015236615094	3.25980253878702
"UNE10"	0.00116946228651507	0.0406613041157547	3.33163097199341
