"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	5.86950389853724e-07	7.3028858516533e-05	2.34157355410178
"BZR1_1"	0.000117545740958275	0.00483006135574004	3.18928328804348
"ABF3"	0.00072978906029486	0.0206165409533298	3.5661774790838
"ABI5"	9.6940962632566e-07	7.3028858516533e-05	2.84592307347871
"BEE2"	8.59204962171282e-07	7.3028858516533e-05	2.30173002503984
"BHLH34"	0.000334260263365451	0.0116219722339372	2.58100059559261
"BIM2"	5.61375693672681e-07	7.3028858516533e-05	2.34625982539084
"BIM3"	2.79156320325922e-07	7.3028858516533e-05	2.42053921421946
"AT5G45580"	0.00209181014781	0.0472749093405061	3.38339920948617
"HY5"	0.00158955729531253	0.0378147314463823	3.99664031620553
"PIF1"	1.3125587944019e-05	0.000593276575069658	3.92527173913043
"PIF4"	5.94219735462728e-06	0.000298430356032392	2.66712093902493
"PIF5"	0.000201000496690203	0.00757101870866432	2.3650172821539
"MYC3"	7.56421769707379e-07	7.3028858516533e-05	2.39170294965352
"MYC4"	0.000843702831234592	0.0224325693951786	2.36997538966366
"TGA6"	0.00144863421284668	0.03637681467815	3.23919272455463
"TGA7"	0.000401504774632306	0.0129628684381287	3.50862278358028
"UNE10"	2.81575187420033e-06	0.000181817121019793	2.48320320893919
