"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"EE"	7.48967782878381e-08	2.4148549733762e-05	10.8507042253521
"CCA1"	1.41395801773988e-05	0.000798886280023033	5.50285714285714
"At3g09600"	1.29735013203614e-06	8.37717513829048e-05	5.88790760869565
"At5g52660"	6.04263225170331e-07	6.82817444442474e-05	6.42952522255193
"At4g01280"	1.3584573139694e-07	2.4148549733762e-05	5.96654275092937
"AT3G10113"	2.87042949115142e-05	0.0013753131706145	5.00910273081925
"EPR1"	1.06256061895764e-06	8.00462332948087e-05	7.71943887775551
"RVE1"	3.0427282535719e-05	0.0013753131706145	4.97032258064516
"LHY1"	8.98257919636726e-07	8.00462332948087e-05	4.91326530612245
"LCL1"	1.60277984958597e-07	2.4148549733762e-05	7.48445595854922
