"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"BZR1_1"	0.00091336537281557	0.0187655067505744	2.28390066964286
"FHY3"	2.12952631195325e-05	0.000954787921933106	4.61367595818815
"ABF2"	0.000268885637393286	0.00675201711676475	2.07654986522911
"BHLH34"	2.30993994567681e-05	0.000954787921933106	2.35567514677104
"FAR1"	0.000578152789987182	0.0124440505273431	4.20065430752454
"HY5"	1.41074180210894e-05	0.000910936135076058	4.06461038961039
"PIF1"	0.000261761422565119	0.00675201711676475	2.6456043956044
"PIF3"	6.58818869876111e-05	0.00229066253218463	2.46501706484642
"PIF4"	2.86003186261058e-05	0.00107727866824999	2.08652318359093
"MYC4"	9.80488109921806e-05	0.00316557589774755	2.16307277628032
"SPT"	2.32359892505844e-05	0.000954787921933106	2.19612314709236
"UNE10"	1.47582916102883e-06	0.000166768695196258	2.09643445516592
"OBP3"	0.00131858521625404	0.0248333549061177	2.88794983642312
