"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	2.20330182199409e-05	0.00165982070590221	2.47298839642382
"ABF2"	0.000717183086230526	0.0270138962480165	2.85525606469003
"BEE2"	2.84206071345602e-05	0.00183515920354588	2.43090875093493
"BIM1"	0.000143385250918226	0.00657025093810478	2.07448979591837
"BIM2"	2.13873980990658e-05	0.00165982070590221	2.4779376727342
"BIM3"	1.34231854194605e-05	0.00165982070590221	2.55638580277259
"bZIP68_2"	1.97107468801407e-05	0.00165982070590221	2.23936128982249
"AT5G67000"	1.98939227721134e-05	0.00165982070590221	7.85054347826087
"At5g08330"	0.00110493171569356	0.0384176258071913	14.3970099667774
"PIF4"	0.000296978588131506	0.0122031201668582	2.71248013866821
"MYC3"	4.87572601672234e-05	0.00275478519944812	2.47395728390087
"UNE10"	0.000145359534028867	0.00657025093810478	2.5497175806072
"LHY1"	1.03764952806177e-05	0.00165982070590221	3.158527696793
