"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	3.06488951709401e-06	0.000230888343621082	2.04365013315579
"BZR2"	3.22770048035316e-05	0.00122022852855526	2.70986374407583
"BZR1_1"	2.62722728989575e-05	0.00118750673503288	2.99761962890625
"ABI5"	1.31837180650627e-06	0.000182090532090834	2.51039521112255
"ABF2"	1.61142063797198e-06	0.000182090532090834	2.72547169811321
"BEE2"	4.64537706123746e-06	0.000299958633097047	2.00887598167539
"BIM2"	2.91918354980714e-06	0.000230888343621082	2.04774016010674
"BIM3"	1.35679941466398e-06	0.000182090532090834	2.11256882312457
"PIF4"	6.85521431725529e-06	0.000387319608924924	2.37342012133468
"MYC3"	7.38596088392908e-07	0.000182090532090834	2.16471262341326
"MYC4"	0.000233032497931613	0.00752362064750635	2.27122641509434
"UNE10"	3.23954476607592e-05	0.00122022852855526	2.08226935749588
