"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	0.000219396170424862	0.014166724147434	2.44800871565186
"ABI5"	0.000332600777691783	0.0167039501685207	2.97528321318229
"ABF2"	0.00156649816620922	0.0472038114084379	2.97324185248714
"BEE2"	0.000267284466361888	0.0151015723494467	2.4063541170871
"BHLH34"	0.000150824819786298	0.0136345637086813	3.59775840597758
"BIM1"	0.000138393062090944	0.0136345637086813	2.22337662337662
"BIM2"	0.000214393745366943	0.014166724147434	2.45290799927224
"BIM3"	0.000149390124239764	0.0136345637086813	2.5305637239567
"PIF1"	0.000628659994781801	0.0236795264701145	4.41936188811189
"PIF4"	0.000392844881507371	0.0177565886441332	2.9211324570273
"PIF5"	5.02914155398206e-05	0.0136345637086813	3.2966907569418
"MYC3"	0.000112369624109769	0.0136345637086813	2.59302474676241
"MYC4"	0.00156649816620922	0.0472038114084379	2.97324185248714
"SPT"	0.000698085559108474	0.02427189790131	2.99471338239867
"UNE10"	0.000548866913468302	0.0225534404443338	2.59607608207279
