"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"BZR1_1"	1.42892173737224e-05	0.000807340781615313	2.03239780805687
"FHY3"	0.00252183188475052	0.0379956003969079	2.33764882672523
"CAMTA1"	0.00169032453443022	0.0293856419062484	2.5427894380501
"CEJ1"	0.000884560181009726	0.0181736909916544	3.25998645903859
"AT1G44830"	0.000394406673968992	0.00938272719126234	3.60314292841107
"AT3G57600"	0.00235225237852641	0.0366626922446185	2.20171949796375
"AT1G75490"	0.00013591587799412	0.00383962355333388	3.29620853080569
"AT4G18890"	0.00321607543033557	0.0440504877124751	2.47072657948188
"bZIP16"	0.00280890238910771	0.0407798537879833	2.64230481416812
"BPC6"	0.00113325367033392	0.0206260237264098	2.44498984427894
"HY5"	4.43061055448932e-05	0.00166886330885764	2.61391641533822
