"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"EE"	0.000190717611145682	0.0236072945867277	4.18527162977867
"CCA1"	0.000535166958777039	0.0302369331709027	2.83004081632653
"At3g09600"	0.000208914111386971	0.0236072945867277	2.91591614906832
"At5g52660"	8.40485557315355e-05	0.018994973595327	3.18414582450191
"At4g01280"	0.000527010152927	0.0302369331709027	2.65937334041423
"EPR1"	0.000533158841994745	0.0302369331709027	3.3083309476095
"LHY1"	0.000276341263706064	0.0249812502390282	2.5268221574344
"LCL1"	1.65391392572208e-05	0.0074756909442638	3.70658771280533
