"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"bZIP48"	0.00206220751596298	0.0388382415506362	2.91818181818182
"bZIP68_1"	0.000132746784771018	0.00377408153474947	2.85333333333333
"bHLH77"	0.000418839376329768	0.00996396832110817	2.58415094339623
"PIF1"	5.62341564390325e-05	0.00195521836234175	2.03711538461538
"TCP19"	0.00027513289038005	0.00690889258065459	2.79130434782609
"TCP2"	2.29339739693884e-05	0.000942377839469415	2.35836734693878
"TCP20"	0.00202969928859136	0.0388382415506362	2.30658682634731
"GBF6"	0.00257326562126067	0.0447352331080702	3.04105263157895
"GBF3"	0.00206220751596298	0.0388382415506362	2.91818181818182
