"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	0.000196723661727098	0.00900800560504511	2.25506221589605
"ABI5"	8.33828260563676e-05	0.0084105027530766	2.87268724031393
"ABF2"	0.000231581633166653	0.0092944448617947	3.00741704619388
"ARF5"	0.00121826988872567	0.0344161243565001	2.91715050234765
"BEE2"	0.000246755173321983	0.0092944448617947	2.21669073840043
"BHLH34"	0.000100670257562106	0.0084105027530766	3.27520075578649
"BIM1"	6.68458103314696e-05	0.0084105027530766	2.10837438423645
"BIM2"	0.000191579802947156	0.00900800560504511	2.2595753490833
"BIM3"	0.000126430142978749	0.0084105027530766	2.33111042551677
"bZIP68_2"	0.000199292159403653	0.00900800560504511	2.05403483825098
"PIF1"	0.000130251148830832	0.0084105027530766	4.31051061007958
"PIF4"	0.000102640853973258	0.0084105027530766	2.82040375161257
"PIF5"	0.000322109478555301	0.0111994987928458	2.70934930024527
"MYC3"	9.10378067239834e-05	0.0084105027530766	2.38864841204222
"MYC4"	0.00101393952976956	0.0305533778303895	2.75679895901106
"UNE10"	0.000959603557243698	0.0305533778303895	2.29767653240925
