"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	9.58163444009693e-05	0.00618699823846259	2.00357856191744
"BZR1_1"	0.000188879194598988	0.00864551418606504	3.056396484375
"FHY3"	0.00036057482606133	0.0148163473981565	5.13795731707317
"BEE2"	3.94119361045662e-05	0.00593806503975464	2.04826570680628
"BIM2"	9.24907623263403e-05	0.00618699823846259	2.00758839226151
"BIM3"	5.30567566045415e-05	0.00599541349631318	2.07114590502409
"SOC1"	0.000576925607160629	0.0200592595720465	5.68700787401575
"PIF3"	0.000191272437744802	0.00864551418606504	2.87585324232082
"MYC3"	0.00011421443909581	0.00645311580891326	2.03737658674189
"SPT"	0.000416448427794736	0.0156862241136017	2.33338084378563
"UNE10"	7.41875638571938e-06	0.00265369981676287	2.37973640856672
