"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"EE"	8.64892174717899e-10	1.29474880321771e-07	7.35047705588369
"CCA1"	1.14579540107762e-09	1.29474880321771e-07	4.79281105990783
"At3g09600"	2.39066432401681e-08	1.54368610636514e-06	4.30513674614306
"At5g52660"	5.49461283533752e-08	3.1044562519657e-06	4.42461950799273
"At4g01280"	1.17848546177083e-08	8.87792381200691e-07	4.15733301355079
"AT3G10113"	3.56766333755216e-07	1.79175980952619e-05	3.87801501740845
"bZIP43"	6.10362573996073e-05	0.00229903236205188	11.505376344086
"bZIP48"	9.08940579791384e-05	0.00293457958618361	10.5901759530792
"bZIP68_1"	0.000903403831067203	0.0272225687761584	6.47177419354839
"EPR1"	7.40211161155876e-09	6.69150889684912e-07	5.60281854030642
"RVE1"	2.6644883112538e-06	0.00010948624697152	3.60749219562955
"LHY1"	4.32750801626713e-10	9.78016811676371e-08	3.99400921658986
"LCL1"	4.78715270519251e-11	2.16379302274701e-08	5.79441751629617
"GBF6"	2.40531327580553e-06	0.00010872016006641	14.7147707979626
"GBF3"	9.08940579791384e-05	0.00293457958618361	10.5901759530792
