"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"BZR1_1"	0.000148883558488055	0.0061177607669637	2.73579545454545
"ABI5"	0.000276402268568656	0.0089238446709309	2.07368223949068
"ABF2"	0.000122726089149885	0.0058159630088788	2.31252144082333
"HY5"	0.000169417668470074	0.00638139884570612	3.97933884297521
"PIF1"	0.000700184956390932	0.0186166823699236	2.73579545454545
"PIF3"	0.000219163380885581	0.00762014216617559	2.53971455165994
"PIF4"	0.000128671747984044	0.0058159630088788	2.12445996874713
"UNE10"	2.1246935391335e-05	0.00148525850668678	2.09128351055863
