"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"FHY3"	6.75582612222756e-05	0.00169646300402603	2.60975609756098
"ABF3"	0.000145575192422725	0.00299090849886689	2.02523659305994
"AT5G56840"	0.00425524764443989	0.0452912509895015	2.20294117647059
"CAMTA1"	0.0021135682138307	0.0251403377013547	2.29285714285714
"bHLH77"	0.00111272548572923	0.0173431696396418	2.28805031446541
"FAR1"	0.000357249449663401	0.00621064427876375	2.61374045801527
"HY5"	2.80176701462016e-05	0.000791499181630196	2.43181818181818
"PIF1"	2.80401905524063e-06	9.05297580691976e-05	2.10913461538462
"TCP15"	0.000135499720221935	0.00291647016858641	2.55723270440252
"TCP19"	0.00183079940367317	0.0236434665845792	2.32608695652174
"TCP20"	8.74366846744165e-05	0.00208007270909665	2.56287425149701
"PIF7"	0.00457403682427018	0.0459436587682249	2.60975609756098
