"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	0.000142488677384438	0.00805061027222074	3.41944074567244
"BZR2"	0.00134279138700471	0.0466878236097022	5.07109004739337
"ABI5"	9.76116563777658e-05	0.00805061027222074	4.62821833161689
"ABF2"	0.000386210382953227	0.0158697357358963	4.84528301886792
"BEE2"	0.000162659888890291	0.00816914108649017	3.36125654450262
"BIM1"	4.23234349531917e-05	0.00805061027222074	3.05714285714286
"BIM2"	0.000140306677806926	0.00805061027222074	3.42628418945964
"BIM3"	0.000110283246179855	0.00805061027222074	3.53475567790778
"bZIP68_2"	0.000684591171285413	0.0257862674517506	2.78676071622355
"HY5"	0.000221651294254579	0.010018638500307	11.6727272727273
"PIF4"	0.000110341981890471	0.00805061027222074	4.54398382204247
"MYC3"	9.13248528078626e-05	0.00805061027222074	3.62200282087447
"UNE10"	2.73260603354915e-05	0.00805061027222074	4.23064250411862
