"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"EE"	1.08895939786498e-05	0.000703156639764245	4.34028169014084
"CCA1"	3.41800899518387e-07	2.57490010970519e-05	3.48514285714286
"At3g09600"	7.13761691473149e-15	2.86092232153393e-12	4.88478260869565
"At5g52660"	9.79334949815962e-14	8.8531879463363e-12	4.95311572700297
"At4g01280"	7.81882902219527e-14	8.83527679508066e-12	4.45501858736059
"EPR1"	7.01586716790033e-05	0.00396396494986369	3.34509018036072
"PIF1"	0.00108733294697046	0.0446794992755133	3.08653846153846
"RVE1"	0.000136575700846546	0.00685913519807097	2.65083870967742
"LHY1"	1.26589483253714e-14	2.86092232153393e-12	4.06163265306123
"LCL1"	2.97746722178198e-14	4.48605061415152e-12	5.5440414507772
