"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	0.000306294864531139	0.0170541527717318	3.84687083888149
"BZR1_1"	0.000790891295187524	0.0297902387853967	7.5234375
"ABF2"	0.000259294708302977	0.0170541527717318	6.05660377358491
"BEE2"	0.000339573838375191	0.0170541527717318	3.78141361256544
"BIM1"	0.0012183814549163	0.0423621859709361	3.05714285714286
"BIM2"	0.000302636436809326	0.0170541527717318	3.85456971314209
"BIM3"	0.00025093843055061	0.0170541527717318	3.97660013764625
"PIF1"	1.06768388883837e-05	0.00160864372584982	11.5745192307692
"PIF4"	0.000750007657370401	0.0297902387853967	4.8685540950455
"MYC3"	0.000216730448840676	0.0170541527717318	4.07475317348378
"WRKY12"	2.77137432441475e-06	0.000626330597317733	8.41048034934498
"WRKY38"	2.77137432441475e-06	0.000626330597317733	8.41048034934498
"WRKY45"	0.000387857441899137	0.017531156373841	9.04225352112676
