"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	3.91241160361845e-06	0.000252630006405077	2.61037664066958
"BZR2"	0.000483875334642714	0.0154408544067489	3.25998645903859
"BZR1_1"	8.26170830130412e-05	0.00373429215218946	4.03041294642857
"ABI5"	5.09359391769453e-05	0.00255811605644214	2.97528321318229
"ABF2"	4.8017606457665e-06	0.000271299476485807	3.63396226415094
"BEE2"	8.03892364117635e-07	0.000181679674290586	2.70100972326103
"BIM1"	7.88573469827209e-07	0.000181679674290586	2.40204081632653
"BIM2"	3.78778127638744e-06	0.000252630006405077	2.61560087677499
"BIM3"	2.28210692256467e-06	0.000252630006405077	2.69840723625996
"bZIP68_2"	3.37185559947678e-06	0.000252630006405077	2.35132935431362
"bZIP44"	0.00203054737416424	0.0483056533222231	11.6805929919137
"bZIP53"	0.00192182434585575	0.0482591446848221	11.9052197802198
"bZIP68_1"	0.000554922371753609	0.0154408544067489	7.16517857142857
"HY5"	0.000530246884303119	0.0154408544067489	5.62792207792208
"PIF1"	0.000580740099368873	0.0154408544067489	3.96840659340659
"PIF4"	0.000296978588131506	0.0103257170642647	2.71248013866821
"MYC3"	1.53136870032899e-06	0.000230726217516235	2.76501108200685
"MYC4"	0.000154918012707112	0.00583524514530123	3.11482479784367
"UNE10"	0.000145359534028867	0.00583524514530123	2.5497175806072
