"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"ABF3"	4.16539236896034e-05	0.00117672334423129	2.48061523528643
"ABF2"	1.2217500418816e-07	1.17980034257856e-05	2.10726805850173
"AT5G45580"	0.00246208907085117	0.0397451521437402	2.07208176438946
"AT2G01060"	0.00197466112583951	0.0357018731551784	2.94735768210569
"HY5"	1.90159109435347e-05	0.000573012783098512	2.95271651425498
"PIF1"	2.70378767385518e-06	0.000111101093507504	2.46557806099226
"TCP15"	0.000709272072750869	0.0152662369944473	2.79535558780842
"TCP19"	0.000657695428601265	0.0148639166863886	2.97298687934139
"TCP20"	0.000342119533403403	0.00813884363675465	2.86617297948482
"PIF7"	0.000121767005660777	0.00323756979756889	4.16943281858854
