"p.value"	"enrichment"	"gene.table"
"1"	1.72961194654017e-45	12.8981070193696	"AT1G01430"
"2"	1.72961194654017e-45	12.8981070193696	"AT1G01490"
"3"	1.72961194654017e-45	12.8981070193696	"AT1G04950"
"4"	1.72961194654017e-45	12.8981070193696	"AT1G08800"
"5"	1.72961194654017e-45	12.8981070193696	"AT1G12500"
"6"	1.72961194654017e-45	12.8981070193696	"AT1G13700"
"7"	1.72961194654017e-45	12.8981070193696	"AT1G17200"
"8"	1.72961194654017e-45	12.8981070193696	"AT1G23390"
"9"	1.72961194654017e-45	12.8981070193696	"AT1G35580"
"10"	1.72961194654017e-45	12.8981070193696	"AT1G50040"
"11"	1.72961194654017e-45	12.8981070193696	"AT1G64530"
"12"	1.72961194654017e-45	12.8981070193696	"AT1G66180"
"13"	1.72961194654017e-45	12.8981070193696	"AT1G70180"
"14"	1.72961194654017e-45	12.8981070193696	"AT1G71020"
"15"	1.72961194654017e-45	12.8981070193696	"AT1G73660"
"16"	1.72961194654017e-45	12.8981070193696	"AT1G75660"
"17"	1.72961194654017e-45	12.8981070193696	"AT1G76490"
"18"	1.72961194654017e-45	12.8981070193696	"AT2G01850"
"19"	1.72961194654017e-45	12.8981070193696	"AT2G07360"
"20"	1.72961194654017e-45	12.8981070193696	"AT2G15240"
"21"	1.72961194654017e-45	12.8981070193696	"AT2G17880"
"22"	1.72961194654017e-45	12.8981070193696	"AT2G25070"
"23"	1.72961194654017e-45	12.8981070193696	"AT2G33230"
"24"	1.72961194654017e-45	12.8981070193696	"AT2G33340"
"25"	1.72961194654017e-45	12.8981070193696	"AT2G35690"
"26"	1.72961194654017e-45	12.8981070193696	"AT2G42490"
"27"	1.72961194654017e-45	12.8981070193696	"AT2G42750"
"28"	1.72961194654017e-45	12.8981070193696	"AT2G43680"
"29"	1.72961194654017e-45	12.8981070193696	"AT2G47940"
"30"	1.72961194654017e-45	12.8981070193696	"AT3G02170"
"31"	1.72961194654017e-45	12.8981070193696	"AT3G04740"
"32"	1.72961194654017e-45	12.8981070193696	"AT3G07350"
"33"	1.72961194654017e-45	12.8981070193696	"AT3G09770"
"34"	1.72961194654017e-45	12.8981070193696	"AT3G10230"
"35"	1.72961194654017e-45	12.8981070193696	"AT3G10740"
"36"	1.72961194654017e-45	12.8981070193696	"AT3G19570"
"37"	1.72961194654017e-45	12.8981070193696	"AT3G23640"
"38"	1.72961194654017e-45	12.8981070193696	"AT3G55580"
"39"	1.72961194654017e-45	12.8981070193696	"AT3G56240"
"40"	1.72961194654017e-45	12.8981070193696	"AT3G58040"
"41"	1.72961194654017e-45	12.8981070193696	"AT3G61430"
"42"	1.72961194654017e-45	12.8981070193696	"AT4G00750"
"43"	1.72961194654017e-45	12.8981070193696	"AT4G16110"
"44"	1.72961194654017e-45	12.8981070193696	"AT4G16480"
"45"	1.72961194654017e-45	12.8981070193696	"AT4G16780"
"46"	1.72961194654017e-45	12.8981070193696	"AT4G19380"
"47"	1.72961194654017e-45	12.8981070193696	"AT4G24020"
"48"	1.72961194654017e-45	12.8981070193696	"AT4G31250"
"49"	1.72961194654017e-45	12.8981070193696	"AT4G35090"
"50"	1.72961194654017e-45	12.8981070193696	"AT4G36860"
"51"	1.72961194654017e-45	12.8981070193696	"AT5G01980"
"52"	1.72961194654017e-45	12.8981070193696	"AT5G02250"
"53"	1.72961194654017e-45	12.8981070193696	"AT5G19580"
"54"	1.72961194654017e-45	12.8981070193696	"AT5G44020"
"55"	1.72961194654017e-45	12.8981070193696	"AT5G47110"
"56"	1.72961194654017e-45	12.8981070193696	"AT5G51890"
"57"	1.72961194654017e-45	12.8981070193696	"AT5G64813"
