"p.value"	"enrichment"	"gene.table"
"1"	1.40234389872314e-84	12.4138475581589	"AT1G01250"
"2"	1.40234389872314e-84	12.4138475581589	"AT1G04650"
"3"	1.40234389872314e-84	12.4138475581589	"AT1G11130"
"4"	1.40234389872314e-84	12.4138475581589	"AT1G11960"
"5"	1.40234389872314e-84	12.4138475581589	"AT1G13210"
"6"	1.40234389872314e-84	12.4138475581589	"AT1G13470"
"7"	1.40234389872314e-84	12.4138475581589	"AT1G14440"
"8"	1.40234389872314e-84	12.4138475581589	"AT1G15100"
"9"	1.40234389872314e-84	12.4138475581589	"AT1G15470"
"10"	1.40234389872314e-84	12.4138475581589	"AT1G16520"
"11"	1.40234389872314e-84	12.4138475581589	"AT1G17420"
"12"	1.40234389872314e-84	12.4138475581589	"AT1G17460"
"13"	1.40234389872314e-84	12.4138475581589	"AT1G31850"
"14"	1.40234389872314e-84	12.4138475581589	"AT1G53645"
"15"	1.40234389872314e-84	12.4138475581589	"AT1G56650"
"16"	1.40234389872314e-84	12.4138475581589	"AT1G59990"
"17"	1.40234389872314e-84	12.4138475581589	"AT1G64390"
"18"	1.40234389872314e-84	12.4138475581589	"AT1G67360"
"19"	1.40234389872314e-84	12.4138475581589	"AT1G67810"
"20"	1.40234389872314e-84	12.4138475581589	"AT1G75710"
"21"	1.40234389872314e-84	12.4138475581589	"AT1G78670"
"22"	1.40234389872314e-84	12.4138475581589	"AT1G78995"
"23"	1.40234389872314e-84	12.4138475581589	"AT1G80290"
"24"	1.40234389872314e-84	12.4138475581589	"AT2G01060"
"25"	1.40234389872314e-84	12.4138475581589	"AT2G02590"
"26"	1.40234389872314e-84	12.4138475581589	"AT2G04530"
"27"	1.40234389872314e-84	12.4138475581589	"AT2G14170"
"28"	1.40234389872314e-84	12.4138475581589	"AT2G15050"
"29"	1.40234389872314e-84	12.4138475581589	"AT2G25355"
"30"	1.40234389872314e-84	12.4138475581589	"AT2G25720"
"31"	1.40234389872314e-84	12.4138475581589	"AT2G26900"
"32"	1.40234389872314e-84	12.4138475581589	"AT2G29390"
"33"	1.40234389872314e-84	12.4138475581589	"AT2G34650"
"34"	1.40234389872314e-84	12.4138475581589	"AT2G36330"
"35"	1.40234389872314e-84	12.4138475581589	"AT2G43530"
"36"	1.40234389872314e-84	12.4138475581589	"AT2G46500"
"37"	1.40234389872314e-84	12.4138475581589	"AT3G02010"
"38"	1.40234389872314e-84	12.4138475581589	"AT3G02060"
"39"	1.40234389872314e-84	12.4138475581589	"AT3G03060"
"40"	1.40234389872314e-84	12.4138475581589	"AT3G03770"
"41"	1.40234389872314e-84	12.4138475581589	"AT3G05970"
"42"	1.40234389872314e-84	12.4138475581589	"AT3G06860"
"43"	1.40234389872314e-84	12.4138475581589	"AT3G06930"
"44"	1.40234389872314e-84	12.4138475581589	"AT3G10410"
"45"	1.40234389872314e-84	12.4138475581589	"AT3G10690"
"46"	1.40234389872314e-84	12.4138475581589	"AT3G15000"
"47"	1.40234389872314e-84	12.4138475581589	"AT3G15020"
"48"	1.40234389872314e-84	12.4138475581589	"AT3G25545"
"49"	1.40234389872314e-84	12.4138475581589	"AT3G26782"
"50"	1.40234389872314e-84	12.4138475581589	"AT3G46620"
"51"	1.40234389872314e-84	12.4138475581589	"AT3G49350"
"52"	1.40234389872314e-84	12.4138475581589	"AT3G49710"
"53"	1.40234389872314e-84	12.4138475581589	"AT3G52870"
"54"	1.40234389872314e-84	12.4138475581589	"AT3G53020"
"55"	1.40234389872314e-84	12.4138475581589	"AT3G53560"
"56"	1.40234389872314e-84	12.4138475581589	"AT3G54750"
"57"	1.40234389872314e-84	12.4138475581589	"AT3G56090"
"58"	1.40234389872314e-84	12.4138475581589	"AT3G63170"
"59"	1.40234389872314e-84	12.4138475581589	"AT4G01700"
"60"	1.40234389872314e-84	12.4138475581589	"AT4G01810"
"61"	1.40234389872314e-84	12.4138475581589	"AT4G03010"
"62"	1.40234389872314e-84	12.4138475581589	"AT4G03080"
"63"	1.40234389872314e-84	12.4138475581589	"AT4G04870"
"64"	1.40234389872314e-84	12.4138475581589	"AT4G11000"
"65"	1.40234389872314e-84	12.4138475581589	"AT4G11560"
"66"	1.40234389872314e-84	12.4138475581589	"AT4G13510"
"67"	1.40234389872314e-84	12.4138475581589	"AT4G15410"
"68"	1.40234389872314e-84	12.4138475581589	"AT4G16430"
"69"	1.40234389872314e-84	12.4138475581589	"AT4G17140"
"70"	1.40234389872314e-84	12.4138475581589	"AT4G23180"
"71"	1.40234389872314e-84	12.4138475581589	"AT4G24470"
"72"	1.40234389872314e-84	12.4138475581589	"AT4G26080"
"73"	1.40234389872314e-84	12.4138475581589	"AT4G27230"
"74"	1.40234389872314e-84	12.4138475581589	"AT4G35030"
"75"	1.40234389872314e-84	12.4138475581589	"AT4G35750"
"76"	1.40234389872314e-84	12.4138475581589	"AT4G36210"
"77"	1.40234389872314e-84	12.4138475581589	"AT4G39190"
"78"	1.40234389872314e-84	12.4138475581589	"AT4G39730"
"79"	1.40234389872314e-84	12.4138475581589	"AT5G01850"
"80"	1.40234389872314e-84	12.4138475581589	"AT5G02490"
"81"	1.40234389872314e-84	12.4138475581589	"AT5G03720"
"82"	1.40234389872314e-84	12.4138475581589	"AT5G07340"
"83"	1.40234389872314e-84	12.4138475581589	"AT5G08510"
"84"	1.40234389872314e-84	12.4138475581589	"AT5G13270"
"85"	1.40234389872314e-84	12.4138475581589	"AT5G13840"
"86"	1.40234389872314e-84	12.4138475581589	"AT5G17520"
"87"	1.40234389872314e-84	12.4138475581589	"AT5G19380"
"88"	1.40234389872314e-84	12.4138475581589	"AT5G20935"
"89"	1.40234389872314e-84	12.4138475581589	"AT5G36890"
"90"	1.40234389872314e-84	12.4138475581589	"AT5G39350"
"91"	1.40234389872314e-84	12.4138475581589	"AT5G42650"
"92"	1.40234389872314e-84	12.4138475581589	"AT5G46520"
"93"	1.40234389872314e-84	12.4138475581589	"AT5G49160"
"94"	1.40234389872314e-84	12.4138475581589	"AT5G52190"
"95"	1.40234389872314e-84	12.4138475581589	"AT5G52840"
"96"	1.40234389872314e-84	12.4138475581589	"AT5G54900"
"97"	1.40234389872314e-84	12.4138475581589	"AT5G54930"
"98"	1.40234389872314e-84	12.4138475581589	"AT5G55280"
"99"	1.40234389872314e-84	12.4138475581589	"AT5G57700"
"100"	1.40234389872314e-84	12.4138475581589	"AT5G61510"
"101"	1.40234389872314e-84	12.4138475581589	"AT5G62680"
"102"	1.40234389872314e-84	12.4138475581589	"AT5G65630"
"103"	1.40234389872314e-84	12.4138475581589	"AT5G66320"
"104"	1.40234389872314e-84	12.4138475581589	"AT5G66950"
"105"	1.40234389872314e-84	12.4138475581589	"AT5G67500"
