"p.value"	"enrichment"	"gene.table"
"48"	1.38344473759055e-120	12.3079518920987	"AT2G24540"
"49"	1.38344473759055e-120	12.3079518920987	"AT2G25070"
"50"	1.38344473759055e-120	12.3079518920987	"AT2G25430"
"51"	1.38344473759055e-120	12.3079518920987	"AT2G25530"
"52"	1.38344473759055e-120	12.3079518920987	"AT2G30470"
"53"	1.38344473759055e-120	12.3079518920987	"AT2G31160"
"54"	1.38344473759055e-120	12.3079518920987	"AT2G33230"
"55"	1.38344473759055e-120	12.3079518920987	"AT2G33340"
"56"	1.38344473759055e-120	12.3079518920987	"AT2G35690"
"57"	1.38344473759055e-120	12.3079518920987	"AT2G36950"
"58"	1.38344473759055e-120	12.3079518920987	"AT2G42490"
"59"	1.38344473759055e-120	12.3079518920987	"AT2G42750"
"60"	1.38344473759055e-120	12.3079518920987	"AT2G43680"
"61"	1.38344473759055e-120	12.3079518920987	"AT2G45800"
"62"	1.38344473759055e-120	12.3079518920987	"AT2G46210"
"63"	1.38344473759055e-120	12.3079518920987	"AT2G46735"
"64"	1.38344473759055e-120	12.3079518920987	"AT2G46830"
"65"	1.38344473759055e-120	12.3079518920987	"AT2G47700"
"66"	1.38344473759055e-120	12.3079518920987	"AT2G47940"
"67"	1.38344473759055e-120	12.3079518920987	"AT3G01430"
"68"	1.38344473759055e-120	12.3079518920987	"AT3G02170"
"69"	1.38344473759055e-120	12.3079518920987	"AT3G03380"
"70"	1.38344473759055e-120	12.3079518920987	"AT3G04740"
"71"	1.38344473759055e-120	12.3079518920987	"AT3G07350"
"72"	1.38344473759055e-120	12.3079518920987	"AT3G09770"
"73"	1.38344473759055e-120	12.3079518920987	"AT3G10230"
"74"	1.38344473759055e-120	12.3079518920987	"AT3G10340"
"75"	1.38344473759055e-120	12.3079518920987	"AT3G10740"
"76"	1.38344473759055e-120	12.3079518920987	"AT3G11700"
"77"	1.38344473759055e-120	12.3079518920987	"AT3G16310"
"78"	1.38344473759055e-120	12.3079518920987	"AT3G18780"
"79"	1.38344473759055e-120	12.3079518920987	"AT3G19100"
"80"	1.38344473759055e-120	12.3079518920987	"AT3G19570"
"81"	1.38344473759055e-120	12.3079518920987	"AT3G19910"
"82"	1.38344473759055e-120	12.3079518920987	"AT3G21865"
"83"	1.38344473759055e-120	12.3079518920987	"AT3G23640"
"84"	1.38344473759055e-120	12.3079518920987	"AT3G24550"
"85"	1.38344473759055e-120	12.3079518920987	"AT3G27190"
"86"	1.38344473759055e-120	12.3079518920987	"AT3G44610"
"87"	1.38344473759055e-120	12.3079518920987	"AT3G50740"
"88"	1.38344473759055e-120	12.3079518920987	"AT3G50790"
"89"	1.38344473759055e-120	12.3079518920987	"AT3G55580"
"90"	1.38344473759055e-120	12.3079518920987	"AT3G56240"
"91"	1.38344473759055e-120	12.3079518920987	"AT3G56360"
"92"	1.38344473759055e-120	12.3079518920987	"AT3G58040"
"93"	1.38344473759055e-120	12.3079518920987	"AT3G60910"
"94"	1.38344473759055e-120	12.3079518920987	"AT3G61430"
"95"	1.38344473759055e-120	12.3079518920987	"AT3G62980"
"96"	1.38344473759055e-120	12.3079518920987	"AT3G63500"
"97"	1.38344473759055e-120	12.3079518920987	"AT4G00050"
"98"	1.38344473759055e-120	12.3079518920987	"AT4G00730"
"99"	1.38344473759055e-120	12.3079518920987	"AT4G00750"
"100"	1.38344473759055e-120	12.3079518920987	"AT4G14300"
"101"	1.38344473759055e-120	12.3079518920987	"AT4G16110"
"102"	1.38344473759055e-120	12.3079518920987	"AT4G16480"
"103"	1.38344473759055e-120	12.3079518920987	"AT4G16780"
"104"	1.38344473759055e-120	12.3079518920987	"AT4G17090"
"105"	1.38344473759055e-120	12.3079518920987	"AT4G19200"
"106"	1.38344473759055e-120	12.3079518920987	"AT4G19380"
"107"	1.38344473759055e-120	12.3079518920987	"AT4G20870"
"108"	1.38344473759055e-120	12.3079518920987	"AT4G24020"
"109"	1.38344473759055e-120	12.3079518920987	"AT4G24260"
"110"	1.38344473759055e-120	12.3079518920987	"AT4G24760"
"111"	1.38344473759055e-120	12.3079518920987	"AT4G27880"
"112"	1.38344473759055e-120	12.3079518920987	"AT4G29380"
"113"	1.38344473759055e-120	12.3079518920987	"AT4G31080"
"114"	1.38344473759055e-120	12.3079518920987	"AT4G31250"
"115"	1.38344473759055e-120	12.3079518920987	"AT4G35090"
"116"	1.38344473759055e-120	12.3079518920987	"AT4G36860"
"117"	1.38344473759055e-120	12.3079518920987	"AT5G01240"
"118"	1.38344473759055e-120	12.3079518920987	"AT5G01980"
"119"	1.38344473759055e-120	12.3079518920987	"AT5G02250"
"120"	1.38344473759055e-120	12.3079518920987	"AT5G03555"
"121"	1.38344473759055e-120	12.3079518920987	"AT5G05140"
"122"	1.38344473759055e-120	12.3079518920987	"AT5G09320"
"123"	1.38344473759055e-120	12.3079518920987	"AT5G12010"
"124"	1.38344473759055e-120	12.3079518920987	"AT5G12840"
"125"	1.38344473759055e-120	12.3079518920987	"AT5G12850"
"126"	1.38344473759055e-120	12.3079518920987	"AT5G13100"
"127"	1.38344473759055e-120	12.3079518920987	"AT5G13770"
"128"	1.38344473759055e-120	12.3079518920987	"AT5G14240"
"129"	1.38344473759055e-120	12.3079518920987	"AT5G14540"
"130"	1.38344473759055e-120	12.3079518920987	"AT5G18650"
"131"	1.38344473759055e-120	12.3079518920987	"AT5G18670"
"132"	1.38344473759055e-120	12.3079518920987	"AT5G19580"
"133"	1.38344473759055e-120	12.3079518920987	"AT5G35330"
"134"	1.38344473759055e-120	12.3079518920987	"AT5G42100"
"135"	1.38344473759055e-120	12.3079518920987	"AT5G42820"
"136"	1.38344473759055e-120	12.3079518920987	"AT5G44020"
"137"	1.38344473759055e-120	12.3079518920987	"AT5G47110"
"138"	1.38344473759055e-120	12.3079518920987	"AT5G51720"
"139"	1.38344473759055e-120	12.3079518920987	"AT5G51890"
"140"	1.38344473759055e-120	12.3079518920987	"AT5G57360"
"141"	1.38344473759055e-120	12.3079518920987	"AT5G58110"
"142"	1.38344473759055e-120	12.3079518920987	"AT5G58950"
"143"	1.38344473759055e-120	12.3079518920987	"AT5G59960"
"144"	1.38344473759055e-120	12.3079518920987	"AT5G64813"
"145"	1.38344473759055e-120	12.3079518920987	"AT5G66770"
