"p.value"	"enrichment"	"gene.table"
"1"	1.65111086405846e-62	11.854652351334	"AT1G02460"
"2"	1.65111086405846e-62	11.854652351334	"AT1G08610"
"3"	1.65111086405846e-62	11.854652351334	"AT1G12990"
"4"	1.65111086405846e-62	11.854652351334	"AT1G15310"
"5"	1.65111086405846e-62	11.854652351334	"AT1G18470"
"6"	1.65111086405846e-62	11.854652351334	"AT1G20930"
"7"	1.65111086405846e-62	11.854652351334	"AT1G21670"
"8"	1.65111086405846e-62	11.854652351334	"AT1G21730"
"9"	1.65111086405846e-62	11.854652351334	"AT1G21880"
"10"	1.65111086405846e-62	11.854652351334	"AT1G29940"
"11"	1.65111086405846e-62	11.854652351334	"AT1G32860"
"12"	1.65111086405846e-62	11.854652351334	"AT1G34350"
"13"	1.65111086405846e-62	11.854652351334	"AT1G47890"
"14"	1.65111086405846e-62	11.854652351334	"AT1G49540"
"15"	1.65111086405846e-62	11.854652351334	"AT1G53100"
"16"	1.65111086405846e-62	11.854652351334	"AT1G59870"
"17"	1.65111086405846e-62	11.854652351334	"AT1G62430"
"18"	1.65111086405846e-62	11.854652351334	"AT1G64650"
"19"	1.65111086405846e-62	11.854652351334	"AT1G72160"
"20"	1.65111086405846e-62	11.854652351334	"AT2G02100"
"21"	1.65111086405846e-62	11.854652351334	"AT2G14080"
"22"	1.65111086405846e-62	11.854652351334	"AT2G16790"
"23"	1.65111086405846e-62	11.854652351334	"AT2G17250"
"24"	1.65111086405846e-62	11.854652351334	"AT2G21790"
"25"	1.65111086405846e-62	11.854652351334	"AT2G28720"
"26"	1.65111086405846e-62	11.854652351334	"AT2G33500"
"27"	1.65111086405846e-62	11.854652351334	"AT2G34090"
"28"	1.65111086405846e-62	11.854652351334	"AT2G34570"
"29"	1.65111086405846e-62	11.854652351334	"AT2G34640"
"30"	1.65111086405846e-62	11.854652351334	"AT2G37585"
"31"	1.65111086405846e-62	11.854652351334	"AT2G42790"
"32"	1.65111086405846e-62	11.854652351334	"AT2G48060"
"33"	1.65111086405846e-62	11.854652351334	"AT3G05130"
"34"	1.65111086405846e-62	11.854652351334	"AT3G06980"
"35"	1.65111086405846e-62	11.854652351334	"AT3G07630"
"36"	1.65111086405846e-62	11.854652351334	"AT3G09210"
"37"	1.65111086405846e-62	11.854652351334	"AT3G11250"
"38"	1.65111086405846e-62	11.854652351334	"AT3G17830"
"39"	1.65111086405846e-62	11.854652351334	"AT3G21300"
"40"	1.65111086405846e-62	11.854652351334	"AT3G25140"
"41"	1.65111086405846e-62	11.854652351334	"AT3G27300"
"42"	1.65111086405846e-62	11.854652351334	"AT3G29320"
"43"	1.65111086405846e-62	11.854652351334	"AT3G29400"
"44"	1.65111086405846e-62	11.854652351334	"AT3G47380"
"45"	1.65111086405846e-62	11.854652351334	"AT3G47530"
"46"	1.65111086405846e-62	11.854652351334	"AT3G53990"
"47"	1.65111086405846e-62	11.854652351334	"AT3G54790"
"48"	1.65111086405846e-62	11.854652351334	"AT3G54890"
"49"	1.65111086405846e-62	11.854652351334	"AT3G57870"
"50"	1.65111086405846e-62	11.854652351334	"AT3G59870"
"51"	1.65111086405846e-62	11.854652351334	"AT3G61360"
"52"	1.65111086405846e-62	11.854652351334	"AT4G02550"
"53"	1.65111086405846e-62	11.854652351334	"AT4G09020"
"54"	1.65111086405846e-62	11.854652351334	"AT4G12070"
"55"	1.65111086405846e-62	11.854652351334	"AT4G12600"
"56"	1.65111086405846e-62	11.854652351334	"AT4G15955"
"57"	1.65111086405846e-62	11.854652351334	"AT4G20020"
"58"	1.65111086405846e-62	11.854652351334	"AT4G20430"
"59"	1.65111086405846e-62	11.854652351334	"AT4G25240"
"60"	1.65111086405846e-62	11.854652351334	"AT4G25970"
"61"	1.65111086405846e-62	11.854652351334	"AT4G27010"
"62"	1.65111086405846e-62	11.854652351334	"AT4G29510"
"63"	1.65111086405846e-62	11.854652351334	"AT4G30660"
"64"	1.65111086405846e-62	11.854652351334	"AT4G34250"
"65"	1.65111086405846e-62	11.854652351334	"AT4G35790"
"66"	1.65111086405846e-62	11.854652351334	"AT4G39170"
"67"	1.65111086405846e-62	11.854652351334	"AT5G02190"
"68"	1.65111086405846e-62	11.854652351334	"AT5G02820"
"69"	1.65111086405846e-62	11.854652351334	"AT5G09840"
"70"	1.65111086405846e-62	11.854652351334	"AT5G10790"
"71"	1.65111086405846e-62	11.854652351334	"AT5G11040"
"72"	1.65111086405846e-62	11.854652351334	"AT5G14970"
"73"	1.65111086405846e-62	11.854652351334	"AT5G18440"
"74"	1.65111086405846e-62	11.854652351334	"AT5G40480"
"75"	1.65111086405846e-62	11.854652351334	"AT5G46920"
"76"	1.65111086405846e-62	11.854652351334	"AT5G48310"
"77"	1.65111086405846e-62	11.854652351334	"AT5G49760"
"78"	1.65111086405846e-62	11.854652351334	"AT5G58960"
"79"	1.65111086405846e-62	11.854652351334	"AT5G62640"
"80"	1.65111086405846e-62	11.854652351334	"AT5G63800"
"81"	1.65111086405846e-62	11.854652351334	"AT5G64330"
