"p.value"	"enrichment"	"gene.table"
"1"	6.54052683606863e-45	11.8051147593287	"AT1G04650"
"2"	6.54052683606863e-45	11.8051147593287	"AT1G13470"
"3"	6.54052683606863e-45	11.8051147593287	"AT1G14440"
"4"	6.54052683606863e-45	11.8051147593287	"AT1G15470"
"5"	6.54052683606863e-45	11.8051147593287	"AT1G17420"
"6"	6.54052683606863e-45	11.8051147593287	"AT1G17460"
"7"	6.54052683606863e-45	11.8051147593287	"AT1G53645"
"8"	6.54052683606863e-45	11.8051147593287	"AT1G56650"
"9"	6.54052683606863e-45	11.8051147593287	"AT1G59990"
"10"	6.54052683606863e-45	11.8051147593287	"AT1G64390"
"11"	6.54052683606863e-45	11.8051147593287	"AT1G67360"
"12"	6.54052683606863e-45	11.8051147593287	"AT1G75710"
"13"	6.54052683606863e-45	11.8051147593287	"AT1G78670"
"14"	6.54052683606863e-45	11.8051147593287	"AT2G02590"
"15"	6.54052683606863e-45	11.8051147593287	"AT2G04530"
"16"	6.54052683606863e-45	11.8051147593287	"AT2G15050"
"17"	6.54052683606863e-45	11.8051147593287	"AT2G25355"
"18"	6.54052683606863e-45	11.8051147593287	"AT2G25720"
"19"	6.54052683606863e-45	11.8051147593287	"AT2G26900"
"20"	6.54052683606863e-45	11.8051147593287	"AT2G34650"
"21"	6.54052683606863e-45	11.8051147593287	"AT2G36330"
"22"	6.54052683606863e-45	11.8051147593287	"AT2G43530"
"23"	6.54052683606863e-45	11.8051147593287	"AT3G02010"
"24"	6.54052683606863e-45	11.8051147593287	"AT3G02060"
"25"	6.54052683606863e-45	11.8051147593287	"AT3G03060"
"26"	6.54052683606863e-45	11.8051147593287	"AT3G06860"
"27"	6.54052683606863e-45	11.8051147593287	"AT3G06930"
"28"	6.54052683606863e-45	11.8051147593287	"AT3G10690"
"29"	6.54052683606863e-45	11.8051147593287	"AT3G15020"
"30"	6.54052683606863e-45	11.8051147593287	"AT3G49710"
"31"	6.54052683606863e-45	11.8051147593287	"AT3G52870"
"32"	6.54052683606863e-45	11.8051147593287	"AT3G53020"
"33"	6.54052683606863e-45	11.8051147593287	"AT3G53560"
"34"	6.54052683606863e-45	11.8051147593287	"AT3G54750"
"35"	6.54052683606863e-45	11.8051147593287	"AT3G56090"
"36"	6.54052683606863e-45	11.8051147593287	"AT4G01700"
"37"	6.54052683606863e-45	11.8051147593287	"AT4G03080"
"38"	6.54052683606863e-45	11.8051147593287	"AT4G11560"
"39"	6.54052683606863e-45	11.8051147593287	"AT4G15410"
"40"	6.54052683606863e-45	11.8051147593287	"AT4G23180"
"41"	6.54052683606863e-45	11.8051147593287	"AT4G26080"
"42"	6.54052683606863e-45	11.8051147593287	"AT4G27230"
"43"	6.54052683606863e-45	11.8051147593287	"AT4G39190"
"44"	6.54052683606863e-45	11.8051147593287	"AT4G39730"
"45"	6.54052683606863e-45	11.8051147593287	"AT5G01850"
"46"	6.54052683606863e-45	11.8051147593287	"AT5G02490"
"47"	6.54052683606863e-45	11.8051147593287	"AT5G03720"
"48"	6.54052683606863e-45	11.8051147593287	"AT5G07340"
"49"	6.54052683606863e-45	11.8051147593287	"AT5G08510"
"50"	6.54052683606863e-45	11.8051147593287	"AT5G13840"
"51"	6.54052683606863e-45	11.8051147593287	"AT5G17520"
"52"	6.54052683606863e-45	11.8051147593287	"AT5G36890"
"53"	6.54052683606863e-45	11.8051147593287	"AT5G42650"
"54"	6.54052683606863e-45	11.8051147593287	"AT5G49160"
"55"	6.54052683606863e-45	11.8051147593287	"AT5G54900"
"56"	6.54052683606863e-45	11.8051147593287	"AT5G55280"
"57"	6.54052683606863e-45	11.8051147593287	"AT5G57700"
"58"	6.54052683606863e-45	11.8051147593287	"AT5G65630"
"59"	6.54052683606863e-45	11.8051147593287	"AT5G67500"
