"p.value"	"enrichment"	"gene.table"
"1"	3.65507089398538e-30	12.7471125440967	"AT1G02500"
"2"	3.65507089398538e-30	12.7471125440967	"AT1G08470"
"3"	3.65507089398538e-30	12.7471125440967	"AT1G23010"
"4"	3.65507089398538e-30	12.7471125440967	"AT1G24030"
"5"	3.65507089398538e-30	12.7471125440967	"AT1G50320"
"6"	3.65507089398538e-30	12.7471125440967	"AT1G64610"
"7"	3.65507089398538e-30	12.7471125440967	"AT1G66940"
"8"	3.65507089398538e-30	12.7471125440967	"AT1G67840"
"9"	3.65507089398538e-30	12.7471125440967	"AT1G69580"
"10"	3.65507089398538e-30	12.7471125440967	"AT1G70250"
"11"	3.65507089398538e-30	12.7471125440967	"AT1G71050"
"12"	3.65507089398538e-30	12.7471125440967	"AT1G77660"
"13"	3.65507089398538e-30	12.7471125440967	"AT2G17710"
"14"	3.65507089398538e-30	12.7471125440967	"AT2G37950"
"15"	3.65507089398538e-30	12.7471125440967	"AT2G39340"
"16"	3.65507089398538e-30	12.7471125440967	"AT2G47910"
"17"	3.65507089398538e-30	12.7471125440967	"AT3G06140"
"18"	3.65507089398538e-30	12.7471125440967	"AT3G12570"
"19"	3.65507089398538e-30	12.7471125440967	"AT3G19480"
"20"	3.65507089398538e-30	12.7471125440967	"AT3G26650"
"21"	3.65507089398538e-30	12.7471125440967	"AT3G44630"
"22"	3.65507089398538e-30	12.7471125440967	"AT3G53760"
"23"	3.65507089398538e-30	12.7471125440967	"AT3G53950"
"24"	3.65507089398538e-30	12.7471125440967	"AT4G01800"
"25"	3.65507089398538e-30	12.7471125440967	"AT4G10060"
"26"	3.65507089398538e-30	12.7471125440967	"AT4G19500"
"27"	3.65507089398538e-30	12.7471125440967	"AT4G32760"
"28"	3.65507089398538e-30	12.7471125440967	"AT4G38430"
"29"	3.65507089398538e-30	12.7471125440967	"AT4G38480"
"30"	3.65507089398538e-30	12.7471125440967	"AT4G38540"
"31"	3.65507089398538e-30	12.7471125440967	"AT5G03680"
"32"	3.65507089398538e-30	12.7471125440967	"AT5G41350"
"33"	3.65507089398538e-30	12.7471125440967	"AT5G41940"
"34"	3.65507089398538e-30	12.7471125440967	"AT5G49980"
"35"	3.65507089398538e-30	12.7471125440967	"AT5G51970"
"36"	3.65507089398538e-30	12.7471125440967	"AT5G53460"
"37"	3.65507089398538e-30	12.7471125440967	"AT5G64280"
"38"	3.65507089398538e-30	12.7471125440967	"AT5G65960"
