"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"G.box"	0.000106711512938546	0.0128525381450288	2.05762858823894
"ABI5"	0.00103243555523959	0.0476541111208694	2.21416425167054
"ABF2"	0.00126957737120868	0.0478207476488602	2.36630100921457
"BEE2"	0.000141800551710863	0.0128525381450288	2.02261658346524
"BIM2"	0.000103217998650088	0.0128525381450288	2.06174659075042
"BIM3"	0.000208627942440706	0.0157166383305332	2.03453960530738
"CMTA2"	0.000253267416077383	0.016353838866711	2.07181641225284
"HY5"	0.00105429449382454	0.0476541111208694	4.27547568710359
"PIF4"	0.00126624017575275	0.0478207476488602	2.17386601453194
"MYC3"	0.000142174094524654	0.0128525381450288	2.08475743759635
