p.value	enrichment	genes
1	1.15603307028001e-09	1.49724350588121	AT1G02205
2	NA	NA	AT1G03600
3	NA	NA	AT1G04180
4	NA	NA	AT1G04530
5	NA	NA	AT1G06040
6	NA	NA	AT1G07180
7	NA	NA	AT1G09180
8	NA	NA	AT1G15060
9	NA	NA	AT1G15820
10	NA	NA	AT1G15950
11	NA	NA	AT1G18330
12	NA	NA	AT1G18740
13	NA	NA	AT1G19330
14	NA	NA	AT1G19650
15	NA	NA	AT1G20070
16	NA	NA	AT1G20650
17	NA	NA	AT1G21080
18	NA	NA	AT1G26150
19	NA	NA	AT1G30690
20	NA	NA	AT1G48840
21	NA	NA	AT1G49450
22	NA	NA	AT1G51680
23	NA	NA	AT1G53580
24	NA	NA	AT1G53700
25	NA	NA	AT1G54100
26	NA	NA	AT1G54130
27	NA	NA	AT1G59740
28	NA	NA	AT1G60190
29	NA	NA	AT1G60710
30	NA	NA	AT1G62380
31	NA	NA	AT1G63850
32	NA	NA	AT1G64660
33	NA	NA	AT1G64850
34	NA	NA	AT1G64970
35	NA	NA	AT1G69610
36	NA	NA	AT1G70210
37	NA	NA	AT1G70610
38	NA	NA	AT1G72440
39	NA	NA	AT1G73390
40	NA	NA	AT1G73480
41	NA	NA	AT1G76240
42	NA	NA	AT1G76360
43	NA	NA	AT1G77280
44	NA	NA	AT1G79520
45	NA	NA	AT1G80820
46	NA	NA	AT2G02080
47	NA	NA	AT2G04350
48	NA	NA	AT2G17870
49	NA	NA	AT2G20610
50	NA	NA	AT2G23150
51	NA	NA	AT2G26040
52	NA	NA	AT2G27310
53	NA	NA	AT2G29670
54	NA	NA	AT2G29970
55	NA	NA	AT2G31390
56	NA	NA	AT2G32150
57	NA	NA	AT2G33590
58	NA	NA	AT2G39730
59	NA	NA	AT2G40880
60	NA	NA	AT2G41870
61	NA	NA	AT2G42190
62	NA	NA	AT2G42880
63	NA	NA	AT2G43010
64	NA	NA	AT2G44940
65	NA	NA	AT2G45310
66	NA	NA	AT2G45600
67	NA	NA	AT2G46340
68	NA	NA	AT2G46660
69	NA	NA	AT2G46680
70	NA	NA	AT2G46710
71	NA	NA	AT2G47180
72	NA	NA	AT3G04420
73	NA	NA	AT3G05630
74	NA	NA	AT3G07360
75	NA	NA	AT3G10420
76	NA	NA	AT3G11670
77	NA	NA	AT3G11900
78	NA	NA	AT3G12110
79	NA	NA	AT3G12600
80	NA	NA	AT3G13310
81	NA	NA	AT3G13640
82	NA	NA	AT3G14200
83	NA	NA	AT3G14560
84	NA	NA	AT3G15350
85	NA	NA	AT3G15540
86	NA	NA	AT3G15810
87	NA	NA	AT3G16350
88	NA	NA	AT3G16840
89	NA	NA	AT3G19450
90	NA	NA	AT3G20300
91	NA	NA	AT3G20830
92	NA	NA	AT3G22104
93	NA	NA	AT3G23400
94	NA	NA	AT3G23580
95	NA	NA	AT3G24190
96	NA	NA	AT3G24840
97	NA	NA	AT3G26450
98	NA	NA	AT3G27270
99	NA	NA	AT3G27540
100	NA	NA	AT3G27690
101	NA	NA	AT3G45780
102	NA	NA	AT3G47470
103	NA	NA	AT3G47500
104	NA	NA	AT3G48610
105	NA	NA	AT3G50340
106	NA	NA	AT3G51160
107	NA	NA	AT3G51670
108	NA	NA	AT3G52880
109	NA	NA	AT3G54810
110	NA	NA	AT3G59940
111	NA	NA	AT3G61130
112	NA	NA	AT3G61880
113	NA	NA	AT3G62590
114	NA	NA	AT4G02410
115	NA	NA	AT4G04210
116	NA	NA	AT4G05020
117	NA	NA	AT4G10770
118	NA	NA	AT4G11570
119	NA	NA	AT4G11820
120	NA	NA	AT4G13010
121	NA	NA	AT4G14150
122	NA	NA	AT4G15560
123	NA	NA	AT4G19710
124	NA	NA	AT4G22010
125	NA	NA	AT4G23050
126	NA	NA	AT4G25630
127	NA	NA	AT4G26700
128	NA	NA	AT4G27300
129	NA	NA	AT4G30530
130	NA	NA	AT4G30960
131	NA	NA	AT4G32020
132	NA	NA	AT4G34050
133	NA	NA	AT4G34740
134	NA	NA	AT4G35250
135	NA	NA	AT4G36220
136	NA	NA	AT4G36380
137	NA	NA	AT4G37180
138	NA	NA	AT4G39350
139	NA	NA	AT4G39770
140	NA	NA	AT5G01520
141	NA	NA	AT5G01600
142	NA	NA	AT5G01880
143	NA	NA	AT5G03650
144	NA	NA	AT5G03760
145	NA	NA	AT5G04490
146	NA	NA	AT5G04590
147	NA	NA	AT5G04660
148	NA	NA	AT5G08130
149	NA	NA	AT5G09810
150	NA	NA	AT5G10930
151	NA	NA	AT5G11700
152	NA	NA	AT5G11790
153	NA	NA	AT5G14640
154	NA	NA	AT5G15440
155	NA	NA	AT5G16030
156	NA	NA	AT5G16050
157	NA	NA	AT5G19040
158	NA	NA	AT5G22290
159	NA	NA	AT5G22890
160	NA	NA	AT5G24030
161	NA	NA	AT5G24380
162	NA	NA	AT5G28300
163	NA	NA	AT5G35970
164	NA	NA	AT5G36160
165	NA	NA	AT5G39860
166	NA	NA	AT5G40390
167	NA	NA	AT5G43150
168	NA	NA	AT5G43450
169	NA	NA	AT5G47040
170	NA	NA	AT5G48150
171	NA	NA	AT5G48880
172	NA	NA	AT5G48930
173	NA	NA	AT5G51260
174	NA	NA	AT5G52060
175	NA	NA	AT5G53120
176	NA	NA	AT5G54470
177	NA	NA	AT5G56180
178	NA	NA	AT5G57040
179	NA	NA	AT5G57180
180	NA	NA	AT5G57340
181	NA	NA	AT5G57610
182	NA	NA	AT5G57780
183	NA	NA	AT5G59430
184	NA	NA	AT5G59540
185	NA	NA	AT5G59780
186	NA	NA	AT5G60890
187	NA	NA	AT5G61330
188	NA	NA	AT5G62170
189	NA	NA	AT5G62960
190	NA	NA	AT5G63130
191	NA	NA	AT5G64170
192	NA	NA	AT5G65140
193	NA	NA	AT5G65890
194	NA	NA	AT5G67030
195	NA	NA	AT5G67280
