p.value	enrichment	genes
1	3.01184026690014e-19	2.98235158315654	AT1G04770
2	NA	NA	AT1G05570
3	NA	NA	AT1G05710
4	NA	NA	AT1G07000
5	NA	NA	AT1G08930
6	NA	NA	AT1G14370
7	NA	NA	AT1G15120
8	NA	NA	AT1G18210
9	NA	NA	AT1G18400
10	NA	NA	AT1G19020
11	NA	NA	AT1G22180
12	NA	NA	AT1G23020
13	NA	NA	AT1G23490
14	NA	NA	AT1G25275
15	NA	NA	AT1G27730
16	NA	NA	AT1G30640
17	NA	NA	AT1G32920
18	NA	NA	AT1G55850
19	NA	NA	AT1G68300
20	NA	NA	AT1G75800
21	NA	NA	AT1G78100
22	NA	NA	AT1G79380
23	NA	NA	AT2G01420
24	NA	NA	AT2G15390
25	NA	NA	AT2G15830
26	NA	NA	AT2G17440
27	NA	NA	AT2G18960
28	NA	NA	AT2G26650
29	NA	NA	AT2G30870
30	NA	NA	AT2G30930
31	NA	NA	AT2G33480
32	NA	NA	AT2G35880
33	NA	NA	AT2G40140
34	NA	NA	AT2G41100
35	NA	NA	AT2G41430
36	NA	NA	AT2G46580
37	NA	NA	AT3G05120
38	NA	NA	AT3G06590
39	NA	NA	AT3G07470
40	NA	NA	AT3G10500
41	NA	NA	AT3G10985
42	NA	NA	AT3G12560
43	NA	NA	AT3G13790
44	NA	NA	AT3G16180
45	NA	NA	AT3G17770
46	NA	NA	AT3G18290
47	NA	NA	AT3G25600
48	NA	NA	AT3G27960
49	NA	NA	AT3G28340
50	NA	NA	AT3G28910
51	NA	NA	AT3G47640
52	NA	NA	AT3G49530
53	NA	NA	AT3G50900
54	NA	NA	AT4G13340
55	NA	NA	AT4G16370
56	NA	NA	AT4G17490
57	NA	NA	AT4G17670
58	NA	NA	AT4G23470
59	NA	NA	AT4G30190
60	NA	NA	AT4G30440
61	NA	NA	AT4G31390
62	NA	NA	AT4G32160
63	NA	NA	AT4G33300
64	NA	NA	AT4G33430
65	NA	NA	AT4G36500
66	NA	NA	AT4G36920
67	NA	NA	AT4G36970
68	NA	NA	AT4G39080
69	NA	NA	AT5G02480
70	NA	NA	AT5G04740
71	NA	NA	AT5G05250
72	NA	NA	AT5G07580
73	NA	NA	AT5G14710
74	NA	NA	AT5G15580
75	NA	NA	AT5G17640
76	NA	NA	AT5G18470
77	NA	NA	AT5G43830
78	NA	NA	AT5G45250
79	NA	NA	AT5G47910
80	NA	NA	AT5G53450
81	NA	NA	AT5G58900
82	NA	NA	AT5G62670
83	NA	NA	AT5G64130
