p.value	enrichment	genes
1	2.26276838012978e-06	3.65568502073667	AT1G18210
2	NA	NA	AT1G23490
3	NA	NA	AT1G27730
4	NA	NA	AT1G32920
5	NA	NA	AT1G75800
6	NA	NA	AT2G24600
7	NA	NA	AT2G40140
8	NA	NA	AT2G41100
9	NA	NA	AT2G41110
10	NA	NA	AT2G41430
11	NA	NA	AT3G10985
12	NA	NA	AT3G49530
13	NA	NA	AT4G13340
14	NA	NA	AT4G30440
15	NA	NA	AT4G33050
16	NA	NA	AT4G36500
17	NA	NA	AT4G36920
18	NA	NA	AT5G47910
