p.value	enrichment	genes
1	7.39109162804136e-07	3.66009278102839	AT1G12990
2	NA	NA	AT1G20440
3	NA	NA	AT1G20450
4	NA	NA	AT1G59870
5	NA	NA	AT2G15970
6	NA	NA	AT2G17840
7	NA	NA	AT2G25250
8	NA	NA	AT2G36410
9	NA	NA	AT3G10300
10	NA	NA	AT3G57870
11	NA	NA	AT5G01950
12	NA	NA	AT5G05410
13	NA	NA	AT5G10695
14	NA	NA	AT5G11740
15	NA	NA	AT5G24470
16	NA	NA	AT5G35735
17	NA	NA	AT5G48250
18	NA	NA	AT5G58070
19	NA	NA	AT5G66880
20	NA	NA	AT5G67560
