p.value	enrichment	genes
1	4.53015835055151e-06	3.28536690191223	AT1G01060
2	NA	NA	AT1G09070
3	NA	NA	AT1G62180
4	NA	NA	AT1G69570
5	NA	NA	AT2G30520
6	NA	NA	AT2G46830
7	NA	NA	AT3G09600
8	NA	NA	AT3G12320
9	NA	NA	AT3G54500
10	NA	NA	AT4G25470
11	NA	NA	AT5G06980
12	NA	NA	AT5G12850
13	NA	NA	AT5G23730
14	NA	NA	AT5G59400
15	NA	NA	AT5G59730
16	NA	NA	AT5G60850
