p.value	enrichment	genes
1	3.80473191153932e-07	3.94111729207932	AT1G07890
2	NA	NA	AT1G32640
3	NA	NA	AT1G55450
4	NA	NA	AT1G72520
5	NA	NA	AT1G79110
6	NA	NA	AT2G01670
7	NA	NA	AT2G05940
8	NA	NA	AT2G22500
9	NA	NA	AT2G31880
10	NA	NA	AT3G11820
11	NA	NA	AT3G46620
12	NA	NA	AT4G23180
13	NA	NA	AT4G27652
14	NA	NA	AT4G35850
15	NA	NA	AT5G04340
16	NA	NA	AT5G42050
17	NA	NA	AT5G47120
18	NA	NA	AT5G61380
19	NA	NA	AT5G64310
