p.value	enrichment	genes
1	1.75251472009792e-15	12.0518610328847	AT1G13260
2	NA	NA	AT1G23710
3	NA	NA	AT1G35140
4	NA	NA	AT1G68670
5	NA	NA	AT1G73670
6	NA	NA	AT2G18090
7	NA	NA	AT3G01560
8	NA	NA	AT3G11700
9	NA	NA	AT3G19680
10	NA	NA	AT3G26810
11	NA	NA	AT3G63010
12	NA	NA	AT4G30210
13	NA	NA	AT4G34150
14	NA	NA	AT5G13100
15	NA	NA	AT5G13760
16	NA	NA	AT5G19120
17	NA	NA	AT5G25280
18	NA	NA	AT5G40250
19	NA	NA	AT5G67420
