p.value	enrichment	genes
1	1.16554094483476e-08	3.85184356139577	AT1G64500
2	NA	NA	AT1G68440
3	NA	NA	AT1G69570
4	NA	NA	AT2G24100
5	NA	NA	AT2G31380
6	NA	NA	AT2G43330
7	NA	NA	AT3G16830
8	NA	NA	AT3G17609
9	NA	NA	AT3G27170
10	NA	NA	AT3G47430
11	NA	NA	AT3G56290
12	NA	NA	AT4G37550
13	NA	NA	AT4G38960
14	NA	NA	AT5G06980
15	NA	NA	AT5G18670
16	NA	NA	AT5G23730
17	NA	NA	AT5G34850
18	NA	NA	AT5G39660
19	NA	NA	AT5G49480
20	NA	NA	AT5G54130
21	NA	NA	AT5G60850
22	NA	NA	AT5G64940
