p.value	enrichment	genes
1	3.29094653005024e-07	4.13943140529778	AT1G13260
2	NA	NA	AT1G23710
3	NA	NA	AT1G32460
4	NA	NA	AT1G35140
5	NA	NA	AT1G68440
6	NA	NA	AT1G70090
7	NA	NA	AT1G73670
8	NA	NA	AT2G18090
9	NA	NA	AT2G23460
10	NA	NA	AT2G24765
11	NA	NA	AT3G01560
12	NA	NA	AT3G26810
13	NA	NA	AT3G60080
14	NA	NA	AT3G62720
15	NA	NA	AT4G19200
16	NA	NA	AT4G30210
17	NA	NA	AT5G25280
18	NA	NA	AT5G53160
