p.value	enrichment	genes
1	5.77930677931151e-21	2.36734178649023	AT1G01300
2	NA	NA	AT1G02450
3	NA	NA	AT1G05010
4	NA	NA	AT1G07430
5	NA	NA	AT1G07890
6	NA	NA	AT1G09850
7	NA	NA	AT1G11310
8	NA	NA	AT1G11890
9	NA	NA	AT1G14360
10	NA	NA	AT1G15100
11	NA	NA	AT1G18720
12	NA	NA	AT1G19860
13	NA	NA	AT1G21600
14	NA	NA	AT1G26270
15	NA	NA	AT1G32640
16	NA	NA	AT1G55265
17	NA	NA	AT1G55450
18	NA	NA	AT1G61370
19	NA	NA	AT1G61640
20	NA	NA	AT1G67360
21	NA	NA	AT1G70850
22	NA	NA	AT1G72280
23	NA	NA	AT1G72470
24	NA	NA	AT1G74020
25	NA	NA	AT1G76970
26	NA	NA	AT1G78670
27	NA	NA	AT1G79110
28	NA	NA	AT1G79440
29	NA	NA	AT2G01150
30	NA	NA	AT2G01670
31	NA	NA	AT2G02800
32	NA	NA	AT2G03120
33	NA	NA	AT2G05940
34	NA	NA	AT2G17220
35	NA	NA	AT2G19130
36	NA	NA	AT2G20630
37	NA	NA	AT2G20760
38	NA	NA	AT2G27820
39	NA	NA	AT2G28890
40	NA	NA	AT2G33150
41	NA	NA	AT2G34650
42	NA	NA	AT2G40270
43	NA	NA	AT2G41900
44	NA	NA	AT2G43590
45	NA	NA	AT2G45720
46	NA	NA	AT2G45740
47	NA	NA	AT3G02040
48	NA	NA	AT3G02120
49	NA	NA	AT3G02570
50	NA	NA	AT3G03170
51	NA	NA	AT3G03270
52	NA	NA	AT3G06160
53	NA	NA	AT3G06300
54	NA	NA	AT3G07390
55	NA	NA	AT3G08720
56	NA	NA	AT3G09010
57	NA	NA	AT3G11410
58	NA	NA	AT3G11820
59	NA	NA	AT3G13880
60	NA	NA	AT3G14360
61	NA	NA	AT3G14620
62	NA	NA	AT3G14840
63	NA	NA	AT3G16910
64	NA	NA	AT3G18710
65	NA	NA	AT3G24503
66	NA	NA	AT3G27060
67	NA	NA	AT3G29575
68	NA	NA	AT3G50910
69	NA	NA	AT3G51890
70	NA	NA	AT3G52110
71	NA	NA	AT3G52470
72	NA	NA	AT3G52710
73	NA	NA	AT3G53180
74	NA	NA	AT3G55450
75	NA	NA	AT3G56710
76	NA	NA	AT3G57540
77	NA	NA	AT3G57630
78	NA	NA	AT3G58700
79	NA	NA	AT3G62600
80	NA	NA	AT4G00490
81	NA	NA	AT4G00630
82	NA	NA	AT4G01940
83	NA	NA	AT4G02930
84	NA	NA	AT4G03010
85	NA	NA	AT4G04750
86	NA	NA	AT4G08850
87	NA	NA	AT4G12130
88	NA	NA	AT4G17420
89	NA	NA	AT4G17615
90	NA	NA	AT4G18800
91	NA	NA	AT4G18950
92	NA	NA	AT4G24190
93	NA	NA	AT4G24960
94	NA	NA	AT4G26090
95	NA	NA	AT4G27652
96	NA	NA	AT4G35750
97	NA	NA	AT4G35850
98	NA	NA	AT4G38620
99	NA	NA	AT4G39940
100	NA	NA	AT5G02290
101	NA	NA	AT5G02500
102	NA	NA	AT5G03190
103	NA	NA	AT5G03720
104	NA	NA	AT5G04340
105	NA	NA	AT5G09620
106	NA	NA	AT5G10550
107	NA	NA	AT5G10740
108	NA	NA	AT5G11520
109	NA	NA	AT5G13730
110	NA	NA	AT5G40690
111	NA	NA	AT5G42050
112	NA	NA	AT5G42650
113	NA	NA	AT5G44070
114	NA	NA	AT5G46520
115	NA	NA	AT5G47120
116	NA	NA	AT5G47420
117	NA	NA	AT5G47640
118	NA	NA	AT5G48380
119	NA	NA	AT5G49910
120	NA	NA	AT5G52840
121	NA	NA	AT5G54860
122	NA	NA	AT5G58710
123	NA	NA	AT5G59910
124	NA	NA	AT5G61380
125	NA	NA	AT5G61510
126	NA	NA	AT5G61790
127	NA	NA	AT5G62290
128	NA	NA	AT5G64310
129	NA	NA	AT5G65630
130	NA	NA	AT5G65670
131	NA	NA	AT5G66530
