p.value	enrichment	genes
1	1.01736840783967e-64	2.33989145775383	AT1G01060
2	NA	NA	AT1G01120
3	NA	NA	AT1G01430
4	NA	NA	AT1G01490
5	NA	NA	AT1G01550
6	NA	NA	AT1G01720
7	NA	NA	AT1G02340
8	NA	NA	AT1G02816
9	NA	NA	AT1G03090
10	NA	NA	AT1G03457
11	NA	NA	AT1G03610
12	NA	NA	AT1G03870
13	NA	NA	AT1G04240
14	NA	NA	AT1G05000
15	NA	NA	AT1G06410
16	NA	NA	AT1G06570
17	NA	NA	AT1G07170
18	NA	NA	AT1G08570
19	NA	NA	AT1G09570
20	NA	NA	AT1G09940
21	NA	NA	AT1G10020
22	NA	NA	AT1G10740
23	NA	NA	AT1G12500
24	NA	NA	AT1G13260
25	NA	NA	AT1G14740
26	NA	NA	AT1G15750
27	NA	NA	AT1G16720
28	NA	NA	AT1G17120
29	NA	NA	AT1G18670
30	NA	NA	AT1G19000
31	NA	NA	AT1G19110
32	NA	NA	AT1G20330
33	NA	NA	AT1G21060
34	NA	NA	AT1G21830
35	NA	NA	AT1G21920
36	NA	NA	AT1G22190
37	NA	NA	AT1G22330
38	NA	NA	AT1G22640
39	NA	NA	AT1G23710
40	NA	NA	AT1G23860
41	NA	NA	AT1G24170
42	NA	NA	AT1G24530
43	NA	NA	AT1G25520
44	NA	NA	AT1G25550
45	NA	NA	AT1G25560
46	NA	NA	AT1G26790
47	NA	NA	AT1G27050
48	NA	NA	AT1G27290
49	NA	NA	AT1G30110
50	NA	NA	AT1G30825
51	NA	NA	AT1G31350
52	NA	NA	AT1G31420
53	NA	NA	AT1G32400
54	NA	NA	AT1G32460
55	NA	NA	AT1G32740
56	NA	NA	AT1G32900
57	NA	NA	AT1G33240
58	NA	NA	AT1G33250
59	NA	NA	AT1G35140
60	NA	NA	AT1G35510
61	NA	NA	AT1G35560
62	NA	NA	AT1G37130
63	NA	NA	AT1G42550
64	NA	NA	AT1G44446
65	NA	NA	AT1G49200
66	NA	NA	AT1G49500
67	NA	NA	AT1G49730
68	NA	NA	AT1G50020
69	NA	NA	AT1G51550
70	NA	NA	AT1G53090
71	NA	NA	AT1G54740
72	NA	NA	AT1G55810
73	NA	NA	AT1G57680
74	NA	NA	AT1G58290
75	NA	NA	AT1G60010
76	NA	NA	AT1G61100
77	NA	NA	AT1G61900
78	NA	NA	AT1G65930
79	NA	NA	AT1G66150
80	NA	NA	AT1G66160
81	NA	NA	AT1G66180
82	NA	NA	AT1G66200
83	NA	NA	AT1G68020
84	NA	NA	AT1G68440
85	NA	NA	AT1G68670
86	NA	NA	AT1G68840
87	NA	NA	AT1G69270
88	NA	NA	AT1G69530
89	NA	NA	AT1G69570
90	NA	NA	AT1G70090
91	NA	NA	AT1G70290
92	NA	NA	AT1G70410
93	NA	NA	AT1G70710
94	NA	NA	AT1G70940
95	NA	NA	AT1G71960
96	NA	NA	AT1G71970
97	NA	NA	AT1G72430
98	NA	NA	AT1G72750
99	NA	NA	AT1G72820
100	NA	NA	AT1G72940
101	NA	NA	AT1G73540
102	NA	NA	AT1G73670
103	NA	NA	AT1G73830
104	NA	NA	AT1G74670
105	NA	NA	AT1G75170
106	NA	NA	AT1G75180
107	NA	NA	AT1G75240
108	NA	NA	AT1G75500
109	NA	NA	AT1G76990
110	NA	NA	AT1G77690
111	NA	NA	AT1G79420
112	NA	NA	AT1G79700
113	NA	NA	AT2G01140
114	NA	NA	AT2G01850
115	NA	NA	AT2G02180
116	NA	NA	AT2G05620
117	NA	NA	AT2G05790
118	NA	NA	AT2G18090
119	NA	NA	AT2G21320
120	NA	NA	AT2G21650
121	NA	NA	AT2G22990
122	NA	NA	AT2G23290
123	NA	NA	AT2G23460
124	NA	NA	AT2G24100
125	NA	NA	AT2G24150
126	NA	NA	AT2G24550
127	NA	NA	AT2G24765
128	NA	NA	AT2G24790
129	NA	NA	AT2G26710
130	NA	NA	AT2G27050
131	NA	NA	AT2G27500
132	NA	NA	AT2G29980
133	NA	NA	AT2G30040
134	NA	NA	AT2G30490
135	NA	NA	AT2G30520
136	NA	NA	AT2G30590
137	NA	NA	AT2G32560
138	NA	NA	AT2G33700
139	NA	NA	AT2G34070
140	NA	NA	AT2G34710
141	NA	NA	AT2G36950
142	NA	NA	AT2G37970
143	NA	NA	AT2G39010
144	NA	NA	AT2G39250
145	NA	NA	AT2G40000
146	NA	NA	AT2G40970
147	NA	NA	AT2G41250
148	NA	NA	AT2G41290
149	NA	NA	AT2G41310
150	NA	NA	AT2G41630
151	NA	NA	AT2G42870
152	NA	NA	AT2G44080
153	NA	NA	AT2G44500
154	NA	NA	AT2G44920
155	NA	NA	AT2G45160
156	NA	NA	AT2G45880
157	NA	NA	AT2G46330
158	NA	NA	AT2G46735
159	NA	NA	AT2G46780
160	NA	NA	AT2G46800
161	NA	NA	AT2G46830
162	NA	NA	AT2G47440
163	NA	NA	AT2G47490
164	NA	NA	AT2G47940
165	NA	NA	AT2G48020
166	NA	NA	AT3G01490
167	NA	NA	AT3G01520
168	NA	NA	AT3G01560
169	NA	NA	AT3G01820
170	NA	NA	AT3G02140
171	NA	NA	AT3G04470
172	NA	NA	AT3G04730
173	NA	NA	AT3G05490
174	NA	NA	AT3G06070
175	NA	NA	AT3G06760
176	NA	NA	AT3G07340
177	NA	NA	AT3G07350
178	NA	NA	AT3G08730
179	NA	NA	AT3G11700
180	NA	NA	AT3G11760
181	NA	NA	AT3G12920
182	NA	NA	AT3G13510
183	NA	NA	AT3G13810
184	NA	NA	AT3G14230
185	NA	NA	AT3G14750
186	NA	NA	AT3G16240
187	NA	NA	AT3G16500
188	NA	NA	AT3G16570
189	NA	NA	AT3G16830
190	NA	NA	AT3G16850
191	NA	NA	AT3G17860
192	NA	NA	AT3G19030
193	NA	NA	AT3G19100
194	NA	NA	AT3G19680
195	NA	NA	AT3G19970
196	NA	NA	AT3G22440
197	NA	NA	AT3G23030
198	NA	NA	AT3G23920
199	NA	NA	AT3G26520
200	NA	NA	AT3G26810
201	NA	NA	AT3G27090
202	NA	NA	AT3G27170
203	NA	NA	AT3G29240
204	NA	NA	AT3G29370
205	NA	NA	AT3G30775
206	NA	NA	AT3G44610
207	NA	NA	AT3G44720
208	NA	NA	AT3G47430
209	NA	NA	AT3G47620
210	NA	NA	AT3G49220
211	NA	NA	AT3G49810
212	NA	NA	AT3G49940
213	NA	NA	AT3G50060
214	NA	NA	AT3G50560
215	NA	NA	AT3G50790
216	NA	NA	AT3G51950
217	NA	NA	AT3G52450
218	NA	NA	AT3G53260
219	NA	NA	AT3G53420
220	NA	NA	AT3G54140
221	NA	NA	AT3G54430
222	NA	NA	AT3G54920
223	NA	NA	AT3G55430
224	NA	NA	AT3G55560
225	NA	NA	AT3G55980
226	NA	NA	AT3G56360
227	NA	NA	AT3G57040
228	NA	NA	AT3G57410
229	NA	NA	AT3G57530
230	NA	NA	AT3G57800
231	NA	NA	AT3G57880
232	NA	NA	AT3G58120
233	NA	NA	AT3G58620
234	NA	NA	AT3G61310
235	NA	NA	AT3G61580
236	NA	NA	AT3G62720
237	NA	NA	AT3G62980
238	NA	NA	AT3G63010
239	NA	NA	AT4G00720
240	NA	NA	AT4G00730
241	NA	NA	AT4G01250
242	NA	NA	AT4G01330
243	NA	NA	AT4G01720
244	NA	NA	AT4G03110
245	NA	NA	AT4G08950
246	NA	NA	AT4G10040
247	NA	NA	AT4G14930
248	NA	NA	AT4G15550
249	NA	NA	AT4G17245
250	NA	NA	AT4G17640
251	NA	NA	AT4G18710
252	NA	NA	AT4G18740
253	NA	NA	AT4G19140
254	NA	NA	AT4G20300
255	NA	NA	AT4G22570
256	NA	NA	AT4G25050
257	NA	NA	AT4G25470
258	NA	NA	AT4G25620
259	NA	NA	AT4G27450
260	NA	NA	AT4G27657
261	NA	NA	AT4G27940
262	NA	NA	AT4G28240
263	NA	NA	AT4G28290
264	NA	NA	AT4G30200
265	NA	NA	AT4G30390
266	NA	NA	AT4G32030
267	NA	NA	AT4G32150
268	NA	NA	AT4G32300
269	NA	NA	AT4G34000
270	NA	NA	AT4G34150
271	NA	NA	AT4G34610
272	NA	NA	AT4G34760
273	NA	NA	AT4G35090
274	NA	NA	AT4G35780
275	NA	NA	AT4G36730
276	NA	NA	AT4G37300
277	NA	NA	AT4G37460
278	NA	NA	AT4G37760
279	NA	NA	AT4G38470
280	NA	NA	AT4G38840
281	NA	NA	AT4G39100
282	NA	NA	AT5G01090
283	NA	NA	AT5G01240
284	NA	NA	AT5G01820
285	NA	NA	AT5G03140
286	NA	NA	AT5G04760
287	NA	NA	AT5G05140
288	NA	NA	AT5G05440
289	NA	NA	AT5G06530
290	NA	NA	AT5G06980
291	NA	NA	AT5G07000
292	NA	NA	AT5G09760
293	NA	NA	AT5G10450
294	NA	NA	AT5G11090
295	NA	NA	AT5G11690
296	NA	NA	AT5G12010
297	NA	NA	AT5G12230
298	NA	NA	AT5G12440
299	NA	NA	AT5G12840
300	NA	NA	AT5G13100
301	NA	NA	AT5G13760
302	NA	NA	AT5G13770
303	NA	NA	AT5G14430
304	NA	NA	AT5G14740
305	NA	NA	AT5G15210
306	NA	NA	AT5G15350
307	NA	NA	AT5G15600
308	NA	NA	AT5G15860
309	NA	NA	AT5G16830
310	NA	NA	AT5G17230
