p.value	enrichment	genes
1	9.4419727141971e-07	1.93718337758241	AT1G02205
2	NA	NA	AT1G04180
3	NA	NA	AT1G06040
4	NA	NA	AT1G07180
5	NA	NA	AT1G08130
6	NA	NA	AT1G15950
7	NA	NA	AT1G20650
8	NA	NA	AT1G26150
9	NA	NA	AT1G30690
10	NA	NA	AT1G53580
11	NA	NA	AT1G59740
12	NA	NA	AT1G60190
13	NA	NA	AT1G64660
14	NA	NA	AT1G73480
15	NA	NA	AT1G74790
16	NA	NA	AT1G75680
17	NA	NA	AT2G01890
18	NA	NA	AT2G04350
19	NA	NA	AT2G16430
20	NA	NA	AT2G29670
21	NA	NA	AT2G32150
22	NA	NA	AT2G35060
23	NA	NA	AT2G40880
24	NA	NA	AT2G42190
25	NA	NA	AT2G43010
26	NA	NA	AT2G45310
27	NA	NA	AT2G47180
28	NA	NA	AT3G05630
29	NA	NA	AT3G11670
30	NA	NA	AT3G13640
31	NA	NA	AT3G15350
32	NA	NA	AT3G23400
33	NA	NA	AT3G24190
34	NA	NA	AT3G24840
35	NA	NA	AT3G45780
36	NA	NA	AT3G46690
37	NA	NA	AT3G47470
38	NA	NA	AT3G54810
39	NA	NA	AT4G02410
40	NA	NA	AT4G11570
41	NA	NA	AT4G11820
42	NA	NA	AT4G23050
43	NA	NA	AT4G32020
44	NA	NA	AT4G37180
45	NA	NA	AT4G39350
46	NA	NA	AT5G01600
47	NA	NA	AT5G04590
48	NA	NA	AT5G08130
49	NA	NA	AT5G16030
50	NA	NA	AT5G19040
51	NA	NA	AT5G22890
52	NA	NA	AT5G24380
53	NA	NA	AT5G43745
54	NA	NA	AT5G48930
55	NA	NA	AT5G51260
56	NA	NA	AT5G53120
57	NA	NA	AT5G54470
58	NA	NA	AT5G60790
59	NA	NA	AT5G64170
