p.value	enrichment	genes
1	6.24585101554752e-07	4.35942915830661	AT1G11260
2	NA	NA	AT1G69570
3	NA	NA	AT2G20670
4	NA	NA	AT2G46830
5	NA	NA	AT3G15450
6	NA	NA	AT3G26520
7	NA	NA	AT3G47340
8	NA	NA	AT3G54500
9	NA	NA	AT3G61060
10	NA	NA	AT3G61580
11	NA	NA	AT4G19200
12	NA	NA	AT4G37610
13	NA	NA	AT5G05440
14	NA	NA	AT5G06980
15	NA	NA	AT5G20250
16	NA	NA	AT5G49360
