p.value	enrichment	genes
146	NA	NA	AT1G74780
147	NA	NA	AT1G74840
148	NA	NA	AT1G75170
149	NA	NA	AT1G75180
150	NA	NA	AT1G75240
151	NA	NA	AT1G75500
152	NA	NA	AT1G76490
153	NA	NA	AT1G76600
154	NA	NA	AT1G76990
155	NA	NA	AT1G77450
156	NA	NA	AT1G77690
157	NA	NA	AT1G77760
158	NA	NA	AT1G78510
159	NA	NA	AT1G79420
160	NA	NA	AT1G79630
161	NA	NA	AT1G79700
162	NA	NA	AT1G80440
163	NA	NA	AT2G01140
164	NA	NA	AT2G01480
165	NA	NA	AT2G01590
166	NA	NA	AT2G01850
167	NA	NA	AT2G02180
168	NA	NA	AT2G02710
169	NA	NA	AT2G05790
170	NA	NA	AT2G06850
171	NA	NA	AT2G15580
172	NA	NA	AT2G17880
173	NA	NA	AT2G18090
174	NA	NA	AT2G18300
175	NA	NA	AT2G18700
176	NA	NA	AT2G19650
177	NA	NA	AT2G19800
178	NA	NA	AT2G20670
179	NA	NA	AT2G21120
180	NA	NA	AT2G21960
181	NA	NA	AT2G22530
182	NA	NA	AT2G23290
183	NA	NA	AT2G23460
184	NA	NA	AT2G23810
185	NA	NA	AT2G24100
186	NA	NA	AT2G24540
187	NA	NA	AT2G24550
188	NA	NA	AT2G24580
189	NA	NA	AT2G24790
190	NA	NA	AT2G25200
191	NA	NA	AT2G25900
192	NA	NA	AT2G26710
193	NA	NA	AT2G26980
194	NA	NA	AT2G27050
195	NA	NA	AT2G27500
196	NA	NA	AT2G27830
197	NA	NA	AT2G28110
198	NA	NA	AT2G30040
199	NA	NA	AT2G30490
200	NA	NA	AT2G30520
201	NA	NA	AT2G30590
202	NA	NA	AT2G31750
203	NA	NA	AT2G31820
204	NA	NA	AT2G32800
205	NA	NA	AT2G33700
206	NA	NA	AT2G34070
207	NA	NA	AT2G34340
208	NA	NA	AT2G35680
209	NA	NA	AT2G36950
210	NA	NA	AT2G37650
211	NA	NA	AT2G38120
212	NA	NA	AT2G38310
213	NA	NA	AT2G38820
214	NA	NA	AT2G38840
215	NA	NA	AT2G39010
216	NA	NA	AT2G39570
217	NA	NA	AT2G39660
218	NA	NA	AT2G39940
219	NA	NA	AT2G40000
220	NA	NA	AT2G40610
221	NA	NA	AT2G40970
222	NA	NA	AT2G41010
223	NA	NA	AT2G41070
224	NA	NA	AT2G41290
225	NA	NA	AT2G41310
226	NA	NA	AT2G41630
227	NA	NA	AT2G41710
228	NA	NA	AT2G42580
229	NA	NA	AT2G42620
230	NA	NA	AT2G42780
231	NA	NA	AT2G42870
232	NA	NA	AT2G43330
233	NA	NA	AT2G43680
234	NA	NA	AT2G44080
235	NA	NA	AT2G44500
236	NA	NA	AT2G44920
237	NA	NA	AT2G45050
238	NA	NA	AT2G45400
239	NA	NA	AT2G45880
240	NA	NA	AT2G45960
241	NA	NA	AT2G46220
242	NA	NA	AT2G46260
243	NA	NA	AT2G46310
244	NA	NA	AT2G46330
245	NA	NA	AT2G46450
246	NA	NA	AT2G46735
247	NA	NA	AT2G46780
248	NA	NA	AT2G46800
249	NA	NA	AT2G46830
250	NA	NA	AT2G47440
251	NA	NA	AT2G47490
252	NA	NA	AT2G47700
253	NA	NA	AT2G47940
254	NA	NA	AT2G48020
255	NA	NA	AT3G01490
256	NA	NA	AT3G01520
257	NA	NA	AT3G01560
258	NA	NA	AT3G01820
259	NA	NA	AT3G02140
260	NA	NA	AT3G02170
261	NA	NA	AT3G02540
262	NA	NA	AT3G03990
263	NA	NA	AT3G05490
264	NA	NA	AT3G05820
265	NA	NA	AT3G06060
266	NA	NA	AT3G06070
267	NA	NA	AT3G06080
268	NA	NA	AT3G06750
269	NA	NA	AT3G06760
270	NA	NA	AT3G06780
271	NA	NA	AT3G07340
272	NA	NA	AT3G07350
273	NA	NA	AT3G09600
274	NA	NA	AT3G10930
275	NA	NA	AT3G11280
276	NA	NA	AT3G11490
277	NA	NA	AT3G11700
278	NA	NA	AT3G11760
279	NA	NA	AT3G11770
280	NA	NA	AT3G12120
281	NA	NA	AT3G12150
282	NA	NA	AT3G12630
283	NA	NA	AT3G12710
284	NA	NA	AT3G12920
285	NA	NA	AT3G13040
286	NA	NA	AT3G13510
287	NA	NA	AT3G14230
288	NA	NA	AT3G14750
289	NA	NA	AT3G14770
290	NA	NA	AT3G14990
291	NA	NA	AT3G15450
292	NA	NA	AT3G15510
293	NA	NA	AT3G15760
294	NA	NA	AT3G15770
295	NA	NA	AT3G15850
296	NA	NA	AT3G16240
297	NA	NA	AT3G16620
298	NA	NA	AT3G16800
299	NA	NA	AT3G16830
300	NA	NA	AT3G16850
301	NA	NA	AT3G17100
302	NA	NA	AT3G17510
303	NA	NA	AT3G17860
304	NA	NA	AT3G18780
305	NA	NA	AT3G19100
306	NA	NA	AT3G19680
307	NA	NA	AT3G19850
308	NA	NA	AT3G19970
309	NA	NA	AT3G21670
310	NA	NA	AT3G21690
311	NA	NA	AT3G21780
312	NA	NA	AT3G22440
313	NA	NA	AT3G23000
314	NA	NA	AT3G23030
315	NA	NA	AT3G23050
316	NA	NA	AT3G23230
317	NA	NA	AT3G23490
318	NA	NA	AT3G23920
319	NA	NA	AT3G24550
320	NA	NA	AT3G25585
321	NA	NA	AT3G26510
322	NA	NA	AT3G26520
323	NA	NA	AT3G26810
324	NA	NA	AT3G26900
325	NA	NA	AT3G27090
326	NA	NA	AT3G27170
327	NA	NA	AT3G27770
328	NA	NA	AT3G29240
329	NA	NA	AT3G29370
330	NA	NA	AT3G30775
331	NA	NA	AT3G44380
332	NA	NA	AT3G44610
333	NA	NA	AT3G44720
334	NA	NA	AT3G45730
335	NA	NA	AT3G46600
336	NA	NA	AT3G47420
337	NA	NA	AT3G47620
338	NA	NA	AT3G48990
339	NA	NA	AT3G49780
340	NA	NA	AT3G49790
341	NA	NA	AT3G49810
342	NA	NA	AT3G50060
343	NA	NA	AT3G50630
344	NA	NA	AT3G50740
345	NA	NA	AT3G50750
346	NA	NA	AT3G51730
347	NA	NA	AT3G51920
348	NA	NA	AT3G51950
349	NA	NA	AT3G52450
350	NA	NA	AT3G52480
351	NA	NA	AT3G53420
352	NA	NA	AT3G54430
353	NA	NA	AT3G54500
354	NA	NA	AT3G54920
355	NA	NA	AT3G55430
356	NA	NA	AT3G55560
357	NA	NA	AT3G55980
358	NA	NA	AT3G56200
359	NA	NA	AT3G56240
360	NA	NA	AT3G56290
361	NA	NA	AT3G56360
362	NA	NA	AT3G57040
363	NA	NA	AT3G57410
364	NA	NA	AT3G57530
365	NA	NA	AT3G57800
366	NA	NA	AT3G57880
367	NA	NA	AT3G58120
368	NA	NA	AT3G58620
369	NA	NA	AT3G60910
370	NA	NA	AT3G61060
371	NA	NA	AT3G61440
372	NA	NA	AT3G61580
373	NA	NA	AT3G61630
374	NA	NA	AT3G61890
375	NA	NA	AT3G62720
376	NA	NA	AT3G62980
377	NA	NA	AT3G63010
378	NA	NA	AT3G63500
379	NA	NA	AT4G00150
380	NA	NA	AT4G00710
381	NA	NA	AT4G00720
382	NA	NA	AT4G00730
383	NA	NA	AT4G00830
384	NA	NA	AT4G01250
385	NA	NA	AT4G01330
386	NA	NA	AT4G01720
387	NA	NA	AT4G02380
388	NA	NA	AT4G02940
389	NA	NA	AT4G08930
390	NA	NA	AT4G08950
391	NA	NA	AT4G08980
392	NA	NA	AT4G09890
393	NA	NA	AT4G11330
394	NA	NA	AT4G12420
395	NA	NA	AT4G13180
396	NA	NA	AT4G14900
397	NA	NA	AT4G15550
398	NA	NA	AT4G16520
399	NA	NA	AT4G16780
400	NA	NA	AT4G17080
401	NA	NA	AT4G17530
402	NA	NA	AT4G17640
403	NA	NA	AT4G18140
404	NA	NA	AT4G18700
405	NA	NA	AT4G18710
406	NA	NA	AT4G19140
407	NA	NA	AT4G19420
408	NA	NA	AT4G20070
409	NA	NA	AT4G20300
410	NA	NA	AT4G21510
411	NA	NA	AT4G22190
412	NA	NA	AT4G22920
413	NA	NA	AT4G23650
414	NA	NA	AT4G25080
415	NA	NA	AT4G25470
416	NA	NA	AT4G25570
417	NA	NA	AT4G25620
418	NA	NA	AT4G25700
419	NA	NA	AT4G27260
420	NA	NA	AT4G27450
421	NA	NA	AT4G27657
422	NA	NA	AT4G27780
423	NA	NA	AT4G27940
424	NA	NA	AT4G28240
425	NA	NA	AT4G28290
426	NA	NA	AT4G30200
427	NA	NA	AT4G30210
428	NA	NA	AT4G30470
429	NA	NA	AT4G32030
430	NA	NA	AT4G32300
431	NA	NA	AT4G33240
432	NA	NA	AT4G33666
433	NA	NA	AT4G34000
434	NA	NA	AT4G34150
435	NA	NA	AT4G34540
436	NA	NA	AT4G34760
437	NA	NA	AT4G35090
438	NA	NA	AT4G35470
439	NA	NA	AT4G35780
440	NA	NA	AT4G36030
441	NA	NA	AT4G36110
442	NA	NA	AT4G36730
443	NA	NA	AT4G36860
444	NA	NA	AT4G37300
445	NA	NA	AT4G37330
446	NA	NA	AT4G37460
447	NA	NA	AT4G37540
448	NA	NA	AT4G37590
449	NA	NA	AT4G38060
450	NA	NA	AT4G38420
451	NA	NA	AT4G38470
452	NA	NA	AT4G38670
453	NA	NA	AT4G38700
454	NA	NA	AT4G38840
455	NA	NA	AT4G38860
456	NA	NA	AT4G39100
457	NA	NA	AT4G39400
458	NA	NA	AT4G39640
459	NA	NA	AT5G01240
460	NA	NA	AT5G01340
461	NA	NA	AT5G01350
462	NA	NA	AT5G01810
463	NA	NA	AT5G01820
464	NA	NA	AT5G02840
465	NA	NA	AT5G03130
466	NA	NA	AT5G03140
467	NA	NA	AT5G03490
468	NA	NA	AT5G03520
469	NA	NA	AT5G04040
470	NA	NA	AT5G04760
471	NA	NA	AT5G05140
472	NA	NA	AT5G05440
473	NA	NA	AT5G05690
474	NA	NA	AT5G06980
475	NA	NA	AT5G07220
476	NA	NA	AT5G07300
477	NA	NA	AT5G09760
478	NA	NA	AT5G10450
479	NA	NA	AT5G11650
480	NA	NA	AT5G12010
481	NA	NA	AT5G12050
482	NA	NA	AT5G12230
483	NA	NA	AT5G12440
484	NA	NA	AT5G12840
485	NA	NA	AT5G13100
486	NA	NA	AT5G13760
487	NA	NA	AT5G13770
488	NA	NA	AT5G14730
489	NA	NA	AT5G14740
490	NA	NA	AT5G15600
491	NA	NA	AT5G15860
492	NA	NA	AT5G16120
493	NA	NA	AT5G16200
494	NA	NA	AT5G16830
495	NA	NA	AT5G17300
496	NA	NA	AT5G18200
497	NA	NA	AT5G18630
498	NA	NA	AT5G18650
499	NA	NA	AT5G19120
500	NA	NA	AT5G19200
501	NA	NA	AT5G19855
502	NA	NA	AT5G20110
503	NA	NA	AT5G20250
504	NA	NA	AT5G22000
505	NA	NA	AT5G22940
506	NA	NA	AT5G23340
507	NA	NA	AT5G23730
508	NA	NA	AT5G24430
509	NA	NA	AT5G24870
510	NA	NA	AT5G24890
511	NA	NA	AT5G24930
512	NA	NA	AT5G25190
513	NA	NA	AT5G25460
514	NA	NA	AT5G27350
515	NA	NA	AT5G37850
516	NA	NA	AT5G40250
517	NA	NA	AT5G40890
518	NA	NA	AT5G41080
519	NA	NA	AT5G42100
520	NA	NA	AT5G45410
521	NA	NA	AT5G46410
522	NA	NA	AT5G47180
523	NA	NA	AT5G47560
524	NA	NA	AT5G48540
525	NA	NA	AT5G49100
526	NA	NA	AT5G49170
527	NA	NA	AT5G49360
528	NA	NA	AT5G49480
529	NA	NA	AT5G49720
530	NA	NA	AT5G51460
531	NA	NA	AT5G51550
532	NA	NA	AT5G51910
533	NA	NA	AT5G51980
534	NA	NA	AT5G52070
535	NA	NA	AT5G52570
536	NA	NA	AT5G54110
537	NA	NA	AT5G54300
538	NA	NA	AT5G54380
539	NA	NA	AT5G54510
540	NA	NA	AT5G55910
541	NA	NA	AT5G56860
542	NA	NA	AT5G56980
543	NA	NA	AT5G57100
544	NA	NA	AT5G57560
545	NA	NA	AT5G57660
546	NA	NA	AT5G58090
547	NA	NA	AT5G58380
548	NA	NA	AT5G58430
549	NA	NA	AT5G58575
550	NA	NA	AT5G58650
551	NA	NA	AT5G58720
552	NA	NA	AT5G59480
553	NA	NA	AT5G59730
554	NA	NA	AT5G59960
555	NA	NA	AT5G60680
556	NA	NA	AT5G60850
557	NA	NA	AT5G61670
558	NA	NA	AT5G62130
559	NA	NA	AT5G62430
560	NA	NA	AT5G64410
561	NA	NA	AT5G64840
562	NA	NA	AT5G65380
563	NA	NA	AT5G65430
564	NA	NA	AT5G65520
565	NA	NA	AT5G65660
566	NA	NA	AT5G66110
567	NA	NA	AT5G66490
568	NA	NA	AT5G66730
569	NA	NA	AT5G66770
570	NA	NA	AT5G67190
571	NA	NA	AT5G67350
572	NA	NA	AT5G67370
573	NA	NA	AT5G67420
