p.value	enrichment	genes
1	2.27788019390237e-10	5.35109607506123	AT1G05710
2	NA	NA	AT1G18210
3	NA	NA	AT1G23020
4	NA	NA	AT1G27730
5	NA	NA	AT1G32920
6	NA	NA	AT1G75800
7	NA	NA	AT2G30870
8	NA	NA	AT2G35880
9	NA	NA	AT2G41100
10	NA	NA	AT2G41430
11	NA	NA	AT3G28180
12	NA	NA	AT3G49530
13	NA	NA	AT4G13340
14	NA	NA	AT4G17490
15	NA	NA	AT4G23470
16	NA	NA	AT4G30440
17	NA	NA	AT4G33300
18	NA	NA	AT4G38550
19	NA	NA	AT5G10980
20	NA	NA	AT5G14710
21	NA	NA	AT5G53450
22	NA	NA	AT5G61600
