p.value	enrichment	genes
1	1.71409716115936e-10	7.8591936243505	AT1G06040
2	NA	NA	AT1G15820
3	NA	NA	AT1G18330
4	NA	NA	AT1G19050
5	NA	NA	AT1G62380
6	NA	NA	AT2G27420
7	NA	NA	AT2G43010
8	NA	NA	AT2G46680
9	NA	NA	AT3G08940
10	NA	NA	AT3G47470
11	NA	NA	AT3G59060
12	NA	NA	AT4G32020
13	NA	NA	AT4G36040
14	NA	NA	AT5G13630
15	NA	NA	AT5G45830
16	NA	NA	AT5G54470
