p.value	enrichment	genes
1	8.73443493534247e-07	4.67777852725018	AT1G18740
2	NA	NA	AT1G60190
3	NA	NA	AT1G73480
4	NA	NA	AT1G77280
5	NA	NA	AT2G43010
6	NA	NA	AT2G46660
7	NA	NA	AT3G07360
8	NA	NA	AT3G13310
9	NA	NA	AT3G15810
10	NA	NA	AT3G17800
11	NA	NA	AT3G54810
12	NA	NA	AT5G01520
13	NA	NA	AT5G03760
14	NA	NA	AT5G43150
15	NA	NA	AT5G63130
