p.value	enrichment	genes
1	2.67171360809628e-08	5.6812411801294	AT1G23490
2	NA	NA	AT1G27770
3	NA	NA	AT1G32920
4	NA	NA	AT1G75800
5	NA	NA	AT2G40140
6	NA	NA	AT2G41100
7	NA	NA	AT2G41110
8	NA	NA	AT2G41430
9	NA	NA	AT3G10985
10	NA	NA	AT3G49530
11	NA	NA	AT4G13340
12	NA	NA	AT4G27280
13	NA	NA	AT4G30440
14	NA	NA	AT4G36500
15	NA	NA	AT4G36920
16	NA	NA	AT5G66210
