p.value	enrichment	genes
1	1.8012754701278e-06	3.7692850137397	AT1G05710
2	NA	NA	AT1G32920
3	NA	NA	AT1G61810
4	NA	NA	AT1G75800
5	NA	NA	AT2G30870
6	NA	NA	AT2G41100
7	NA	NA	AT2G41110
8	NA	NA	AT2G41430
9	NA	NA	AT3G22380
10	NA	NA	AT3G28180
11	NA	NA	AT3G49530
12	NA	NA	AT3G59350
13	NA	NA	AT4G13340
14	NA	NA	AT4G15800
15	NA	NA	AT4G30440
16	NA	NA	AT4G31800
17	NA	NA	AT5G14710
18	NA	NA	AT5G53450
