p.value	enrichment	genes
1	1.32891116407366e-09	4.32915534470726	AT1G01060
2	NA	NA	AT1G68440
3	NA	NA	AT1G69570
4	NA	NA	AT1G78510
5	NA	NA	AT2G24100
6	NA	NA	AT2G30520
7	NA	NA	AT2G43330
8	NA	NA	AT2G46830
9	NA	NA	AT3G09600
10	NA	NA	AT3G16830
11	NA	NA	AT3G18780
12	NA	NA	AT3G27170
13	NA	NA	AT3G54500
14	NA	NA	AT3G56290
15	NA	NA	AT4G25470
16	NA	NA	AT4G38060
17	NA	NA	AT5G06980
18	NA	NA	AT5G17300
19	NA	NA	AT5G23730
20	NA	NA	AT5G49480
21	NA	NA	AT5G60850
22	NA	NA	AT5G64840
