p.value	enrichment	genes
1	2.67313136907785e-11	6.53673787147851	AT1G01060
2	NA	NA	AT1G26790
3	NA	NA	AT1G32900
4	NA	NA	AT1G68440
5	NA	NA	AT1G69570
6	NA	NA	AT2G24100
7	NA	NA	AT2G30520
8	NA	NA	AT2G41250
9	NA	NA	AT2G46830
10	NA	NA	AT3G16830
11	NA	NA	AT3G27170
12	NA	NA	AT3G47430
13	NA	NA	AT4G25470
14	NA	NA	AT5G06980
15	NA	NA	AT5G18670
16	NA	NA	AT5G23730
17	NA	NA	AT5G39660
18	NA	NA	AT5G60850
19	NA	NA	AT5G64840
