"sig.enrich.motifs"	"final.p.values"	"final.q.values"	"final.enrichments"
"FHY3"	9.87658154545271e-06	0.000343401142964971	3.72165922363449
"BHLH3"	0.00291514795859239	0.0488017361956948	2.03450704225352
"BHLH13"	0.00291514795859239	0.0488017361956948	2.03450704225352
"BHLH34"	4.32235453482657e-07	2.1707824997129e-05	2.229596758634
"FAR1"	0.000340999111675648	0.00855034252168836	3.41672938393721
"HY5"	8.60253415694661e-05	0.00228726202290581	2.95928297055058
"PIF1"	0.000456978911538861	0.0102687151659682	2.15188244853738
"PIF3"	3.29574166617576e-06	0.00013542502119195	2.29142431380089
"MYC2"	0.00291514795859239	0.0488017361956948	2.03450704225352
"SPT"	4.2405485636622e-07	2.1707824997129e-05	2.08786355533429
"UNE10"	5.73517340014842e-09	4.32049729477848e-07	2.01104485230991
